ndc,drug_name,generic_name,opioid_ingredient1,opioid_ingredient2,strength,strength_uom,manufacturer,status,ingredients,manufacturer_abbr_name,ir_er
'00024037202',demerol hydrochloride,meperidine hydrochloride,meperidine,NA,50 mg,NA,NA,inactive,NA,NA,NA
'00024037204',demerol,meperidine,meperidine,NA,50,mg/ml,sanofi winthrop,active,NA,NA,NA
'00024037302',demerol hydrochloride,meperidine hydrochloride,meperidine,NA,75 mg,NA,NA,inactive,NA,NA,NA
'00024037304',demerol,meperidine,meperidine,NA,50,mg/ml,sanofi winthrop,active,NA,NA,NA
'00024037402',demerol hydrochloride,meperidine hydrochloride,meperidine,NA,100 mg,NA,NA,inactive,NA,NA,NA
'00024037404',demerol,meperidine,meperidine,NA,50,mg/ml,sanofi winthrop,active,NA,NA,NA
'00024037502',demerol hydrochloride,meperidine hydrochloride,meperidine,NA,100 mg,NA,NA,inactive,NA,NA,NA
'00024037504',demerol,meperidine,meperidine,NA,100,mg/ml,sanofi winthrop,active,NA,NA,NA
'00024102210',demerol apap,acetaminophen; meperidine hydrochloride,meperidine,NA,300 mg-50 mg,NA,NA,NA,NA,NA,NA
'00054354563',meperidine,meperidine,meperidine,NA,50,mg/5 ml,roxane/west-war,active,NA,NA,NA
'00054459525',meperidine,meperidine,meperidine,NA,50,mg,roxane/west-war,active,NA,NA,NA
'00054459625',meperidine,meperidine,meperidine,NA,100,mg,roxane/west-war,active,NA,NA,NA
'00054854516',meperidine,meperidine,meperidine,NA,50,mg/5 ml,roxane labs.,active,NA,NA,NA
'00054859511',meperidine,meperidine,meperidine,NA,50,mg,roxane/west-war,active,NA,NA,NA
'00054859611',meperidine,meperidine,meperidine,NA,100,mg,roxane labs.,active,NA,NA,NA
'00074117601',demerol (pf),meperidine,meperidine,NA,25,mg/ml,abbott hosp,active,NA,NA,NA
'00074117602',demerol (pf),meperidine,meperidine,NA,25,mg/ml,abbott hosp,active,NA,NA,NA
'00074117611',demerol (pf),meperidine,meperidine,NA,25,mg/ml,abbott hosp,active,NA,NA,NA
'00074117621',demerol (pf),meperidine,meperidine,NA,25,mg/ml,abbott hosp,active,NA,NA,NA
'00074117630',demerol (pf),meperidine,meperidine,NA,25,mg/ml,hospira,active,NA,NA,NA
'00074117631',demerol (pf),meperidine,meperidine,NA,25,mg/ml,abbott hosp,active,NA,NA,NA
'00074117801',demerol (pf),meperidine,meperidine,NA,50,mg/ml,abbott hosp,active,NA,NA,NA
'00074117802',demerol (pf),meperidine,meperidine,NA,50,mg/ml,abbott hosp,active,NA,NA,NA
'00074117811',demerol (pf),meperidine,meperidine,NA,50,mg/ml,hospira,active,NA,NA,NA
'00074117821',demerol (pf),meperidine,meperidine,NA,50,mg/ml,abbott hosp,active,NA,NA,NA
'00074117830',demerol (pf),meperidine,meperidine,NA,50,mg/ml,hospira,active,NA,NA,NA
'00074117831',demerol (pf),meperidine,meperidine,NA,50,mg/ml,abbott hosp,active,NA,NA,NA
'00074117901',demerol (pf),meperidine,meperidine,NA,75,mg/ml,abbott hosp,active,NA,NA,NA
'00074117902',demerol (pf),meperidine,meperidine,NA,75,mg/ml,abbott hosp,active,NA,NA,NA
'00074117911',demerol (pf),meperidine,meperidine,NA,75,mg/ml,abbott hosp,active,NA,NA,NA
'00074117921',demerol (pf),meperidine,meperidine,NA,75,mg/ml,hospira,active,NA,NA,NA
'00074117930',demerol (pf),meperidine,meperidine,NA,75,mg/ml,hospira,active,NA,NA,NA
'00074117931',demerol,meperidine,meperidine,NA,75,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074118001',demerol,meperidine,meperidine,NA,100,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074118002',demerol,meperidine,meperidine,NA,100,mg/ml,hospira,inactive,NA,NA,NA
'00074118011',demerol,meperidine,meperidine,NA,100,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074118021',demerol,meperidine,meperidine,NA,100,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074118031',demerol,meperidine,meperidine,NA,100,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074118069',demerol (pf),meperidine,meperidine,NA,100,mg/ml,hospira,active,NA,NA,NA
'00074118130',demerol,meperidine,meperidine,NA,50,mg/ml,hospira,active,NA,NA,NA
'00074120120',demerol,meperidine,meperidine,NA,100,mg/ml,hospira,active,NA,NA,NA
'00074120301',demerol (pf),meperidine,meperidine,NA,25,mg/0.5 ml,hospira,active,NA,NA,NA
'00074125301',demerol (pf),meperidine,meperidine,NA,50,mg/ml,hospira,active,NA,NA,NA
'00074125401',demerol (pf),meperidine,meperidine,NA,75,mg/1.5 ml,hospira,active,NA,NA,NA
'00074125502',demerol (pf),meperidine,meperidine,NA,100,mg/2 ml,hospira,active,NA,NA,NA
'00074125601',demerol (pf),meperidine,meperidine,NA,100,mg/ml,hospira,active,NA,NA,NA
'00074126601',demerol (pf),meperidine,meperidine,NA,25,mg/0.5 ml,hospira,active,NA,NA,NA
'00074126701',demerol (pf),meperidine,meperidine,NA,50,mg/ml,hospira,active,NA,NA,NA
'00074126901',demerol,meperidine,meperidine,NA,50,mg/ml,abbott hosp,active,NA,NA,NA
'00074127102',demerol,meperidine,meperidine,NA,50,mg/ml,hospira,active,NA,NA,NA
'00074204601',demerol,meperidine,meperidine,NA,100,mg/ml,abbott hosp,active,NA,NA,NA
'00074603001',meperidine,meperidine,meperidine,NA,10,mg/ml,abbvie us llc,active,NA,NA,NA
'00074603004',meperidine,meperidine,meperidine,NA,10,mg/ml,hospira,active,NA,NA,NA
'00102358501',meperidine,meperidine,meperidine,NA,50,mg,regal labs.,active,NA,NA,NA
'00102359001',meperidine,meperidine,meperidine,NA,100,mg,regal labs.,active,NA,NA,NA
'00115702701',meperidine-promethazine,meperidine,meperidine,NA,50-25,mg,global pharm,inactive,NA,NA,NA
'00182913066',meperidine,meperidine,meperidine,NA,50,mg/ml,ivax/goldline l,active,NA,NA,NA
'00182913165',meperidine,meperidine,meperidine,NA,100,mg/ml,ivax/goldline l,active,NA,NA,NA
'00182914001',meperidine,meperidine,meperidine,NA,50,mg,ivax/goldline l,active,NA,NA,NA
'00182914101',meperidine,meperidine,meperidine,NA,100,mg,ivax/goldline l,active,NA,NA,NA
'00186128301',meperidine,meperidine,meperidine,NA,100,mg/ml,astra pharm.,active,NA,NA,NA
'00186128401',meperidine,meperidine,meperidine,NA,50,mg/ml,astra pharm.,active,NA,NA,NA
'00254420628',meprozine,meperidine,meperidine,NA,50-25,mg,vintage pharm,inactive,NA,NA,NA
'00306260480',meperidine,meperidine,meperidine,NA,50,mg,azar inc,active,NA,NA,NA
'00306261180',meperidine,meperidine,meperidine,NA,100,mg,azar inc,active,NA,NA,NA
'00338268876',meperidine hcl,meperidine hydrochloride,meperidine,NA,10 mg/1 ml,NA,NA,NA,NA,NA,NA
'00338269175',meperidine (pf),meperidine,meperidine,NA,500,mg/50 ml,"west-ward, inc.",inactive,NA,NA,NA
'00338937041',meperidine in 0.9 % nacl,meperidine,meperidine,NA,10,mg/ml,baxter healthca,inactive,NA,NA,NA
'00338937248',meperidine in 0.9 % nacl,meperidine,meperidine,NA,10,mg/ml,baxter healthca,inactive,NA,NA,NA
'00338937348',meperidine in 0.9 % nacl,meperidine,meperidine,NA,10,mg/ml,baxter healthca,active,NA,NA,NA
'00349896501',meperidine,meperidine,meperidine,NA,50,mg,parmed pharm.,active,NA,NA,NA
'00364050001',meperidine,meperidine,meperidine,NA,50,mg,schein,active,NA,NA,NA
'00364050002',meperidine,meperidine,meperidine,NA,50,mg,schein,active,NA,NA,NA
'00364050101',meperidine,meperidine,meperidine,NA,100,mg,schein,active,NA,NA,NA
'00364302256',meperidine,meperidine,meperidine,NA,10,mg/ml,schein,inactive,NA,NA,NA
'00364302656',meperidine,meperidine,meperidine,NA,50,mg/ml,schein,active,NA,NA,NA
'00364302755',meperidine,meperidine,meperidine,NA,100,mg/ml,schein,active,NA,NA,NA
'00402094730',meperidine,meperidine,meperidine,NA,50,mg/ml,steris,active,NA,NA,NA
'00402094820',meperidine,meperidine,meperidine,NA,100,mg/ml,steris,active,NA,NA,NA
'00403164018',meperidine,meperidine,meperidine,NA,100,mg/ml,compumed inc.,inactive,NA,NA,NA
'00406158555',meperidine (bulk),meperidine,meperidine,NA,100,%,mallinckrodt ph,active,NA,NA,NA
'00406711301',meperidine,meperidine,meperidine,NA,50,mg,mallinckrodt ph,active,NA,NA,NA
'00406711501',meperidine,meperidine,meperidine,NA,100,mg,mallinckrodt ph,active,NA,NA,NA
'00409117603',demerol (pf),meperidine,meperidine,NA,25,mg/ml,hospira,active,NA,NA,NA
'00409117630',demerol (pf),meperidine,meperidine,NA,25,mg/ml,hospira,active,NA,NA,NA
'00409117803',demerol (pf),meperidine,meperidine,NA,50,mg/ml,hospira,active,NA,NA,NA
'00409117830',demerol (pf),meperidine,meperidine,NA,50,mg/ml,hospira,active,NA,NA,NA
'00409117903',demerol,meperidine hydrochloride,meperidine,NA,75,mg/ml,"hospira, inc.",NA,NA,NA,NA
'00409117930',demerol (pf),meperidine,meperidine,NA,75,mg/ml,hospira,active,NA,NA,NA
'00409118059',demerol,meperidine hydrochloride,meperidine,NA,100,mg/ml,"hospira, inc.",NA,NA,NA,NA
'00409118069',demerol (pf),meperidine,meperidine,NA,100,mg/ml,hospira,active,NA,NA,NA
'00409118130',demerol,meperidine,meperidine,NA,50,mg/ml,hospira,active,NA,NA,NA
'00409120120',demerol,meperidine,meperidine,NA,100,mg/ml,hospira,active,NA,NA,NA
'00409120301',demerol (pf),meperidine,meperidine,NA,25,mg/0.5 ml,hospira,active,NA,NA,NA
'00409120311',demerol,meperidine hydrochloride,meperidine,NA,25,mg/.5ml,"hospira, inc.",NA,NA,NA,NA
'00409125301',demerol (pf),meperidine,meperidine,NA,50,mg/ml,hospira,active,NA,NA,NA
'00409125311',demerol,meperidine hydrochloride,meperidine,NA,50,mg/ml,"hospira, inc.",NA,NA,NA,NA
'00409125401',demerol (pf),meperidine,meperidine,NA,75,mg/1.5 ml,hospira,active,NA,NA,NA
'00409125411',demerol,meperidine hydrochloride,meperidine,NA,75,mg/1.5ml,"hospira, inc.",NA,NA,NA,NA
'00409125502',demerol (pf),meperidine,meperidine,NA,100,mg/2 ml,hospira,active,NA,NA,NA
'00409125512',demerol,meperidine hydrochloride,meperidine,NA,100,mg/2ml,"hospira, inc.",NA,NA,NA,NA
'00409125601',demerol (pf),meperidine,meperidine,NA,100,mg/ml,hospira,active,NA,NA,NA
'00409125611',demerol,meperidine hydrochloride,meperidine,NA,100,mg/ml,"hospira, inc.",NA,NA,NA,NA
'00409603004',meperidine,meperidine,meperidine,NA,10,mg/ml,hospira,active,NA,NA,NA
'00440773806',meperidine,meperidine,meperidine,NA,50,mg,liberty pharm,active,NA,NA,NA
'00440773820',meperidine,meperidine,meperidine,NA,50,mg,liberty pharm,active,NA,NA,NA
'00440773830',meperidine,meperidine,meperidine,NA,50,mg,liberty pharm,active,NA,NA,NA
'00536406101',meperidine,meperidine,meperidine,NA,50,mg,rugby,active,NA,NA,NA
'00536406201',meperidine,meperidine,meperidine,NA,100,mg,rugby,active,NA,NA,NA
'00536562075',meperidine,meperidine,meperidine,NA,50,mg/ml,rugby,active,NA,NA,NA
'00536562573',meperidine,meperidine,meperidine,NA,100,mg/ml,rugby,active,NA,NA,NA
'00537618501',meperidine,meperidine,meperidine,NA,50,mg,spencer-mead,active,NA,NA,NA
'00537618601',meperidine,meperidine,meperidine,NA,100,mg,spencer-mead,active,NA,NA,NA
'00548190200',meperidine,meperidine,meperidine,NA,10,mg/ml,ims,inactive,NA,NA,NA
'00548190300',meperidine,meperidine,meperidine,NA,10,mg/ml,ims,inactive,NA,NA,NA
'00548191500',meperidine hcl,meperidine hydrochloride,meperidine,NA,10 mg/1 ml,NA,NA,NA,NA,NA,NA
'00548191525',meperidine,meperidine,meperidine,NA,10,mg/ml,ims,inactive,NA,NA,NA
'00548192700',meperidine,meperidine,meperidine,NA,10,mg/ml,ims,inactive,NA,NA,NA
'00548192710',meperidine,meperidine,meperidine,NA,10,mg/ml,ims,inactive,NA,NA,NA
'00548192810',meperidine,meperidine,meperidine,NA,10,mg/ml,ims,inactive,NA,NA,NA
'00555038102',meperidine,meperidine,meperidine,NA,50,mg,barr,active,NA,NA,NA
'00555038104',meperidine,meperidine,meperidine,NA,50,mg,barr,active,NA,NA,NA
'00555038202',meperidine,meperidine,meperidine,NA,100,mg,barr,active,NA,NA,NA
'00555038204',meperidine,meperidine,meperidine,NA,100,mg,barr,active,NA,NA,NA
'00555039202',meperidine,meperidine,meperidine,NA,100,mg,teva usa,active,NA,NA,NA
'00580020501',meperidine,meperidine,meperidine,NA,100,mg,glenlawn labs.,active,NA,NA,NA
'00580020601',meperidine,meperidine,meperidine,NA,50,mg,glenlawn labs.,active,NA,NA,NA
'00591072601',meperidine,meperidine,meperidine,NA,50,mg,watson labs,active,NA,NA,NA
'00591072701',meperidine,meperidine,meperidine,NA,100,mg,watson labs,active,NA,NA,NA
'00603441521',meperidine,meperidine,meperidine,NA,50,mg,qualitest,active,NA,NA,NA
'00603441621',meperidine,meperidine,meperidine,NA,100,mg,qualitest,active,NA,NA,NA
'00603442421',meprozine,meperidine,meperidine,NA,50-25,mg,qualitest,inactive,NA,NA,NA
'00641013025',meperidine,meperidine,meperidine,NA,25,mg/ml,esi lederle,inactive,NA,NA,NA
'00641013026',meperidine,meperidine,meperidine,NA,25,mg/ml,"elkins-sinn,inc",inactive,NA,NA,NA
'00641014025',meperidine,meperidine,meperidine,NA,50,mg/ml,esi lederle,active,NA,NA,NA
'00641014026',meperidine,meperidine,meperidine,NA,50,mg/ml,"elkins-sinn,inc",active,NA,NA,NA
'00641015025',meperidine,meperidine,meperidine,NA,75,mg/ml,esi lederle,inactive,NA,NA,NA
'00641015026',meperidine,meperidine,meperidine,NA,75,mg/ml,"elkins-sinn,inc",inactive,NA,NA,NA
'00641016025',meperidine,meperidine,meperidine,NA,100,mg/ml,esi lederle,active,NA,NA,NA
'00641016026',meperidine,meperidine,meperidine,NA,100,mg/ml,"elkins-sinn,inc",active,NA,NA,NA
'00641112035',meperidine,meperidine,meperidine,NA,25,mg/ml,"west-ward, inc.",inactive,NA,NA,NA
'00641113035',meperidine (pf),meperidine,meperidine,NA,50,mg/ml,"west-ward, inc.",active,NA,NA,NA
'00641114035',meperidine,meperidine,meperidine,NA,75,mg/ml,"west-ward, inc.",inactive,NA,NA,NA
'00641115035',meperidine,meperidine,meperidine,NA,100,mg/ml,"west-ward, inc.",active,NA,NA,NA
'00641605201',meperidine (pf),meperidine,meperidine,NA,25,mg/ml,"west-ward, inc.",active,NA,NA,NA
'00641605225',meperidine (pf),meperidine,meperidine,NA,25,mg/ml,"west-ward, inc.",active,NA,NA,NA
'00641605301',meperidine (pf),meperidine,meperidine,NA,50,mg/ml,"west-ward, inc.",active,NA,NA,NA
'00641605325',meperidine (pf),meperidine,meperidine,NA,50,mg/ml,"west-ward, inc.",active,NA,NA,NA
'00641605401',meperidine (pf),meperidine,meperidine,NA,100,mg/ml,"west-ward, inc.",active,NA,NA,NA
'00641605425',meperidine (pf),meperidine,meperidine,NA,100,mg/ml,"west-ward, inc.",active,NA,NA,NA
'00719095010',meperidine,meperidine,meperidine,NA,50,mg,bioline,active,NA,NA,NA
'00719095110',meperidine,meperidine,meperidine,NA,100,mg,bioline,active,NA,NA,NA
'00814468014',meperidine,meperidine,meperidine,NA,50,mg,ide,active,NA,NA,NA
'00814468214',meperidine,meperidine,meperidine,NA,100,mg,ide,active,NA,NA,NA
'00879000401',meperidine,meperidine,meperidine,NA,50,mg,halsey,active,NA,NA,NA
'00879000410',meperidine,meperidine,meperidine,NA,50,mg,halsey,active,NA,NA,NA
'00879000452',meperidine,meperidine,meperidine,NA,50,mg,halsey,active,NA,NA,NA
'00879000501',meperidine,meperidine,meperidine,NA,100,mg,halsey,active,NA,NA,NA
'00879000510',meperidine,meperidine,meperidine,NA,100,mg,halsey,active,NA,NA,NA
'00904197760',meperidine,meperidine,meperidine,NA,50,mg,major pharmaceu,active,NA,NA,NA
'00904197840',meperidine,meperidine,meperidine,NA,100,mg,major pharmaceu,active,NA,NA,NA
'00904197860',meperidine,meperidine,meperidine,NA,100,mg,major pharmaceu,active,NA,NA,NA
'10019015144',meperidine,meperidine,meperidine,NA,25,mg/ml,"west-ward, inc.",inactive,NA,NA,NA
'10019015147',meperidine,meperidine,meperidine,NA,25,mg/ml,"west-ward, inc.",inactive,NA,NA,NA
'10019015244',meperidine,meperidine,meperidine,NA,50,mg/ml,"west-ward, inc.",active,NA,NA,NA
'10019015247',meperidine,meperidine,meperidine,NA,50,mg/ml,"west-ward, inc.",inactive,NA,NA,NA
'10019015344',meperidine,meperidine,meperidine,NA,75,mg/ml,"west-ward, inc.",inactive,NA,NA,NA
'10019015347',meperidine,meperidine,meperidine,NA,75,mg/ml,"west-ward, inc.",inactive,NA,NA,NA
'10019015444',meperidine,meperidine,meperidine,NA,100,mg/ml,"west-ward, inc.",active,NA,NA,NA
'10019015447',meperidine,meperidine,meperidine,NA,100,mg/ml,"west-ward, inc.",inactive,NA,NA,NA
'10019015568',meperidine (pf),meperidine,meperidine,NA,25,mg/ml,"west-ward, inc.",active,NA,NA,NA
'10019015668',meperidine (pf),meperidine,meperidine,NA,50,mg/ml,"west-ward, inc.",active,NA,NA,NA
'10019015768',meperidine (pf),meperidine,meperidine,NA,75,mg/ml,"west-ward, inc.",inactive,NA,NA,NA
'10019015868',meperidine (pf),meperidine,meperidine,NA,100,mg/ml,"west-ward, inc.",active,NA,NA,NA
'10019015901',meperidine (pf),meperidine,meperidine,NA,25,mg/ml,"west-ward, inc.",active,NA,NA,NA
'10019015944',meperidine (pf),meperidine,meperidine,NA,25,mg/ml,"west-ward, inc.",active,NA,NA,NA
'10019016001',meperidine (pf),meperidine,meperidine,NA,50,mg/ml,"west-ward, inc.",active,NA,NA,NA
'10019016044',meperidine (pf),meperidine,meperidine,NA,50,mg/ml,"west-ward, inc.",active,NA,NA,NA
'10019016101',meperidine (pf),meperidine,meperidine,NA,75,mg/ml,"west-ward, inc.",inactive,NA,NA,NA
'10019016144',meperidine (pf),meperidine,meperidine,NA,75,mg/ml,"west-ward, inc.",inactive,NA,NA,NA
'10019016201',meperidine (pf),meperidine,meperidine,NA,100,mg/ml,"west-ward, inc.",active,NA,NA,NA
'10019016244',meperidine (pf),meperidine,meperidine,NA,100,mg/ml,"west-ward, inc.",active,NA,NA,NA
'16590064015',meperitab,meperidine,meperidine,NA,50,mg,stat rx usa,inactive,NA,NA,NA
'16590064025',meperitab,meperidine hydrochloride,meperidine,NA,50 mg,NA,NA,NA,NA,NA,NA
'16590064030',meperitab,meperidine,meperidine,NA,50,mg,stat rx usa,inactive,NA,NA,NA
'16590064050',meperitab,meperidine hydrochloride,meperidine,NA,50 mg,NA,NA,NA,NA,NA,NA
'16590064060',meperitab,meperidine,meperidine,NA,50,mg,stat rx usa,inactive,NA,NA,NA
'16590064071',meperitab,meperidine,meperidine,NA,50,mg,stat rx usa,inactive,NA,NA,NA
'16590064072',meperitab,meperidine hydrochloride,meperidine,NA,50 mg,NA,NA,NA,NA,NA,NA
'16590064090',meperitab,meperidine,meperidine,NA,50,mg,stat rx usa,inactive,NA,NA,NA
'17236090301',meperidine,meperidine,meperidine,NA,50,mg,dixon-shane,active,NA,NA,NA
'17236090901',meperidine,meperidine,meperidine,NA,100,mg,dixon-shane,active,NA,NA,NA
'23490777501',meperidine-promethazine,meperidine,meperidine,NA,50-25,mg,palmetto state,inactive,NA,NA,NA
'23490777502',meperidine-promethazine,meperidine,meperidine,NA,50-25,mg,palmetto state,inactive,NA,NA,NA
'23490777503',meperidine-promethazine,meperidine,meperidine,NA,50-25,mg,palmetto state,inactive,NA,NA,NA
'23490777504',meperidine-promethazine,meperidine,meperidine,NA,50-25,mg,palmetto state,inactive,NA,NA,NA
'23490930003',meperidine,meperidine,meperidine,NA,50,mg,palmetto state,active,NA,NA,NA
'23490930006',meperidine,meperidine,meperidine,NA,50,mg,palmetto state,active,NA,NA,NA
'23490930009',meperidine,meperidine,meperidine,NA,50,mg,palmetto state,active,NA,NA,NA
'24200035901',meperidine hcl-sodium chloride,meperidine hydrochloride; sodium chloride,meperidine,NA,10 mg/ml-0.9%,NA,NA,NA,NA,NA,NA
'24200035903',meperidine hcl-sodium chloride,meperidine hydrochloride; sodium chloride,meperidine,NA,10 mg/ml-0.9%,NA,NA,NA,NA,NA,NA
'24200035904',meperidine hcl-sodium chloride,meperidine hydrochloride; sodium chloride,meperidine,NA,10 mg/ml-0.9%,NA,NA,NA,NA,NA,NA
'24200035905',meperidine hcl-sodium chloride,meperidine hydrochloride; sodium chloride,meperidine,NA,10 mg/ml-0.9%,NA,NA,NA,NA,NA,NA
