ndc,drug_name,generic_name,opioid_ingredient1,opioid_ingredient2,strength,strength_uom,manufacturer,status,ingredients,manufacturer_abbr_name,ir_er
'00115131608',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,15,mg/1,impax generics,NA,NA,NA,NA
'00115131613',oxymorphone,oxymorphone,oxymorphone,NA,15,mg,global pharm,active,NA,NA,NA
'00115131701',oxymorphone,oxymorphone,oxymorphone,NA,30,mg,global pharm,active,NA,NA,NA
'00115131703',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,30,mg/1,impax generics,NA,NA,NA,NA
'00115131708',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,30,mg/1,impax generics,NA,NA,NA,NA
'00115131713',oxymorphone,oxymorphone,oxymorphone,NA,30,mg,global pharm,active,NA,NA,NA
'00228322706',oxymorphone,oxymorphone,oxymorphone,NA,5,mg,actavis pharma,active,NA,NA,NA
'00228322711',oxymorphone,oxymorphone,oxymorphone,NA,5,mg,actavis pharma,active,NA,NA,NA
'00228322750',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,5,mg/1,"actavis pharma, inc.",NA,NA,NA,NA
'00228322806',oxymorphone,oxymorphone,oxymorphone,NA,10,mg,actavis pharma,active,NA,NA,NA
'00228322811',oxymorphone,oxymorphone,oxymorphone,NA,10,mg,actavis pharma,active,NA,NA,NA
'00228322850',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,10,mg/1,"actavis pharma, inc.",NA,NA,NA,NA
'00228322906',oxymorphone,oxymorphone,oxymorphone,NA,20,mg,actavis pharma,active,NA,NA,NA
'00228322911',oxymorphone,oxymorphone,oxymorphone,NA,20,mg,actavis pharma,active,NA,NA,NA
'00228322950',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,20,mg/1,"actavis pharma, inc.",NA,NA,NA,NA
'00228323006',oxymorphone,oxymorphone,oxymorphone,NA,40,mg,actavis pharma,active,NA,NA,NA
'00228323011',oxymorphone,oxymorphone,oxymorphone,NA,40,mg,actavis pharma,active,NA,NA,NA
'00228323050',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,40,mg/1,"actavis pharma, inc.",NA,NA,NA,NA
'00228326106',oxymorphone,oxymorphone,oxymorphone,NA,7.5,mg,actavis pharma,active,NA,NA,NA
'00228326111',oxymorphone,oxymorphone,oxymorphone,NA,7.5,mg,actavis pharma,active,NA,NA,NA
'00228326150',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,7.5,mg/1,"actavis pharma, inc.",NA,NA,NA,NA
'00228326206',oxymorphone,oxymorphone,oxymorphone,NA,15,mg,actavis pharma,active,NA,NA,NA
'00228326211',oxymorphone,oxymorphone,oxymorphone,NA,15,mg,actavis pharma,active,NA,NA,NA
'00228326250',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,15,mg/1,"actavis pharma, inc.",NA,NA,NA,NA
'00228326306',oxymorphone,oxymorphone,oxymorphone,NA,30,mg,actavis pharma,active,NA,NA,NA
'00228326311',oxymorphone,oxymorphone,oxymorphone,NA,30,mg,actavis pharma,active,NA,NA,NA
'00228326350',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,30,mg/1,"actavis pharma, inc.",NA,NA,NA,NA
'00406100901',oxymorphone,oxymorphone,oxymorphone,NA,5,mg,mallinckrodt ph,active,NA,NA,NA
'00406101001',oxymorphone,oxymorphone,oxymorphone,NA,10,mg,mallinckrodt ph,active,NA,NA,NA
'00406809101',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,5,mg/1,"mallinckrodt, inc.",NA,NA,NA,NA
'00406809201',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,10,mg/1,"mallinckrodt, inc.",NA,NA,NA,NA
'00406809301',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,20,mg/1,"mallinckrodt, inc.",NA,NA,NA,NA
'00406809401',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,40,mg/1,"mallinckrodt, inc.",NA,NA,NA,NA
'00406809501',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,7.5,mg/1,"mallinckrodt, inc.",NA,NA,NA,NA
'00406809601',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,15,mg/1,"mallinckrodt, inc.",NA,NA,NA,NA
'00406809701',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,30,mg/1,"mallinckrodt, inc.",NA,NA,NA,NA
'00590037010',numorphan,oxymorphone,oxymorphone,NA,1,mg/ml,endo labs,inactive,NA,NA,NA
'00590037070',numorphan,oxymorphone,oxymorphone,NA,1,mg/ml,dupont pharm,inactive,NA,NA,NA
'00590037310',numorphan,oxymorphone,oxymorphone,NA,1.5,mg/ml,endo labs,inactive,NA,NA,NA
'00590037370',numorphan,oxymorphone,oxymorphone,NA,1.5,mg/ml,dupont pharm,inactive,NA,NA,NA
'00590037401',numorphan,oxymorphone,oxymorphone,NA,1.5,mg/ml,endo labs,inactive,NA,NA,NA
'00590076106',numorphan,oxymorphone,oxymorphone,NA,5,mg,endo labs,inactive,NA,NA,NA
'10702007001',oxymorphone,oxymorphone,oxymorphone,NA,5,mg,"kvk-tech, inc.",active,NA,NA,NA
'10702007006',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,5 mg/1,NA,"kvk-tech, inc.",NA,NA,NA,NA
'10702007101',oxymorphone,oxymorphone,oxymorphone,NA,10,mg,"kvk-tech, inc.",active,NA,NA,NA
'10702007106',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,10 mg/1,NA,"kvk-tech, inc.",NA,NA,NA,NA
'13107010301',oxymorphone,oxymorphone,oxymorphone,NA,5,mg,aurobindo pharm,active,NA,NA,NA
'13107010330',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,5,mg/1,"aurolife pharma, llc",NA,NA,NA,NA
'13107010399',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,5,mg/1,"aurolife pharma, llc",NA,NA,NA,NA
'13107010401',oxymorphone,oxymorphone,oxymorphone,NA,10,mg,aurobindo pharm,active,NA,NA,NA
'13107010430',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,10,mg/1,"aurolife pharma, llc",NA,NA,NA,NA
'13107010499',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,10,mg/1,"aurolife pharma, llc",NA,NA,NA,NA
'16590060828',opana er,oxymorphone hydrochloride,oxymorphone,NA,20 mg,NA,NA,NA,NA,NA,NA
'16590060830',opana er,oxymorphone hydrochloride,oxymorphone,NA,20,mg,stat rx usa,inactive,NA,NA,NA
'16590060856',opana er,oxymorphone hydrochloride,oxymorphone,NA,20,mg,stat rx usa,inactive,NA,NA,NA
'16590060860',opana er,oxymorphone hydrochloride,oxymorphone,NA,20,mg,stat rx usa,inactive,NA,NA,NA
'16590060890',opana er,oxymorphone hydrochloride,oxymorphone,NA,20,mg,stat rx usa,inactive,NA,NA,NA
'16590060930',opana er,oxymorphone hydrochloride,oxymorphone,NA,40,mg,stat rx usa,inactive,NA,NA,NA
'16590060940',opana er,oxymorphone hydrochloride,oxymorphone,NA,40 mg,NA,NA,NA,NA,NA,NA
'16590060960',opana er,oxymorphone hydrochloride,oxymorphone,NA,40,mg,stat rx usa,inactive,NA,NA,NA
'16590060972',opana er,oxymorphone hydrochloride,oxymorphone,NA,40 mg,NA,NA,NA,NA,NA,NA
'16590060990',opana er,oxymorphone hydrochloride,oxymorphone,NA,40,mg,stat rx usa,inactive,NA,NA,NA
'16590070730',opana er,oxymorphone hydrochloride,oxymorphone,NA,30,mg,stat rx usa,inactive,NA,NA,NA
'16590070760',opana er,oxymorphone hydrochloride,oxymorphone,NA,30 mg,NA,NA,NA,NA,NA,NA
'16590070772',opana er,oxymorphone hydrochloride,oxymorphone,NA,30 mg,NA,NA,NA,NA,NA,NA
'16590074730',opana,oxymorphone hydrochloride,oxymorphone,NA,10,mg/1,stat rx usa llc,NA,NA,NA,NA
'16590074756',opana er,oxymorphone hydrochloride,oxymorphone,NA,10,mg,stat rx usa,inactive,NA,NA,NA
'16590074760',opana er,oxymorphone hydrochloride,oxymorphone,NA,10,mg,stat rx usa,inactive,NA,NA,NA
'16590074790',opana,oxymorphone hydrochloride,oxymorphone,NA,10,mg/1,stat rx usa llc,NA,NA,NA,NA
'16590076528',opana,oxymorphone hydrochloride,oxymorphone,NA,10,mg,stat rx usa,active,NA,NA,NA
'16590076530',opana,oxymorphone hydrochloride,oxymorphone,NA,10,mg,stat rx usa,active,NA,NA,NA
'16590076556',opana,oxymorphone hydrochloride,oxymorphone,NA,10,mg,stat rx usa,active,NA,NA,NA
'16590076560',opana,oxymorphone hydrochloride,oxymorphone,NA,10,mg/1,stat rx usa llc,NA,NA,NA,NA
'16590076572',opana,oxymorphone hydrochloride,oxymorphone,NA,10 mg,NA,NA,NA,NA,NA,NA
'16590076575',opana,oxymorphone hydrochloride,oxymorphone,NA,10,mg/1,stat rx usa llc,NA,NA,NA,NA
'16590076590',opana,oxymorphone hydrochloride,oxymorphone,NA,10,mg,stat rx usa,active,NA,NA,NA
'16590076730',opana er,oxymorphone hydrochloride,oxymorphone,NA,5,mg,stat rx usa,inactive,NA,NA,NA
'16590076756',opana er,oxymorphone hydrochloride,oxymorphone,NA,5,mg,stat rx usa,inactive,NA,NA,NA
'16590076760',opana,oxymorphone hydrochloride,oxymorphone,NA,5,mg/1,stat rx usa llc,NA,NA,NA,NA
'16590076790',opana,oxymorphone hydrochloride,oxymorphone,NA,5,mg/1,stat rx usa llc,NA,NA,NA,NA
'16590081956',opana,oxymorphone hydrochloride,oxymorphone,NA,5,mg,stat rx usa,active,NA,NA,NA
'16590081960',opana,oxymorphone hydrochloride,oxymorphone,NA,5,mg,stat rx usa,active,NA,NA,NA
'16590081972',opana,oxymorphone hydrochloride,oxymorphone,NA,5,mg,stat rx usa,active,NA,NA,NA
'16590086260',opana er,oxymorphone hydrochloride,oxymorphone,NA,15 mg,NA,NA,NA,NA,NA,NA
'16590086290',opana er,oxymorphone hydrochloride,oxymorphone,NA,15 mg,NA,NA,NA,NA,NA,NA
'16590097390',oxymorphone,oxymorphone,oxymorphone,NA,5,mg,stat rx usa,active,NA,NA,NA
'21695094860',opana er,oxymorphone hydrochloride,oxymorphone,NA,5,mg,physician partn,inactive,NA,NA,NA
'21695094960',opana er,oxymorphone hydrochloride,oxymorphone,NA,10,mg,physician partn,inactive,NA,NA,NA
'31722092901',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,5 mg/1,NA,camber pharmaceuticals inc,NA,NA,NA,NA
'31722093001',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,10 mg/1,NA,camber pharmaceuticals inc,NA,NA,NA,NA
'35356021401',opana er,oxymorphone hydrochloride,oxymorphone,NA,5,mg,quality care,inactive,NA,NA,NA
'35356021430',opana er,oxymorphone hydrochloride,oxymorphone,NA,5,mg,quality care,inactive,NA,NA,NA
'35356021460',opana er,oxymorphone hydrochloride,oxymorphone,NA,5,mg,quality care,inactive,NA,NA,NA
'35356038001',opana,oxymorphone hydrochloride,oxymorphone,NA,10,mg,quality care,active,NA,NA,NA
'35356038030',opana,oxymorphone hydrochloride,oxymorphone,NA,10,mg,quality care,active,NA,NA,NA
'35356038060',opana,oxymorphone hydrochloride,oxymorphone,NA,10,mg,quality care,active,NA,NA,NA
'35356038130',opana er,oxymorphone hydrochloride,oxymorphone,NA,40,mg,quality care,inactive,NA,NA,NA
'35356038830',opana er,oxymorphone hydrochloride,oxymorphone,NA,10,mg,quality care,inactive,NA,NA,NA
'35356038860',opana er,oxymorphone hydrochloride,oxymorphone,NA,10,mg,quality care,inactive,NA,NA,NA
'35356038890',opana er,oxymorphone hydrochloride,oxymorphone,NA,10,mg,quality care,inactive,NA,NA,NA
'35356038920',opana er,oxymorphone hydrochloride,oxymorphone,NA,20,mg,quality care,inactive,NA,NA,NA
'35356038930',opana er,oxymorphone hydrochloride,oxymorphone,NA,20,mg,quality care,inactive,NA,NA,NA
'35356038960',opana er,oxymorphone hydrochloride,oxymorphone,NA,20,mg,quality care,inactive,NA,NA,NA
'35356039030',opana er,oxymorphone hydrochloride,oxymorphone,NA,15,mg,quality care,inactive,NA,NA,NA
'35356039060',opana er,oxymorphone hydrochloride,oxymorphone,NA,15,mg,quality care,inactive,NA,NA,NA
'35356039130',opana er,oxymorphone hydrochloride,oxymorphone,NA,40,mg,quality care,active,NA,NA,NA
'35356039160',opana er,oxymorphone hydrochloride,oxymorphone,NA,40,mg,quality care,active,NA,NA,NA
'35356039190',opana er,oxymorphone hydrochloride,oxymorphone,NA,40,mg,quality care,active,NA,NA,NA
'35356040330',opana er,oxymorphone hydrochloride,oxymorphone,NA,30,mg,quality care,active,NA,NA,NA
'35356040360',opana er,oxymorphone hydrochloride,oxymorphone,NA,30,mg,quality care,active,NA,NA,NA
'35356049901',opana,oxymorphone hydrochloride,oxymorphone,NA,5,mg,quality care,active,NA,NA,NA
'35356049930',opana,oxymorphone hydrochloride,oxymorphone,NA,5,mg,quality care,active,NA,NA,NA
'35356049960',opana,oxymorphone hydrochloride,oxymorphone,NA,5,mg,quality care,active,NA,NA,NA
'35356064301',oxymorphone,oxymorphone,oxymorphone,NA,10,mg,quality care,active,NA,NA,NA
'35356064330',oxymorphone,oxymorphone,oxymorphone,NA,10,mg,quality care,active,NA,NA,NA
'35356065530',oxymorphone,oxymorphone,oxymorphone,NA,15,mg,quality care,active,NA,NA,NA
'35356065560',oxymorphone,oxymorphone,oxymorphone,NA,15,mg,quality care,active,NA,NA,NA
'35356065590',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,15,mg/1,lake erie medical dba quality care products llc,NA,NA,NA,NA
'35356082030',opana er,oxymorphone hydrochloride,oxymorphone,NA,10,mg,quality care,active,NA,NA,NA
'35356082060',opana er,oxymorphone hydrochloride,oxymorphone,NA,10,mg,quality care,active,NA,NA,NA
'35356082090',opana er,oxymorphone hydrochloride,oxymorphone,NA,10,mg,quality care,active,NA,NA,NA
'35356082530',opana er,oxymorphone hydrochloride,oxymorphone,NA,20,mg,quality care,active,NA,NA,NA
'35356082560',opana er,oxymorphone hydrochloride,oxymorphone,NA,20,mg,quality care,active,NA,NA,NA
'35356084830',opana er,oxymorphone hydrochloride,oxymorphone,NA,40,mg,quality care,active,NA,NA,NA
'35356084860',opana er,oxymorphone hydrochloride,oxymorphone,NA,40,mg,quality care,active,NA,NA,NA
'35356084890',opana er,oxymorphone hydrochloride,oxymorphone,NA,40,mg,quality care,active,NA,NA,NA
'35356084930',opana er,oxymorphone hydrochloride,oxymorphone,NA,30,mg,quality care,active,NA,NA,NA
'35356084960',opana er,oxymorphone hydrochloride,oxymorphone,NA,30,mg,quality care,active,NA,NA,NA
'35356084990',opana er,oxymorphone hydrochloride,oxymorphone,NA,30,mg,quality care,active,NA,NA,NA
'35356096730',oxymorphone,oxymorphone,oxymorphone,NA,5,mg,quality care,active,NA,NA,NA
'35356096801',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,10,mg/1,lake erie medical dba quality care products llc,NA,NA,NA,NA
'35356096830',oxymorphone,oxymorphone,oxymorphone,NA,10,mg,quality care,active,NA,NA,NA
'35356096860',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,10,mg/1,lake erie medical dba quality care products llc,NA,NA,NA,NA
'42549066930',opana er,oxymorphone hydrochloride,oxymorphone,NA,20 mg,NA,NA,NA,NA,NA,NA
'42549067030',opana er,oxymorphone hydrochloride,oxymorphone,NA,30 mg,NA,NA,NA,NA,NA,NA
'42549067130',opana er,oxymorphone hydrochloride,oxymorphone,NA,40 mg,NA,NA,NA,NA,NA,NA
'42549067160',opana er,oxymorphone hydrochloride,oxymorphone,NA,40 mg,NA,NA,NA,NA,NA,NA
'42549067190',opana er,oxymorphone hydrochloride,oxymorphone,NA,40 mg,NA,NA,NA,NA,NA,NA
'42549067730',opana er,oxymorphone hydrochloride,oxymorphone,NA,10 mg,NA,NA,NA,NA,NA,NA
'54868637900',oxymorphone,oxymorphone,oxymorphone,NA,10,mg,physicians tc.,active,NA,NA,NA
'55700021530',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,20,mg/1,lake erie medical dba quality care products llc,NA,NA,NA,NA
'55700021560',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,20,mg/1,lake erie medical dba quality care products llc,NA,NA,NA,NA
'55700038130',oxymorphone,oxymorphone,oxymorphone,NA,40,mg,quality care,active,NA,NA,NA
'55700038730',oxymorphone,oxymorphone,oxymorphone,NA,10,mg,quality care,active,NA,NA,NA
'55700038760',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,10,mg/1,lake erie medical dba quality care products llc,NA,NA,NA,NA
'55700041730',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,15,mg/1,lake erie medical dba quality care products llc,NA,NA,NA,NA
'55700041760',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,15,mg/1,lake erie medical dba quality care products llc,NA,NA,NA,NA
'55700042330',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,30,mg/1,lake erie medical dba quality care products llc,NA,NA,NA,NA
'55700044130',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,5,mg/1,lake erie medical dba quality care products llc,NA,NA,NA,NA
'60687014811',oxymorphone,oxymorphone,oxymorphone,NA,10,mg,ahp,active,NA,NA,NA
'60687014821',oxymorphone,oxymorphone,oxymorphone,NA,10,mg,ahp,active,NA,NA,NA
'60760061760',opana er,oxymorphone hydrochloride,oxymorphone,NA,20,mg,st marys mpp,inactive,NA,NA,NA
'60951079470',oxymorphone,oxymorphone,oxymorphone,NA,5,mg,qualitest,active,NA,NA,NA
'60951079570',oxymorphone,oxymorphone,oxymorphone,NA,10,mg,qualitest,active,NA,NA,NA
'63304021805',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,5,mg/1,ranbaxy pharmaceuticals inc.,NA,NA,NA,NA
'63304021830',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,5,mg/1,ranbaxy pharmaceuticals inc.,NA,NA,NA,NA
'63304021905',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,7.5,mg/1,ranbaxy pharmaceuticals inc.,NA,NA,NA,NA
'63304021930',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,7.5,mg/1,ranbaxy pharmaceuticals inc.,NA,NA,NA,NA
'63304022005',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,10,mg/1,ranbaxy pharmaceuticals inc.,NA,NA,NA,NA
'63304022030',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,10,mg/1,ranbaxy pharmaceuticals inc.,NA,NA,NA,NA
'63304022105',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,15,mg/1,ranbaxy pharmaceuticals inc.,NA,NA,NA,NA
'63304022130',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,15,mg/1,ranbaxy pharmaceuticals inc.,NA,NA,NA,NA
'63304022205',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,20,mg/1,ranbaxy pharmaceuticals inc.,NA,NA,NA,NA
'63304022230',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,20,mg/1,ranbaxy pharmaceuticals inc.,NA,NA,NA,NA
'63304022305',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,30,mg/1,ranbaxy pharmaceuticals inc.,NA,NA,NA,NA
'63304022330',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,30,mg/1,ranbaxy pharmaceuticals inc.,NA,NA,NA,NA
'63304022405',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,40,mg/1,ranbaxy pharmaceuticals inc.,NA,NA,NA,NA
'63304022430',oxymorphone hydrochloride,oxymorphone hydrochloride,oxymorphone,NA,40,mg/1,ranbaxy pharmaceuticals inc.,NA,NA,NA,NA
'63481043470',opana er,oxymorphone hydrochloride,oxymorphone,NA,5,mg,endo pharm inc.,active,NA,NA,NA
'63481043670',opana er,oxymorphone hydrochloride,oxymorphone,NA,10,mg,endo pharm inc.,active,NA,NA,NA
'63481043870',opana er,oxymorphone hydrochloride,oxymorphone,NA,20,mg,endo pharm inc.,active,NA,NA,NA
'63481043970',opana er,oxymorphone hydrochloride,oxymorphone,NA,30,mg,endo pharm inc.,active,NA,NA,NA
'63481044070',opana er,oxymorphone hydrochloride,oxymorphone,NA,40,mg,endo pharm inc.,active,NA,NA,NA
'63481044410',numorphan,oxymorphone,oxymorphone,NA,1,mg/ml,endo pharm inc.,inactive,NA,NA,NA
'63481044501',numorphan,oxymorphone,oxymorphone,NA,1.5,mg/ml,endo pharm inc.,inactive,NA,NA,NA
'63481052270',opana er,oxymorphone hydrochloride,oxymorphone,NA,7.5,mg,endo pharm inc.,inactive,NA,NA,NA
'63481055370',opana er,oxymorphone hydrochloride,oxymorphone,NA,15,mg,endo pharm inc.,inactive,NA,NA,NA
'63481057170',opana er,oxymorphone hydrochloride,oxymorphone,NA,30,mg,endo pharm inc.,inactive,NA,NA,NA
'63481061270',opana,oxymorphone hydrochloride,oxymorphone,NA,5,mg,endo pharm inc.,active,NA,NA,NA
'63481061275',opana,oxymorphone hydrochloride,oxymorphone,NA,5,mg,endo pharm inc.,active,NA,NA,NA
'63481061370',opana,oxymorphone hydrochloride,oxymorphone,NA,10,mg,endo pharm inc.,active,NA,NA,NA
'63481061770',opana er,oxymorphone hydrochloride,oxymorphone,NA,20,mg,endo pharm inc.,inactive,NA,NA,NA
'63481061775',opana er,oxymorphone hydrochloride,oxymorphone,NA,20,mg,endo pharm inc.,inactive,NA,NA,NA
'63481062401',opana,oxymorphone hydrochloride,oxymorphone,NA,1,mg/ml,endo pharm inc.,active,NA,NA,NA
'63481062410',opana,oxymorphone hydrochloride,oxymorphone,NA,1,mg/ml,endo pharm inc.,active,NA,NA,NA
'63481067470',opana er,oxymorphone hydrochloride,oxymorphone,NA,10,mg,endo pharm inc.,inactive,NA,NA,NA
'63481069370',opana er,oxymorphone hydrochloride,oxymorphone,NA,40,mg,endo pharm inc.,inactive,NA,NA,NA
'63481076106',numorphan,oxymorphone,oxymorphone,NA,5,mg,endo pharm inc.,inactive,NA,NA,NA
'63481081201',opana er,oxymorphone hydrochloride,oxymorphone,NA,5,mg,endo pharm inc.,active,NA,NA,NA
'63481081220',opana er,oxymorphone hydrochloride,oxymorphone,NA,5,mg,endo pharm inc.,active,NA,NA,NA
'63481081260',opana er,oxymorphone hydrochloride,oxymorphone,NA,5,mg,endo pharm inc.,active,NA,NA,NA
'63481081270',opana,oxymorphone hydrochloride,oxymorphone,NA,5,mg/1,endo pharmaceuticals inc.,NA,NA,NA,NA
'63481081301',opana er,oxymorphone hydrochloride,oxymorphone,NA,7.5,mg,endo pharm inc.,active,NA,NA,NA
'63481081320',opana er,oxymorphone hydrochloride,oxymorphone,NA,7.5,mg,endo pharm inc.,active,NA,NA,NA
'63481081360',opana er,oxymorphone hydrochloride,oxymorphone,NA,7.5,mg,endo pharm inc.,active,NA,NA,NA
'63481081370',opana,oxymorphone hydrochloride,oxymorphone,NA,7.5,mg/1,endo pharmaceuticals inc.,NA,NA,NA,NA
'63481081401',opana er,oxymorphone hydrochloride,oxymorphone,NA,10,mg,endo pharm inc.,active,NA,NA,NA
'63481081420',opana er,oxymorphone hydrochloride,oxymorphone,NA,10,mg,endo pharm inc.,active,NA,NA,NA
'63481081460',opana er,oxymorphone hydrochloride,oxymorphone,NA,10,mg,endo pharm inc.,active,NA,NA,NA
'63481081470',opana,oxymorphone hydrochloride,oxymorphone,NA,10,mg/1,endo pharmaceuticals inc.,NA,NA,NA,NA
'63481081501',opana er,oxymorphone hydrochloride,oxymorphone,NA,15,mg,endo pharm inc.,active,NA,NA,NA
'63481081520',opana er,oxymorphone hydrochloride,oxymorphone,NA,15,mg,endo pharm inc.,active,NA,NA,NA
'63481081560',opana er,oxymorphone hydrochloride,oxymorphone,NA,15,mg,endo pharm inc.,active,NA,NA,NA
'63481081570',opana,oxymorphone hydrochloride,oxymorphone,NA,15,mg/1,endo pharmaceuticals inc.,NA,NA,NA,NA
