ndc,drug_name,generic_name,opioid_ingredient1,opioid_ingredient2,strength,strength_uom,manufacturer,status,ingredients,manufacturer_abbr_name,ir_er
'00338936541',hydromorphone in 0.9 % nacl,hydromorphone,hydromorphone,NA,50,mg/50 ml,baxter healthca,active,NA,NA,NA
'00338936667',hydromorphone in 0.9 % nacl,hydromorphone,hydromorphone,NA,25,mg/25 ml,baxter healthca,active,NA,NA,NA
'00338936775',hydromorphone in 0.9 % nacl,hydromorphone,hydromorphone,NA,50,mg/50 ml,baxter healthca,active,NA,NA,NA
'00338942037',hydromorphone-bupiv (pf)-nacl,hydromorphone,hydromorphone,NA,20-0.06,mcg/ml-%,baxter healthca,active,NA,NA,NA
'00338942137',hydromorphone-bupiv (pf)-nacl,hydromorphone,hydromorphone,NA,20-0.125,mcg/ml-%,baxter healthca,active,NA,NA,NA
'00338942248',hydromorphone-bupiv (pf)-nacl,hydromorphone,hydromorphone,NA,20-0.125,mcg/ml-%,baxter healthca,active,NA,NA,NA
'00338942448',hydromorphone in 0.9 % nacl,hydromorphone,hydromorphone,NA,0.2,mg/ml,baxter healthca,active,NA,NA,NA
'00364242255',hydromorphone,hydromorphone,hydromorphone,NA,2,mg/ml,watson pharma,active,NA,NA,NA
'00402091820',hydromorphone,hydromorphone,hydromorphone,NA,2,mg/ml,steris,active,NA,NA,NA
'00406324301',hydromorphone,hydromorphone,hydromorphone,NA,2,mg,mallinckrodt ph,active,NA,NA,NA
'00406324401',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,mallinckrodt ph,active,NA,NA,NA
'00406324552',hydromorphone (bulk),hydromorphone,hydromorphone,NA,100,%,mallinckrodt ph,active,NA,NA,NA
'00406324557',hydromorphone (bulk),hydromorphone,hydromorphone,NA,100,%,mallinckrodt ph,active,NA,NA,NA
'00406324901',hydromorphone,hydromorphone,hydromorphone,NA,8,mg,mallinckrodt ph,active,NA,NA,NA
'00406330801',hydromorphone,hydromorphone,hydromorphone,NA,8,mg,mallinckrodt ph,active,NA,NA,NA
'00406331201',hydromorphone,hydromorphone,hydromorphone,NA,12,mg,mallinckrodt ph,active,NA,NA,NA
'00406331601',hydromorphone,hydromorphone,hydromorphone,NA,16,mg,mallinckrodt ph,active,NA,NA,NA
'00406333201',hydromorphone,hydromorphone,hydromorphone,NA,32,mg,mallinckrodt ph,active,NA,NA,NA
'00409128303',hydromorphone,hydromorphone,hydromorphone,NA,1,mg/ml,hospira,active,NA,NA,NA
'00409128304',hydromorphone,hydromorphone,hydromorphone,NA,0.5,mg/0.5 ml,hospira,active,NA,NA,NA
'00409128305',hydromorphone,hydromorphone,hydromorphone,NA,0.5,mg/0.5 ml,hospira,active,NA,NA,NA
'00409128309',hydromorphone,hydromorphone,hydromorphone,NA,1,mg/ml,hospira,active,NA,NA,NA
'00409128310',hydromorphone,hydromorphone,hydromorphone,NA,1,mg/ml,hospira,active,NA,NA,NA
'00409128331',hydromorphone,hydromorphone,hydromorphone,NA,1,mg/ml,hospira,active,NA,NA,NA
'00409130431',hydromorphone,hydromorphone,hydromorphone,NA,4,mg/ml,hospira,active,NA,NA,NA
'00409131210',hydromorphone,hydromorphone,hydromorphone,NA,2,mg/ml,hospira,active,NA,NA,NA
'00409131230',hydromorphone,hydromorphone,hydromorphone,NA,2,mg/ml,hospira,active,NA,NA,NA
'00409217201',hydromorphone (pf),hydromorphone,hydromorphone,NA,10,mg/ml,hospira,active,NA,NA,NA
'00409217205',hydromorphone (pf),hydromorphone,hydromorphone,NA,10,mg/ml,hospira,active,NA,NA,NA
'00409254001',hydromorphone,hydromorphone,hydromorphone,NA,4,mg/ml,hospira,active,NA,NA,NA
'00409255201',hydromorphone,hydromorphone,hydromorphone,NA,1,mg/ml,hospira,active,NA,NA,NA
'00409255211',hydromorphone,hydromorphone,hydromorphone,NA,1,mg/ml,hospira,active,NA,NA,NA
'00409263401',hydromorphone (pf),hydromorphone,hydromorphone,NA,10,mg/ml,hospira,active,NA,NA,NA
'00409263405',hydromorphone (pf),hydromorphone,hydromorphone,NA,10,mg/ml,hospira,active,NA,NA,NA
'00409263450',hydromorphone (pf),hydromorphone,hydromorphone,NA,10,mg/ml,hospira,active,NA,NA,NA
'00409335601',hydromorphone,hydromorphone,hydromorphone,NA,2,mg/ml,hospira,active,NA,NA,NA
'00409336501',hydromorphone,hydromorphone,hydromorphone,NA,2,mg/ml,hospira,active,NA,NA,NA
'00409336511',hydromorphone,hydromorphone,hydromorphone,NA,2,mg/ml,hospira,active,NA,NA,NA
'00409345907',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,2 mg/ml,NA,"hospira, inc.",NA,NA,NA,NA
'00478540201',hydromorphone,hydromorphone,hydromorphone,NA,2,mg,rexar pharmacal,active,NA,NA,NA
'00478540401',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,rexar pharmacal,active,NA,NA,NA
'00527135301',hydromorphone,hydromorphone,hydromorphone,NA,2,mg,lannett co. inc,active,NA,NA,NA
'00527135401',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,lannett co. inc,active,NA,NA,NA
'00527135501',hydromorphone,hydromorphone,hydromorphone,NA,8,mg,lannett co. inc,active,NA,NA,NA
'00536386601',hydromorphone,hydromorphone,hydromorphone,NA,2,mg,rugby,active,NA,NA,NA
'00536386701',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,rugby,active,NA,NA,NA
'00548194000',hydromorphone,hydromorphone,hydromorphone,NA,0.2,mg/ml,amphastar pharm,inactive,NA,NA,NA
'00548194010',hydromorphone,hydromorphone,hydromorphone,NA,0.2,mg/ml,ims,inactive,NA,NA,NA
'00555111705',hydromorphone (pf),hydromorphone,hydromorphone,NA,10,mg/ml,barr,active,NA,NA,NA
'00555111706',hydromorphone (pf),hydromorphone,hydromorphone,NA,10,mg/ml,barr,active,NA,NA,NA
'00555111707',hydromorphone (pf),hydromorphone,hydromorphone,NA,10,mg/ml,barr,active,NA,NA,NA
'00574029301',hydromorphone,hydromorphone,hydromorphone,NA,8,mg,perrigo co.,active,NA,NA,NA
'00574029401',hydromorphone,hydromorphone,hydromorphone,NA,12,mg,perrigo co.,active,NA,NA,NA
'00574029501',hydromorphone,hydromorphone,hydromorphone,NA,16,mg,perrigo co.,active,NA,NA,NA
'00574029701',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,32 mg/1,NA,"paddock laboratories, llc",NA,NA,NA,NA
'00574201701',hydromorphone (bulk),hydromorphone,hydromorphone,NA,100,%,paddock labs.,active,NA,NA,NA
'00574722406',hydromorphone,hydromorphone,hydromorphone,NA,3,mg,perrigo co.,active,NA,NA,NA
'00580155901',hydromorphone,hydromorphone,hydromorphone,NA,2,mg,glenlawn labs.,active,NA,NA,NA
'00580155991',hydromorphone,hydromorphone,hydromorphone,NA,2,mg,glenlawn labs.,active,NA,NA,NA
'00580156001',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,glenlawn labs.,active,NA,NA,NA
'00580156091',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,glenlawn labs.,active,NA,NA,NA
'00580439225',hydromorphone,hydromorphone,hydromorphone,NA,2,mg,glenlawn labs.,active,NA,NA,NA
'00580439425',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,glenlawn labs.,active,NA,NA,NA
'00580839224',hydromorphone,hydromorphone,hydromorphone,NA,2,mg,glenlawn labs.,active,NA,NA,NA
'00580839424',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,glenlawn labs.,active,NA,NA,NA
'00591362901',hydromorphone,hydromorphone,hydromorphone,NA,8,mg,actavis pharma,active,NA,NA,NA
'00591362910',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,8,mg/1,"watson laboratories, inc.",NA,NA,NA,NA
'00591362930',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,8,mg/1,"watson laboratories, inc.",NA,NA,NA,NA
'00591363001',hydromorphone,hydromorphone,hydromorphone,NA,16,mg,actavis pharma,active,NA,NA,NA
'00591363010',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,16,mg/1,"watson laboratories, inc.",NA,NA,NA,NA
'00591363030',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,16,mg/1,"watson laboratories, inc.",NA,NA,NA,NA
'00591363101',hydromorphone,hydromorphone,hydromorphone,NA,32,mg,actavis pharma/,active,NA,NA,NA
'00591363110',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,32,mg/1,"actavis pharma, inc.",NA,NA,NA,NA
'00591363130',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,32,mg/1,"actavis pharma, inc.",NA,NA,NA,NA
'00591373901',hydromorphone,hydromorphone,hydromorphone,NA,12,mg,actavis pharma,active,NA,NA,NA
'00591373910',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,12,mg/1,"watson laboratories, inc.",NA,NA,NA,NA
'00591373930',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,12,mg/1,"watson laboratories, inc.",NA,NA,NA,NA
'00603392521',hydromorphone,hydromorphone,hydromorphone,NA,2,mg,qualitest,active,NA,NA,NA
'00603392621',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,qualitest,active,NA,NA,NA
'00641012025',hydromorphone,hydromorphone,hydromorphone,NA,2,mg/ml,"elkins-sinn,inc",active,NA,NA,NA
'00641012026',hydromorphone,hydromorphone,hydromorphone,NA,2,mg/ml,"elkins-sinn,inc",active,NA,NA,NA
'00641012121',hydromorphone,hydromorphone,hydromorphone,NA,2,mg/ml,"west-ward, inc.",active,NA,NA,NA
'00641012125',hydromorphone,hydromorphone,hydromorphone,NA,2,mg/ml,"west-ward, inc.",active,NA,NA,NA
'00641012126',hydromorphone,hydromorphone,hydromorphone,NA,2,mg/ml,"elkins-sinn,inc",active,NA,NA,NA
'00641234139',hydromorphone,hydromorphone,hydromorphone,NA,2,mg/ml,"west-ward, inc.",active,NA,NA,NA
'00641234141',hydromorphone,hydromorphone,hydromorphone,NA,2,mg/ml,"west-ward, inc.",active,NA,NA,NA
'00641615125',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,2 mg/ml,NA,west-ward pharmaceuticals corp.,NA,NA,NA,NA
'00703001801',hydromorphone (pf),hydromorphone,hydromorphone,NA,10,mg/ml,teva parenteral,active,NA,NA,NA
'00703011001',hydromorphone (pf),hydromorphone,hydromorphone,NA,10,mg/ml,teva parenteral,active,NA,NA,NA
'00703011003',hydromorphone (pf),hydromorphone,hydromorphone,NA,10,mg/ml,teva parenteral,active,NA,NA,NA
'00703011301',hydromorphone (pf),hydromorphone,hydromorphone,NA,10,mg/ml,teva parenteral,active,NA,NA,NA
'00703011303',hydromorphone (pf),hydromorphone,hydromorphone,NA,10,mg/ml,teva parenteral,active,NA,NA,NA
'00879071401',hydromorphone hcl,hydromorphone hydrochloride,hydromorphone,NA,1 mg,NA,NA,NA,NA,NA,NA
'00879071501',hydromorphone,hydromorphone,hydromorphone,NA,2,mg,halsey,active,NA,NA,NA
'00879071550',hydromorphone,hydromorphone,hydromorphone,NA,2,mg,halsey,active,NA,NA,NA
'00879071601',hydromorphone hcl,hydromorphone hydrochloride,hydromorphone,NA,3 mg,NA,NA,NA,NA,NA,NA
'00879071701',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,halsey,active,NA,NA,NA
'00879071750',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,halsey,active,NA,NA,NA
'10544037404',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,blenheim pharma,active,NA,NA,NA
'10544037408',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,blenheim pharma,active,NA,NA,NA
'10544037428',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,blenheim pharma,active,NA,NA,NA
'10544037430',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,blenheim pharma,active,NA,NA,NA
'10544037456',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,blenheim pharma,active,NA,NA,NA
'10544037460',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,blenheim pharma,active,NA,NA,NA
'10544039428',hydromorphone hcl,hydromorphone hydrochloride,hydromorphone,NA,2 mg,NA,NA,NA,NA,NA,NA
'13107010701',hydromorphone,hydromorphone,hydromorphone,NA,2,mg,aurobindo pharm,active,NA,NA,NA
'13107010705',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,2,mg/1,"aurolife pharma, llc",NA,NA,NA,NA
'13107010720',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,2,mg/1,"aurolife pharma, llc",NA,NA,NA,NA
'13107010799',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,2,mg/1,"aurolife pharma, llc",NA,NA,NA,NA
'13107010801',hydromorphone,hydromorphone,hydromorphone,NA,4,mg,aurobindo pharm,active,NA,NA,NA
'13107010805',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,4,mg/1,"aurolife pharma, llc",NA,NA,NA,NA
'13107010820',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,4,mg/1,"aurolife pharma, llc",NA,NA,NA,NA
'13107010899',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,4,mg/1,"aurolife pharma, llc",NA,NA,NA,NA
'13107010901',hydromorphone,hydromorphone,hydromorphone,NA,8,mg,aurobindo pharm,active,NA,NA,NA
'13107010905',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,8,mg/1,"aurolife pharma, llc",NA,NA,NA,NA
'13107010920',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,8,mg/1,"aurolife pharma, llc",NA,NA,NA,NA
'13107010999',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,8,mg/1,"aurolife pharma, llc",NA,NA,NA,NA
'13811070110',hydromorphone,hydromorphone,hydromorphone,NA,8,mg,trigen laborato,active,NA,NA,NA
'13811070210',hydromorphone,hydromorphone,hydromorphone,NA,12,mg,trigen laborato,active,NA,NA,NA
'13811070310',hydromorphone,hydromorphone,hydromorphone,NA,16,mg,trigen laborato,active,NA,NA,NA
'13811070410',hydromorphone,hydromorphone,hydromorphone,NA,32,mg,trigen laborato,active,NA,NA,NA
'16590071515',hydromorphone hcl,hydromorphone hydrochloride,hydromorphone,NA,4 mg,NA,NA,NA,NA,NA,NA
'16590071520',hydromorphone hcl,hydromorphone hydrochloride,hydromorphone,NA,4 mg,NA,NA,NA,NA,NA,NA
'16590071528',hydromorphone hcl,hydromorphone hydrochloride,hydromorphone,NA,4 mg,NA,NA,NA,NA,NA,NA
'16590071530',hydromorphone hcl,hydromorphone hydrochloride,hydromorphone,NA,4 mg,NA,NA,NA,NA,NA,NA
'16590071556',hydromorphone hcl,hydromorphone hydrochloride,hydromorphone,NA,4 mg,NA,NA,NA,NA,NA,NA
'16590071560',hydromorphone hcl,hydromorphone hydrochloride,hydromorphone,NA,4 mg,NA,NA,NA,NA,NA,NA
'16590071572',hydromorphone hcl,hydromorphone hydrochloride,hydromorphone,NA,4 mg,NA,NA,NA,NA,NA,NA
'16590071573',hydromorphone hcl,hydromorphone hydrochloride,hydromorphone,NA,4 mg,NA,NA,NA,NA,NA,NA
'16590071582',hydromorphone hcl,hydromorphone hydrochloride,hydromorphone,NA,4 mg,NA,NA,NA,NA,NA,NA
'16590071590',hydromorphone hcl,hydromorphone hydrochloride,hydromorphone,NA,4 mg,NA,NA,NA,NA,NA,NA
'16590076820',dilaudid,hydromorphone,hydromorphone,NA,2,mg,stat rx usa,active,NA,NA,NA
'16590077430',hydromorphone,hydromorphone,hydromorphone,NA,8,mg,stat rx usa,active,NA,NA,NA
'16590077460',hydromorphone hydrochloride,hydromorphone hydrochloride,hydromorphone,NA,8,mg/1,stat rx usa llc,NA,NA,NA,NA
'16590077472',hydromorphone,hydromorphone,hydromorphone,NA,8,mg,stat rx usa,active,NA,NA,NA
'16590077490',hydromorphone,hydromorphone,hydromorphone,NA,8,mg,stat rx usa,active,NA,NA,NA
