drug_name,ndc,strength,strength_uom,manufacturer,status
Sumavel DosePro,'63481036706',6,mg/0.5 mL,ENDO PHARM INC.,Active
Treximet,'65224086009',Oct-60,mg,PERNIX THERAPEU,Active
Treximet,'00173075000',85-500,mg,GLAXOSMITHKLINE,Active
Treximet,'00173075049',85-500,mg,PERNIX THERAPEU,Active
Treximet,'21695095409',85-500,mg,PHYSICIAN PARTN,Active
Treximet,'35356039512',85-500,mg,QUALITY CARE,Active
Treximet,'65224085009',85-500,mg,PERNIX THERAPEU,Active
Zecuity,'51759010101',6.5,mg/4 hour,TEVA SPECIALTY,Inactive
Zecuity,'51759010104',6.5,mg/4 hour,TEVA SPECIALTY,Inactive
Zembrace Symtouch,'67857080937',3,mg/0.5 mL,PROMIUS PHARMA,Active
Zembrace Symtouch,'67857080938',3,mg/0.5 mL,PROMIUS PHARMA,Active
sumatriptan,'00527185943',20,mg/actuation,LANNETT CO. INC,Active
sumatriptan,'00781652306',20,mg/actuation,SANDOZ,Active
sumatriptan,'00781652386',20,mg/actuation,SANDOZ,Active
sumatriptan,'54868605200',20,mg/actuation,PHYSICIANS TC.,Active
sumatriptan,'00527181843',5,mg/actuation,LANNETT CO. INC,Active
sumatriptan,'00781652406',5,mg/actuation,SANDOZ,Active
sumatriptan,'00781652486',5,mg/actuation,SANDOZ,Active
sumatriptan (bulk),'15455001701',100,%,ALVIX LABORATOR,Active
sumatriptan (bulk),'15455001702',100,%,ALVIX LABORATOR,Active
sumatriptan (bulk),'38779270701',100,%,MEDISCA INC.,Active
sumatriptan (bulk),'38779270704',100,%,MEDISCA INC.,Active
sumatriptan (bulk),'38779270705',100,%,MEDISCA INC.,Active
sumatriptan (bulk),'38779270708',100,%,MEDISCA INC.,Active
sumatriptan (bulk),'38779270709',100,%,MEDISCA INC.,Active
sumatriptan (bulk),'45861005280',100,%,PHARMACEUTICA N,Active
sumatriptan (bulk),'51927483900',100,%,PROFESSIONAL CO,Active
sumatriptan (bulk),'58597808904',100,%,AMERICAN PHARMA,Active
sumatriptan (bulk),'58597808907',100,%,AMERICAN PHARMA,Active
sumatriptan (bulk),'58597808908',100,%,AMERICAN PHARMA,Active
sumatriptan (bulk),'62991310001',100,%,"LETCO MEDICAL,",Active
sumatriptan (bulk),'62991310002',100,%,"LETCO MEDICAL,",Active
sumatriptan (bulk),'62991310003',100,%,"LETCO MEDICAL,",Active
sumatriptan succinate,'00093022419',100,mg,TEVA USA,Active
sumatriptan succinate,'00093022490',100,mg,TEVA USA,Active
sumatriptan succinate,'00378563259',100,mg,MYLAN,Active
sumatriptan succinate,'16252059299',100,mg,ACTAVIS PHARMA,Active
sumatriptan succinate,'16714053310',100,mg,NORTHSTAR RX LL,Active
sumatriptan succinate,'16714053311',100,mg,NORTHSTAR RX LL,Active
sumatriptan succinate,'21695087409',100,mg,PHYSICIAN PARTN,Active
sumatriptan succinate,'35356043809',100,mg,QUALITY CARE,Active
sumatriptan succinate,'50436462401',100,mg,UNIT DOSE SERVI,Active
sumatriptan succinate,'52959051009',100,mg,PHARMA PAC,Active
sumatriptan succinate,'54868597800',100,mg,PHYSICIANS TC.,Active
sumatriptan succinate,'55111029309',100,mg,DR.REDDY'S LAB,Active
sumatriptan succinate,'55111029336',100,mg,DR.REDDY'S LAB,Active
sumatriptan succinate,'55111029390',100,mg,DR.REDDY'S LAB,Active
sumatriptan succinate,'55111073709',100,mg,DR.REDDY'S LAB,Active
sumatriptan succinate,'59762185203',100,mg,GREENSTONE LLC.,Active
sumatriptan succinate,'59762185209',100,mg,GREENSTONE LLC.,Active
sumatriptan succinate,'62756052269',100,mg,SUN PHARMACEUTI,Active
sumatriptan succinate,'62756052288',100,mg,SUN PHARMACEUTI,Active
sumatriptan succinate,'63304009911',100,mg,RANBAXY/SUN PHA,Active
sumatriptan succinate,'63304009919',100,mg,RANBAXY/SUN PHA,Active
sumatriptan succinate,'65862014836',100,mg,AUROBINDO PHARM,Active
sumatriptan succinate,'68084034111',100,mg,AHP,Active
sumatriptan succinate,'68084034196',100,mg,AHP,Active
sumatriptan succinate,'68084034197',100,mg,AHP,Active
sumatriptan succinate,'68258300901',100,mg,DISPENSING SOLN,Active
sumatriptan succinate,'00093022219',25,mg,TEVA USA,Active
sumatriptan succinate,'00093022290',25,mg,TEVA USA,Active
sumatriptan succinate,'00378563059',25,mg,MYLAN,Active
sumatriptan succinate,'16252059099',25,mg,ACTAVIS PHARMA,Active
sumatriptan succinate,'16714053110',25,mg,NORTHSTAR RX LL,Active
sumatriptan succinate,'16714053111',25,mg,NORTHSTAR RX LL,Active
sumatriptan succinate,'21695087209',25,mg,PHYSICIAN PARTN,Active
sumatriptan succinate,'42254022009',25,mg,PHYSICIAN PARTN,Active
sumatriptan succinate,'50436462201',25,mg,UNIT DOSE SERVI,Active
sumatriptan succinate,'54569646300',25,mg,A-S MEDICATION,Active
sumatriptan succinate,'55111029109',25,mg,DR.REDDY'S LAB,Active
sumatriptan succinate,'55111029136',25,mg,DR.REDDY'S LAB,Active
sumatriptan succinate,'55111029190',25,mg,DR.REDDY'S LAB,Active
sumatriptan succinate,'55111073809',25,mg,DR.REDDY'S LAB,Active
sumatriptan succinate,'55700009209',25,mg,QUALITY CARE,Active
sumatriptan succinate,'55700009230',25,mg,QUALITY CARE,Active
sumatriptan succinate,'55700023509',25,mg,QUALITY CARE,Active
sumatriptan succinate,'59762185003',25,mg,GREENSTONE LLC.,Active
sumatriptan succinate,'59762185009',25,mg,GREENSTONE LLC.,Active
sumatriptan succinate,'61919095009',25,mg,DIRECT RX,Active
sumatriptan succinate,'62756052069',25,mg,SUN PHARMACEUTI,Active
sumatriptan succinate,'62756052088',25,mg,SUN PHARMACEUTI,Active
sumatriptan succinate,'63304009711',25,mg,RANBAXY/SUN PHA,Active
sumatriptan succinate,'63304009719',25,mg,RANBAXY/SUN PHA,Active
sumatriptan succinate,'65862014636',25,mg,AUROBINDO PHARM,Active
sumatriptan succinate,'68084033911',25,mg,AHP,Active
sumatriptan succinate,'68084033996',25,mg,AHP,Active
sumatriptan succinate,'68084033997',25,mg,AHP,Active
sumatriptan succinate,'00093022319',50,mg,TEVA USA,Active
sumatriptan succinate,'00093022390',50,mg,TEVA USA,Active
sumatriptan succinate,'00378563159',50,mg,MYLAN,Active
sumatriptan succinate,'16252059199',50,mg,ACTAVIS PHARMA,Active
sumatriptan succinate,'16714053210',50,mg,NORTHSTAR RX LL,Active
sumatriptan succinate,'16714053211',50,mg,NORTHSTAR RX LL,Active
sumatriptan succinate,'21695087309',50,mg,PHYSICIAN PARTN,Active
sumatriptan succinate,'35356043909',50,mg,QUALITY CARE,Active
sumatriptan succinate,'50436462301',50,mg,UNIT DOSE SERVI,Active
sumatriptan succinate,'54868602300',50,mg,PHYSICIANS TC.,Active
sumatriptan succinate,'55111029209',50,mg,DR.REDDY'S LAB,Active
sumatriptan succinate,'55111029236',50,mg,DR.REDDY'S LAB,Active
sumatriptan succinate,'55111029290',50,mg,DR.REDDY'S LAB,Active
sumatriptan succinate,'55111073609',50,mg,DR.REDDY'S LAB,Active
sumatriptan succinate,'55700009330',50,mg,QUALITY CARE,Active
sumatriptan succinate,'59762185103',50,mg,GREENSTONE LLC.,Active
sumatriptan succinate,'59762185109',50,mg,GREENSTONE LLC.,Active
sumatriptan succinate,'62756052169',50,mg,SUN PHARMACEUTI,Active
sumatriptan succinate,'62756052188',50,mg,SUN PHARMACEUTI,Active
sumatriptan succinate,'63304009811',50,mg,RANBAXY/SUN PHA,Active
sumatriptan succinate,'63304009819',50,mg,RANBAXY/SUN PHA,Active
sumatriptan succinate,'65862014736',50,mg,AUROBINDO PHARM,Active
sumatriptan succinate,'68084034011',50,mg,AHP,Active
sumatriptan succinate,'68084034096',50,mg,AHP,Active
sumatriptan succinate,'68084034097',50,mg,AHP,Active
sumatriptan succinate,'68258300801',50,mg,DISPENSING SOLN,Active
sumatriptan succinate,'00781317007',4,mg/0.5 mL,SANDOZ,Active
sumatriptan succinate,'49884048252',4,mg/0.5 mL,PAR PHARM.,Active
sumatriptan succinate,'00093201312',4,mg/0.5 mL,TEVA USA,Active
sumatriptan succinate,'00093201334',4,mg/0.5 mL,TEVA USA,Active
sumatriptan succinate,'00781316907',4,mg/0.5 mL,SANDOZ,Active
sumatriptan succinate,'49884048299',4,mg/0.5 mL,PAR PHARM.,Active
sumatriptan succinate,'00781317307',6,mg/0.5 mL,SANDOZ,Active
sumatriptan succinate,'49884048352',6,mg/0.5 mL,PAR PHARM.,Active
sumatriptan succinate,'00093201412',6,mg/0.5 mL,TEVA USA,Active
sumatriptan succinate,'00093201434',6,mg/0.5 mL,TEVA USA,Active
sumatriptan succinate,'00781317207',6,mg/0.5 mL,SANDOZ,Active
sumatriptan succinate,'47335027640',6,mg/0.5 mL,SUN PHARMA GLOB,Active
sumatriptan succinate,'47335027641',6,mg/0.5 mL,SUN PHARMA GLOB,Active
sumatriptan succinate,'49884048399',6,mg/0.5 mL,PAR PHARM.,Active
sumatriptan succinate,'55111069305',6,mg/0.5 mL,DR.REDDY'S LAB,Active
sumatriptan succinate,'55111069312',6,mg/0.5 mL,DR.REDDY'S LAB,Active
sumatriptan succinate,'00143963801',6,mg/0.5 mL,"WEST-WARD, INC.",Active
sumatriptan succinate,'00143963805',6,mg/0.5 mL,"WEST-WARD, INC.",Active
sumatriptan succinate,'00703735101',6,mg/0.5 mL,TEVA PARENTERAL,Active
sumatriptan succinate,'00703735102',6,mg/0.5 mL,TEVA PARENTERAL,Active
sumatriptan succinate,'00781317414',6,mg/0.5 mL,SANDOZ,Active
sumatriptan succinate,'00781317471',6,mg/0.5 mL,SANDOZ,Active
sumatriptan succinate,'25021070360',6,mg/0.5 mL,SAGENT PHARMACE,Active
sumatriptan succinate,'42023012105',6,mg/0.5 mL,PAR PHARM.,Active
sumatriptan succinate,'49884051678',6,mg/0.5 mL,PAR PHARM.,Active
sumatriptan succinate,'55150017301',6,mg/0.5 mL,AUROMEDICS PHAR,Active
sumatriptan succinate,'55390031510',6,mg/0.5 mL,BEDFORD LABS,Active
sumatriptan succinate,'63323027301',6,mg/0.5 mL,APP/FRESENIUS K,Active
sumatriptan succinate,'64679072801',6,mg/0.5 mL,WOCKHARDT USA L,Active
sumatriptan succinate,'66860002206',6,mg/0.5 mL,CURA PHARM,Active
sumatriptan succinate,'25021070370',6,mg/0.5 mL,SAGENT PHARMACE,Active
sumatriptan succinate,'55390032502',6,mg/0.5 mL,BEDFORD LABS,Active
sumatriptan succinate,'63323027385',6,mg/0.5 mL,APP/FRESENIUS K,Active
sumatriptan succinate,'00781323147',4,mg/0.5 mL,SANDOZ,Inactive
sumatriptan succinate,'63323027485',4,mg/0.5 mL,APP/FRESENIUS K,Inactive
sumatriptan succinate (bulk),'15455001801',100,%,ALVIX LABORATOR,Active
sumatriptan succinate (bulk),'37803098206',100,%,APOTHECA SUPPLY,Active
sumatriptan succinate (bulk),'37803098210',100,%,APOTHECA SUPPLY,Active
sumatriptan succinate (bulk),'37803195203',100,%,APOTHECA SUPPLY,Active
sumatriptan succinate (bulk),'37803195204',100,%,APOTHECA SUPPLY,Active
sumatriptan succinate (bulk),'37803195205',100,%,APOTHECA SUPPLY,Active
sumatriptan succinate (bulk),'37803195207',100,%,APOTHECA SUPPLY,Active
sumatriptan succinate (bulk),'37803195208',100,%,APOTHECA SUPPLY,Active
sumatriptan succinate (bulk),'46144011410',100,%,A.P.I. SOLUTION,Active
sumatriptan succinate (bulk),'51552137604',100,%,FAGRON INC,Active
sumatriptan succinate (bulk),'51927454200',100,%,PROFESSIONAL CO,Active
sumatriptan succinate (bulk),'51927480200',100,%,PROFESSIONAL CO,Active
sumatriptan succinate (bulk),'52372067401',100,%,FREEDOM PHARMAC,Active
sumatriptan succinate (bulk),'52372067402',100,%,FREEDOM PHARMAC,Active
sumatriptan succinate (bulk),'52372067403',100,%,FREEDOM PHARMAC,Active
sumatriptan succinate (bulk),'55812035201',100,%,DIVERSIFIED PHA,Active
sumatriptan succinate (bulk),'55812035202',100,%,DIVERSIFIED PHA,Active
sumatriptan succinate (bulk),'55812035203',100,%,DIVERSIFIED PHA,Active
sumatriptan succinate (bulk),'60966059102',100,%,HURON PHARMACEU,Active
sumatriptan succinate (bulk),'60966059203',100,%,HURON PHARMACEU,Active
sumatriptan succinate (bulk),'60966059304',100,%,HURON PHARMACEU,Active
sumatriptan succinate (bulk),'62991309901',100,%,"LETCO MEDICAL,",Active
sumatriptan succinate (bulk),'62991309902',100,%,"LETCO MEDICAL,",Active
sumatriptan succinate (bulk),'75839037450',100,%,ATTIX PHARMACEU,Active
Amerge,'00173056100',1,mg,GLAXOSMITHKLINE,Active
Amerge,'00173056200',2.5,mg,GLAXOSMITHKLINE,Active
naratriptan,'00054027803',1,mg,ROXANE/WEST-WAR,Active
naratriptan,'00093852219',1,mg,TEVA USA,Active
naratriptan,'00093852290',1,mg,TEVA USA,Active
naratriptan,'00378445059',1,mg,MYLAN,Active
naratriptan,'00574021409',1,mg,PERRIGO CO.,Active
naratriptan,'16714029001',1,mg,NORTHSTAR RX LL,Active
naratriptan,'16714029002',1,mg,NORTHSTAR RX LL,Active
naratriptan,'23155005419',1,mg,HERITAGE PHARMA,Active
naratriptan,'42043013000',1,mg,"KARALEX PHARMA,",Active
naratriptan,'42043013009',1,mg,"KARALEX PHARMA,",Active
naratriptan,'00054027903',2.5,mg,ROXANE/WEST-WAR,Active
naratriptan,'00093852319',2.5,mg,TEVA USA,Active
naratriptan,'00093852390',2.5,mg,TEVA USA,Active
naratriptan,'00378445159',2.5,mg,MYLAN,Active
naratriptan,'00574021509',2.5,mg,PERRIGO CO.,Active
naratriptan,'00781552737',2.5,mg,SANDOZ,Active
naratriptan,'16714029101',2.5,mg,NORTHSTAR RX LL,Active
naratriptan,'16714029102',2.5,mg,NORTHSTAR RX LL,Active
naratriptan,'23155005519',2.5,mg,HERITAGE PHARMA,Active
naratriptan,'42043013100',2.5,mg,"KARALEX PHARMA,",Active
naratriptan,'42043013109',2.5,mg,"KARALEX PHARMA,",Active
naratriptan,'62756043769',2.5,mg,SUN PHARMACEUTI,Active
Zomig,'64896068251',2.5,mg,IMPAX PHARMACEU,Active
Zomig,'00037720860',5,mg,ASTRAZENECA,Active
Zomig,'00310020860',5,mg,ASTRAZENECA,Active
Zomig,'21695095506',5,mg,PHYSICIAN PARTN,Active
Zomig,'54868536100',5,mg,PHYSICIANS TC.,Active
Zomig,'64896068151',5,mg,IMPAX PHARMACEU,Active
Zomig,'68115072506',5,mg,"DISPENSEXPRESS,",Active
Zomig,'00037721020',2.5,mg,ASTRAZENECA,Active
Zomig,'00310021020',2.5,mg,ASTRAZENECA,Active
Zomig,'54569461200',2.5,mg,A-S MEDICATION,Active
Zomig,'54868421500',2.5,mg,PHYSICIANS TC.,Active
Zomig,'64896067151',2.5,mg,IMPAX PHARMACEU,Active
Zomig,'00037721125',5,mg,ASTRAZENECA,Active
Zomig,'00310021125',5,mg,ASTRAZENECA,Active
Zomig,'16590076003',5,mg,STAT RX USA,Active
Zomig,'35356041203',5,mg,QUALITY CARE,Active
Zomig,'54868408600',5,mg,PHYSICIANS TC.,Active
Zomig,'64896067250',5,mg,IMPAX PHARMACEU,Active
Zomig ZMT,'00037720920',2.5,mg,ASTRAZENECA,Active
Zomig ZMT,'00310020920',2.5,mg,ASTRAZENECA,Active
Zomig ZMT,'54868559300',2.5,mg,PHYSICIANS TC.,Active
Zomig ZMT,'64896069151',2.5,mg,IMPAX PHARMACEU,Active
Zomig ZMT,'00037721321',5,mg,ASTRAZENECA,Active
Zomig ZMT,'00310021321',5,mg,ASTRAZENECA,Active
Zomig ZMT,'54868008500',5,mg,PHYSICIANS TC.,Active
Zomig ZMT,'54868008501',5,mg,PHYSICIANS TC.,Active
Zomig ZMT,'64896069250',5,mg,IMPAX PHARMACEU,Active
zolmitriptan,'00115067151',2.5,mg,GLOBAL PHARM,Active
zolmitriptan,'00378426056',2.5,mg,MYLAN,Active
zolmitriptan,'31722045806',2.5,mg,CAMBER PHARMACE,Active
zolmitriptan,'33342011274',2.5,mg,MACLEODS PHARMA,Active
zolmitriptan,'47335097860',2.5,mg,SUN PHARMA GLOB,Active
zolmitriptan,'47335097863',2.5,mg,SUN PHARMA GLOB,Active
zolmitriptan,'59746043204',2.5,mg,CADISTA PHARMAC,Active
zolmitriptan,'59746043216',2.5,mg,CADISTA PHARMAC,Active
zolmitriptan,'60505369300',2.5,mg,APOTEX CORP,Active
zolmitriptan,'64980020316',2.5,mg,RISING PHARM,Active
zolmitriptan,'65862091406',2.5,mg,AUROBINDO PHARM,Active
zolmitriptan,'65862091469',2.5,mg,AUROBINDO PHARM,Active
zolmitriptan,'68001024901',2.5,mg,BLUEPOINT LABOR,Active
zolmitriptan,'68001024919',2.5,mg,BLUEPOINT LABOR,Active
zolmitriptan,'68462049776',2.5,mg,GLENMARK PHARMA,Active
zolmitriptan,'69097086317',2.5,mg,"CIPLA USA, INC.",Active
zolmitriptan,'00115069151',2.5,mg,GLOBAL PHARM,Active
zolmitriptan,'33342013974',2.5,mg,MACLEODS PHARMA,Active
zolmitriptan,'60505371800',2.5,mg,APOTEX CORP,Active
zolmitriptan,'68382071569',2.5,mg,ZYDUS PHARMACEU,Active
zolmitriptan,'68382071586',2.5,mg,ZYDUS PHARMACEU,Active
zolmitriptan,'68462049976',2.5,mg,GLENMARK PHARMA,Active
zolmitriptan,'00115067250',5,mg,GLOBAL PHARM,Active
zolmitriptan,'00378426153',5,mg,MYLAN,Active
zolmitriptan,'31722045903',5,mg,CAMBER PHARMACE,Active
zolmitriptan,'33342011352',5,mg,MACLEODS PHARMA,Active
zolmitriptan,'47335097960',5,mg,SUN PHARMA GLOB,Active
zolmitriptan,'47335097967',5,mg,SUN PHARMA GLOB,Active
zolmitriptan,'59746043304',5,mg,CADISTA PHARMAC,Active
zolmitriptan,'59746043313',5,mg,CADISTA PHARMAC,Active
zolmitriptan,'60505369400',5,mg,APOTEX CORP,Active
zolmitriptan,'64980020413',5,mg,RISING PHARM,Active
zolmitriptan,'65862091503',5,mg,AUROBINDO PHARM,Active
zolmitriptan,'65862091564',5,mg,AUROBINDO PHARM,Active
zolmitriptan,'68001025001',5,mg,BLUEPOINT LABOR,Active
zolmitriptan,'68001025018',5,mg,BLUEPOINT LABOR,Active
zolmitriptan,'68462049833',5,mg,GLENMARK PHARMA,Active
zolmitriptan,'69097086484',5,mg,"CIPLA USA, INC.",Active
zolmitriptan,'00115069250',5,mg,GLOBAL PHARM,Active
zolmitriptan,'33342014052',5,mg,MACLEODS PHARMA,Active
zolmitriptan,'60505371900',5,mg,APOTEX CORP,Active
zolmitriptan,'68382071782',5,mg,ZYDUS PHARMACEU,Active
zolmitriptan,'68382071787',5,mg,ZYDUS PHARMACEU,Active
zolmitriptan,'68462050033',5,mg,GLENMARK PHARMA,Active
zolmitriptan (bulk),'75839037601',100,%,ATTIX PHARMACEU,Active
Maxalt,'00006026701',10,mg,MERCK SHARP & D,Active
Maxalt,'00006026706',10,mg,MERCK SHARP & D,Active
Maxalt,'00006026709',10,mg,MERCK SHARP & D,Active
Maxalt,'00006026712',10,mg,MERCK SHARP & D,Active
Maxalt,'00006026718',10,mg,MERCK SHARP & D,Active
Maxalt,'21695095618',10,mg,PHYSICIAN PARTN,Active
Maxalt,'35356025212',10,mg,QUALITY CARE,Active
Maxalt,'35356025218',10,mg,QUALITY CARE,Active
Maxalt,'52959078606',10,mg,PHARMA PAC,Active
Maxalt,'54868425100',10,mg,PHYSICIANS TC.,Active
Maxalt,'54868425101',10,mg,PHYSICIANS TC.,Active
Maxalt,'54868425102',10,mg,PHYSICIANS TC.,Active
Maxalt,'54868425103',10,mg,PHYSICIANS TC.,Active
Maxalt,'55887021009',10,mg,DHS INC.,Active
Maxalt,'58016571206',10,mg,SOUTHWOOD PHARM,Active
Maxalt,'68071026206',10,mg,NUCARE PHARMACE,Active
Maxalt,'68115077906',10,mg,"DISPENSEXPRESS,",Active
Maxalt,'00006026601',5,mg,MERCK SHARP & D,Active
Maxalt,'00006026606',5,mg,MERCK SHARP & D,Active
Maxalt,'00006026609',5,mg,MERCK SHARP & D,Active
Maxalt,'00006026612',5,mg,MERCK SHARP & D,Active
Maxalt,'00006026618',5,mg,MERCK SHARP & D,Active
Maxalt,'16590014409',5,mg,STAT RX USA,Active
Maxalt,'58016093800',5,mg,SOUTHWOOD PHARM,Active
Maxalt,'58016093806',5,mg,SOUTHWOOD PHARM,Active
Maxalt,'58016093830',5,mg,SOUTHWOOD PHARM,Active
Maxalt,'58016093860',5,mg,SOUTHWOOD PHARM,Active
Maxalt,'58016093890',5,mg,SOUTHWOOD PHARM,Active
Maxalt-MLT,'00006380101',10,mg,MERCK SHARP & D,Active
Maxalt-MLT,'00006380106',10,mg,MERCK SHARP & D,Active
Maxalt-MLT,'00006380109',10,mg,MERCK SHARP & D,Active
Maxalt-MLT,'00006380112',10,mg,MERCK SHARP & D,Active
Maxalt-MLT,'00006380118',10,mg,MERCK SHARP & D,Active
Maxalt-MLT,'35356027512',10,mg,QUALITY CARE,Active
Maxalt-MLT,'54569522200',10,mg,A-S MEDICATION,Active
Maxalt-MLT,'54868449900',10,mg,PHYSICIANS TC.,Active
Maxalt-MLT,'54868449901',10,mg,PHYSICIANS TC.,Active
Maxalt-MLT,'54868449902',10,mg,PHYSICIANS TC.,Active
Maxalt-MLT,'55887018809',10,mg,DHS INC.,Active
Maxalt-MLT,'00006380001',5,mg,MERCK SHARP & D,Active
Maxalt-MLT,'00006380006',5,mg,MERCK SHARP & D,Active
Maxalt-MLT,'00006380009',5,mg,MERCK SHARP & D,Active
Maxalt-MLT,'00006380012',5,mg,MERCK SHARP & D,Active
Maxalt-MLT,'00006380018',5,mg,MERCK SHARP & D,Active
Maxalt-MLT,'16590014509',5,mg,STAT RX USA,Active
rizatriptan,'00093747219',10,mg,TEVA USA,Active
rizatriptan,'00093747243',10,mg,TEVA USA,Active
rizatriptan,'00378140496',10,mg,MYLAN,Active
rizatriptan,'00781548606',10,mg,SANDOZ,Active
rizatriptan,'00781548664',10,mg,SANDOZ,Active
rizatriptan,'23155024522',10,mg,HERITAGE PHARMA,Active
rizatriptan,'23155024546',10,mg,HERITAGE PHARMA,Active
rizatriptan,'31722046306',10,mg,CAMBER PHARMACE,Active
