ndc,drug_name,generic_name,opioid_ingredient1,opioid_ingredient2,strength,strength_uom,manufacturer,status,ingredients,manufacturer_abbr_name,ir_er
'00074246201',actiq,fentanyl,fentanyl,NA,600,mcg,"cephalon,inc.-t",active,NA,NA,NA
'00074246224',actiq,fentanyl,fentanyl,NA,600,mcg,"cephalon,inc.-t",active,NA,NA,NA
'00074246301',actiq,fentanyl,fentanyl,NA,800,mcg,"cephalon,inc.-t",active,NA,NA,NA
'00074246324',actiq,fentanyl,fentanyl,NA,800,mcg,"cephalon,inc.-t",active,NA,NA,NA
'00074246401',actiq,fentanyl,fentanyl,NA,"1,200",mcg,"cephalon,inc.-t",active,NA,NA,NA
'00074246424',actiq,fentanyl,fentanyl,NA,"1,200",mcg,"cephalon,inc.-t",active,NA,NA,NA
'00074246501',actiq,fentanyl,fentanyl,NA,"1,600",mcg,"cephalon,inc.-t",active,NA,NA,NA
'00074246524',actiq,fentanyl,fentanyl,NA,"1,600",mcg,"cephalon,inc.-t",active,NA,NA,NA
'00074909320',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00074909322',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,abbott hosp,active,NA,NA,NA
'00074909325',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,abbott hosp,active,NA,NA,NA
'00074909326',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,abbott hosp,active,NA,NA,NA
'00074909328',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,abbott hosp,active,NA,NA,NA
'00074909332',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00074909335',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00074909336',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00074909338',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00074909412',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,abbott hosp,active,NA,NA,NA
'00074909415',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,abbott hosp,active,NA,NA,NA
'00074909418',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,abbott hosp,active,NA,NA,NA
'00074909420',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00074909421',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,abbott hosp,active,NA,NA,NA
'00074909422',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00074909425',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00074909428',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00074909431',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00074909451',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,abbott hosp,active,NA,NA,NA
'00074909461',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00074909502',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,abbott hosp,inactive,NA,NA,NA
'00074909512',fentanyl citrate (pf),fentanyl,fentanyl,NA,100 mcg/2 ml,(50 mcg/ml),hospira,active,NA,NA,NA
'00074909601',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,abbott hosp,active,NA,NA,NA
'00074909602',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,abbott hosp,active,NA,NA,NA
'00074909610',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00074909620',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00093537065',fentanyl citrate,fentanyl,fentanyl,NA,200,mcg,teva usa,active,NA,NA,NA
'00093537165',fentanyl citrate,fentanyl,fentanyl,NA,400,mcg,teva usa,active,NA,NA,NA
'00093537265',fentanyl citrate,fentanyl,fentanyl,NA,600,mcg,teva usa,active,NA,NA,NA
'00093537365',fentanyl citrate,fentanyl,fentanyl,NA,800,mcg,teva usa,active,NA,NA,NA
'00093537465',fentanyl citrate,fentanyl,fentanyl,NA,"1,200",mcg,teva usa,active,NA,NA,NA
'00093537519',fentanyl citrate,fentanyl,fentanyl,NA,"1,600",mcg,teva usa,active,NA,NA,NA
'00093537565',fentanyl citrate,fentanyl,fentanyl,NA,"1,600",mcg,teva usa,active,NA,NA,NA
'00093690019',fentanyl,fentanyl,fentanyl,NA,25,mcg/hr,teva usa,active,NA,NA,NA
'00093690045',fentanyl,fentanyl,fentanyl,NA,25,mcg/hr,teva usa,active,NA,NA,NA
'00093690119',fentanyl,fentanyl,fentanyl,NA,50,mcg/hr,teva usa,active,NA,NA,NA
'00093690145',fentanyl,fentanyl,fentanyl,NA,50,mcg/hr,teva usa,active,NA,NA,NA
'00093690219',fentanyl,fentanyl,fentanyl,NA,75,mcg/hr,teva usa,active,NA,NA,NA
'00093690245',fentanyl,fentanyl,fentanyl,NA,75,mcg/hr,teva usa,active,NA,NA,NA
'00093690319',fentanyl,fentanyl,fentanyl,NA,100,mcg/hr,teva usa,active,NA,NA,NA
'00093690345',fentanyl,fentanyl,fentanyl,NA,100,mcg/hr,teva usa,active,NA,NA,NA
'00093786519',fentanyl citrate,fentanyl,fentanyl,NA,200,mcg,teva usa,active,NA,NA,NA
'00093786565',fentanyl citrate,fentanyl,fentanyl,NA,200,mcg,teva usa,active,NA,NA,NA
'00093786619',fentanyl citrate,fentanyl,fentanyl,NA,400,mcg,teva usa,active,NA,NA,NA
'00093786665',fentanyl citrate,fentanyl,fentanyl,NA,400,mcg,teva usa,active,NA,NA,NA
'00093786719',fentanyl citrate,fentanyl,fentanyl,NA,600,mcg,teva usa,active,NA,NA,NA
'00093786765',fentanyl citrate,fentanyl,fentanyl,NA,600,mcg,teva usa,active,NA,NA,NA
'00093786819',fentanyl citrate,fentanyl,fentanyl,NA,800,mcg,teva usa,active,NA,NA,NA
'00093786865',fentanyl citrate,fentanyl,fentanyl,NA,800,mcg,teva usa,active,NA,NA,NA
'00093786919',fentanyl citrate,fentanyl,fentanyl,NA,"1,200",mcg,teva usa,active,NA,NA,NA
'00093786965',fentanyl citrate,fentanyl,fentanyl,NA,"1,200",mcg,teva usa,active,NA,NA,NA
'00093787019',fentanyl citrate,fentanyl,fentanyl,NA,"1,600",mcg,teva usa,active,NA,NA,NA
'00093787065',fentanyl citrate,fentanyl,fentanyl,NA,"1,600",mcg,teva usa,active,NA,NA,NA
'00186123003',fentanyl-droperidol,fentanyl; combinations,fentanyl,NA,50-2.5,mcg-mg/ml,astra pharm.,inactive,NA,NA,NA
'00186123103',fentanyl-droperidol,fentanyl; combinations,fentanyl,NA,50-2.5,mcg-mg/ml,astra pharm.,inactive,NA,NA,NA
'00186123213',fentanyl-droperidol,fentanyl; combinations,fentanyl,NA,50-2.5,mcg-mg/ml,astra pharm.,inactive,NA,NA,NA
'00186123313',fentanyl-droperidol,fentanyl; combinations,fentanyl,NA,50-2.5,mcg-mg/ml,astra pharm.,inactive,NA,NA,NA
'00209365020',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,marsam pharm,active,NA,NA,NA
'00209366020',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,marsam pharm,active,NA,NA,NA
'00245042005',fentanyl,fentanyl,fentanyl,NA,25,mcg/hr,upsher smith,active,NA,NA,NA
'00245042089',fentanyl,fentanyl,fentanyl,NA,25,mcg/hr,upsher smith,active,NA,NA,NA
'00245042105',fentanyl,fentanyl,fentanyl,NA,50,mcg/hr,upsher smith,active,NA,NA,NA
'00245042189',fentanyl,fentanyl,fentanyl,NA,50,mcg/hr,upsher smith,active,NA,NA,NA
'00245042205',fentanyl,fentanyl,fentanyl,NA,75,mcg/hr,upsher smith,active,NA,NA,NA
'00245042289',fentanyl,fentanyl,fentanyl,NA,75,mcg/hr,upsher smith,active,NA,NA,NA
'00245042305',fentanyl,fentanyl,fentanyl,NA,100,mcg/hr,upsher smith,active,NA,NA,NA
'00245042389',fentanyl,fentanyl,fentanyl,NA,100,mcg/hr,upsher smith,active,NA,NA,NA
'00338930248',fentanyl citrate-0.9%nacl (pf),fentanyl,fentanyl,NA,2,mcg/ml,baxter healthca,active,NA,NA,NA
'00338930702',fentanyl citrate-0.9%nacl (pf),fentanyl,fentanyl,NA,5,mcg/ml,baxter healthca,active,NA,NA,NA
'00338930972',fentanyl citrate-0.9%nacl (pf),fentanyl,fentanyl,NA,50 mcg/10 ml,(5 mcg/ml),baxter healthca,active,NA,NA,NA
'00338931148',fentanyl citrate-0.9%nacl (pf),fentanyl,fentanyl,NA,10,mcg/ml,baxter healthca,active,NA,NA,NA
'00338931248',fentanyl citrate-0.9%nacl (pf),fentanyl,fentanyl,NA,10,mcg/ml,baxter healthca,active,NA,NA,NA
'00338931302',fentanyl citrate-0.9%nacl (pf),fentanyl,fentanyl,NA,10,mcg/ml,baxter healthca,active,NA,NA,NA
'00338931402',fentanyl citrate-0.9%nacl (pf),fentanyl,fentanyl,NA,10,mcg/ml,baxter healthca,active,NA,NA,NA
'00338931648',fentanyl citrate-0.9%nacl (pf),fentanyl,fentanyl,NA,20,mcg/ml,baxter healthca,active,NA,NA,NA
'00338931841',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,baxter healthca,active,NA,NA,NA
'00338932248',fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,2 mcg/ml-,0.10%,baxter healthca,active,NA,NA,NA
'00338932348',fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,2 mcg/ml-,0.10%,baxter healthca,active,NA,NA,NA
'00338932448',fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,2 mcg/ml-,0.13%,baxter healthca,active,NA,NA,NA
'00338932548',fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,2 mcg/ml-,0.13%,baxter healthca,active,NA,NA,NA
'00338932602',fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,4-0.0625,mcg/ml-%,baxter healthca,active,NA,NA,NA
'00338932702',fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,4-0.0625,mcg/ml-%,baxter healthca,active,NA,NA,NA
'00338932802',fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,4 mcg/ml-,0.10%,baxter healthca,active,NA,NA,NA
'00338933341',fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,5-0.0375,mcg/ml-%,baxter healthca,active,NA,NA,NA
'00338933548',fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,5 mcg/ml,-0.06%,baxter healthca,active,NA,NA,NA
'00338933602',fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,5 mcg/ml,-0.06%,baxter healthca,active,NA,NA,NA
'00338933702',fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,5 mcg/ml,-0.06%,baxter healthca,active,NA,NA,NA
'00338933802',fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,5-0.1,mcg/ml-%,baxter healthca,active,NA,NA,NA
'00338933902',fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,5 mcg/ml-,0.13%,baxter healthca,active,NA,NA,NA
'00338934002',fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,5 mcg/ml-,0.13%,baxter healthca,active,NA,NA,NA
'00338934102',fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,5-0.1,mcg/ml-%,baxter healthca,active,NA,NA,NA
'00338934202',fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,10-0.1,mcg/ml-%,baxter healthca,active,NA,NA,NA
'00338934502',fentanyl (pf)-bupivacaine-nacl,fentanyl; combinations,fentanyl,NA,20 mcg/ml,-0.25%,baxter healthca,active,NA,NA,NA
'00338934848',fentanyl-ropivacaine-nacl (pf),fentanyl; combinations,fentanyl,NA,2-0.2,mcg/ml-%,baxter healthca,active,NA,NA,NA
'00338935002',fentanyl-ropivacaine-nacl (pf),fentanyl; combinations,fentanyl,NA,5-0.0625,mcg/ml-%,baxter healthca,active,NA,NA,NA
'00338935202',fentanyl-ropivacaine-nacl (pf),fentanyl; combinations,fentanyl,NA,5-0.1,mcg/ml-%,baxter healthca,active,NA,NA,NA
'00338935448',fentanyl-ropivacaine-nacl (pf),fentanyl; combinations,fentanyl,NA,6-0.1,mcg/ml-%,baxter healthca,active,NA,NA,NA
'00378911916',fentanyl,fentanyl,fentanyl,NA,12,mcg/hr,mylan,active,NA,NA,NA
'00378911998',fentanyl,fentanyl,fentanyl,NA,12,mcg/hr,mylan,active,NA,NA,NA
'00378912116',fentanyl,fentanyl,fentanyl,NA,25,mcg/hr,mylan,active,NA,NA,NA
'00378912198',fentanyl,fentanyl,fentanyl,NA,25,mcg/hr,mylan,active,NA,NA,NA
'00378912216',fentanyl,fentanyl,fentanyl,NA,50,mcg/hr,mylan,active,NA,NA,NA
'00378912298',fentanyl,fentanyl,fentanyl,NA,50,mcg/hr,mylan,active,NA,NA,NA
'00378912316',fentanyl,fentanyl,fentanyl,NA,75,mcg/hr,mylan,active,NA,NA,NA
'00378912398',fentanyl,fentanyl,fentanyl,NA,75,mcg/hr,mylan,active,NA,NA,NA
'00378912416',fentanyl,fentanyl,fentanyl,NA,100,mcg/hr,mylan,active,NA,NA,NA
'00378912498',fentanyl,fentanyl,fentanyl,NA,100,mcg/hr,mylan,active,NA,NA,NA
'00378912516',fentanyl,fentanyl,fentanyl,NA,37.5,mcg/hour,mylan,active,NA,NA,NA
'00378912598',fentanyl,fentanyl,fentanyl,NA,37.5,mcg/hour,mylan,active,NA,NA,NA
'00378912616',fentanyl,fentanyl,fentanyl,NA,62.5,mcg/hour,mylan,active,NA,NA,NA
'00378912698',fentanyl,fentanyl,fentanyl,NA,62.5,mcg/hour,mylan,active,NA,NA,NA
'00378912716',fentanyl,fentanyl,fentanyl,NA,87.5,mcg/hour,mylan,active,NA,NA,NA
'00378912798',fentanyl,fentanyl,fentanyl,NA,87.5,mcg/hour,mylan,active,NA,NA,NA
'00406066252',fentanyl citrate (bulk),fentanyl,fentanyl,NA,100,%,mallinckrodt ph,active,NA,NA,NA
'00406113052',fentanyl citrate (bulk),fentanyl,fentanyl,NA,100,%,mallinckrodt ph,active,NA,NA,NA
'00406900076',fentanyl,fentanyl,fentanyl,NA,100,mcg/hr,mallinckrodt ph,active,NA,NA,NA
'00406901276',fentanyl,fentanyl,fentanyl,NA,12,mcg/hr,mallinckrodt ph,active,NA,NA,NA
'00406902576',fentanyl,fentanyl,fentanyl,NA,25,mcg/hr,mallinckrodt ph,active,NA,NA,NA
'00406905076',fentanyl,fentanyl,fentanyl,NA,50,mcg/hr,mallinckrodt ph,active,NA,NA,NA
'00406907576',fentanyl,fentanyl,fentanyl,NA,75,mcg/hr,mallinckrodt ph,active,NA,NA,NA
'00406920230',fentanyl citrate,fentanyl,fentanyl,NA,200,mcg,mallinckrodt ph,active,NA,NA,NA
'00406920430',fentanyl citrate,fentanyl,fentanyl,NA,400,mcg,mallinckrodt ph,active,NA,NA,NA
'00406920630',fentanyl citrate,fentanyl,fentanyl,NA,600,mcg,mallinckrodt ph,active,NA,NA,NA
'00406920830',fentanyl citrate,fentanyl,fentanyl,NA,800,mcg,mallinckrodt ph,active,NA,NA,NA
'00406921230',fentanyl citrate,fentanyl,fentanyl,NA,"1,200",mcg,mallinckrodt ph,active,NA,NA,NA
'00406921630',fentanyl citrate,fentanyl,fentanyl,NA,"1,600",mcg,mallinckrodt ph,active,NA,NA,NA
'00409127603',fentanyl citrate,fentanyl citrate,fentanyl,NA,50,ug/ml,"hospira, inc.",NA,NA,NA,NA
'00409127632',fentanyl citrate (pf),fentanyl,fentanyl,NA,100 mcg/2 ml,(50 mcg/ml),hospira,active,NA,NA,NA
'00409909309',fentanyl citrate,fentanyl citrate,fentanyl,NA,50,ug/ml,"hospira, inc.",NA,NA,NA,NA
'00409909311',fentanyl citrate,fentanyl citrate,fentanyl,NA,50,ug/ml,"hospira, inc.",NA,NA,NA,NA
'00409909331',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00409909332',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00409909335',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00409909336',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00409909337',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00409909338',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00409909341',fentanyl citrate,fentanyl citrate,fentanyl,NA,50,ug/ml,"hospira, inc.",NA,NA,NA,NA
'00409909345',fentanyl citrate,fentanyl citrate,fentanyl,NA,50,ug/ml,"hospira, inc.",NA,NA,NA,NA
'00409909409',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira/novaplu,active,NA,NA,NA
'00409909411',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira/novaplu,active,NA,NA,NA
'00409909412',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00409909416',fentanyl citrate,fentanyl citrate,fentanyl,NA,50,ug/ml,"hospira, inc.",NA,NA,NA,NA
'00409909417',fentanyl citrate,fentanyl citrate,fentanyl,NA,50,ug/ml,"hospira, inc.",NA,NA,NA,NA
'00409909418',fentanyl citrate,fentanyl citrate,fentanyl,NA,50,ug/ml,"hospira, inc.",NA,NA,NA,NA
'00409909422',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00409909425',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00409909428',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00409909431',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00409909441',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00409909461',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,hospira,active,NA,NA,NA
'00555108001',fentanyl citrate,fentanyl,fentanyl,NA,200,mcg,barr,active,NA,NA,NA
'00555108101',fentanyl citrate,fentanyl,fentanyl,NA,400,mcg,barr,active,NA,NA,NA
'00555108201',fentanyl citrate,fentanyl,fentanyl,NA,600,mcg,barr,active,NA,NA,NA
'00555108301',fentanyl citrate,fentanyl,fentanyl,NA,800,mcg,barr,active,NA,NA,NA
'00555108401',fentanyl citrate,fentanyl,fentanyl,NA,"1,200",mcg,barr,active,NA,NA,NA
'00555108501',fentanyl citrate,fentanyl,fentanyl,NA,"1,600",mcg,barr,active,NA,NA,NA
'00591319854',fentanyl,fentanyl,fentanyl,NA,25,mcg/hr,actavis pharma,active,NA,NA,NA
'00591319872',fentanyl,fentanyl,fentanyl,NA,25,mcg/hr,actavis pharma,active,NA,NA,NA
'00591321254',fentanyl,fentanyl,fentanyl,NA,50,mcg/hr,actavis pharma,active,NA,NA,NA
'00591321272',fentanyl,fentanyl,fentanyl,NA,50,mcg/hr,actavis pharma,active,NA,NA,NA
'00591321354',fentanyl,fentanyl,fentanyl,NA,75,mcg/hr,actavis pharma,active,NA,NA,NA
'00591321372',fentanyl,fentanyl,fentanyl,NA,75,mcg/hr,actavis pharma,active,NA,NA,NA
'00591321454',fentanyl,fentanyl,fentanyl,NA,100,mcg/hr,actavis pharma,active,NA,NA,NA
'00591321472',fentanyl,fentanyl,fentanyl,NA,100,mcg/hr,actavis pharma,active,NA,NA,NA
'00591357104',fentanyl,fentanyl citrate,fentanyl,NA,100,ug/1,"watson laboratories, inc.",NA,NA,NA,NA
'00591357196',fentanyl,fentanyl citrate,fentanyl,NA,100,ug/1,"watson laboratories, inc.",NA,NA,NA,NA
'00591357204',fentanyl,fentanyl citrate,fentanyl,NA,200,ug/1,"watson laboratories, inc.",NA,NA,NA,NA
'00591357296',fentanyl,fentanyl citrate,fentanyl,NA,200,ug/1,"watson laboratories, inc.",NA,NA,NA,NA
'00591357304',fentanyl,fentanyl citrate,fentanyl,NA,400,ug/1,"watson laboratories, inc.",NA,NA,NA,NA
'00591357396',fentanyl,fentanyl citrate,fentanyl,NA,400,ug/1,"watson laboratories, inc.",NA,NA,NA,NA
'00591357404',fentanyl,fentanyl citrate,fentanyl,NA,600,ug/1,"watson laboratories, inc.",NA,NA,NA,NA
'00591357496',fentanyl,fentanyl citrate,fentanyl,NA,600,ug/1,"watson laboratories, inc.",NA,NA,NA,NA
'00591357504',fentanyl,fentanyl citrate,fentanyl,NA,800,ug/1,"watson laboratories, inc.",NA,NA,NA,NA
'00591357596',fentanyl,fentanyl citrate,fentanyl,NA,800,ug/1,"watson laboratories, inc.",NA,NA,NA,NA
'00591360054',fentanyl,fentanyl,fentanyl,NA,25,mcg/hr,actavis pharma,active,NA,NA,NA
'00591360072',fentanyl,fentanyl,fentanyl,NA,25,mcg/hr,actavis pharma,active,NA,NA,NA
'00591360154',fentanyl,fentanyl,fentanyl,NA,50,mcg/hr,actavis pharma,active,NA,NA,NA
'00591360172',fentanyl,fentanyl,fentanyl,NA,50,mcg/hr,actavis pharma,active,NA,NA,NA
'00591360254',fentanyl,fentanyl,fentanyl,NA,75,mcg/hr,actavis pharma,active,NA,NA,NA
'00591360272',fentanyl,fentanyl,fentanyl,NA,75,mcg/hr,actavis pharma,active,NA,NA,NA
'00591360354',fentanyl,fentanyl,fentanyl,NA,100,mcg/hr,actavis pharma,active,NA,NA,NA
'00591360372',fentanyl,fentanyl,fentanyl,NA,100,mcg/hr,actavis pharma,active,NA,NA,NA
'00641111633',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,esi lederle,active,NA,NA,NA
'00641111733',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,"west-ward, inc.",active,NA,NA,NA
'00641111834',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,"west-ward, inc.",active,NA,NA,NA
'00641111934',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,"west-ward, inc.",active,NA,NA,NA
'00641240241',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,"west-ward, inc.",active,NA,NA,NA
'00641240341',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,baxter healthca,active,NA,NA,NA
'00641602401',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,"west-ward, inc.",active,NA,NA,NA
'00641602410',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,"west-ward, inc.",active,NA,NA,NA
'00641602501',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,"west-ward, inc.",active,NA,NA,NA
'00641602510',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,"west-ward, inc.",active,NA,NA,NA
'00641602601',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,"west-ward, inc.",active,NA,NA,NA
'00641602605',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,"west-ward, inc.",active,NA,NA,NA
'00641602701',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,"west-ward, inc.",active,NA,NA,NA
'00641602725',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,"west-ward, inc.",active,NA,NA,NA
'00641602801',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,"west-ward, inc.",active,NA,NA,NA
'00641602825',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,"west-ward, inc.",active,NA,NA,NA
'00641602901',fentanyl citrate (pf),fentanyl,fentanyl,NA,50,mcg/ml,"west-ward, inc.",active,NA,NA,NA
