ndc,drug_name,generic_name,opioid_ingredient1,opioid_ingredient2,strength,strength_uom,manufacturer,status,ingredients,manufacturer_abbr_name,ir_er
'00024126402',morphine,morphine,morphine,NA,15,mg/ml,sanofi winthrop,inactive,NA,NA,NA
'00024126409',morphine,morphine,morphine,NA,15,mg/ml,sanofi winthrop,inactive,NA,NA,NA
'00024126410',morphine,morphine,morphine,NA,15,mg/ml,sanofi winthrop,inactive,NA,NA,NA
'00024236007',morphine,morphine,morphine,NA,8,mg/ml,sanofi winthrop,active,NA,NA,NA
'00029290021',morphine sulfate & atropine sulfate,morphine sulfate; atropine sulf,morphine,NA,NA,NA,NA,NA,NA,NA,NA
'00034051310',ms contin,morphine,morphine,NA,200,mg,purdue frederic,active,NA,NA,NA
'00034051312',ms contin,morphine,morphine,NA,200,mg,purdue frederic,active,NA,NA,NA
'00034051325',ms contin,morphine,morphine,NA,200,mg,purdue frederic,active,NA,NA,NA
'00034051410',ms contin,morphine,morphine,NA,15,mg,purdue frederic,active,NA,NA,NA
'00034051412',ms contin,morphine,morphine,NA,15,mg,purdue frederic,active,NA,NA,NA
'00034051425',ms contin,morphine,morphine,NA,15,mg,purdue frederic,active,NA,NA,NA
'00034051490',ms contin,morphine,morphine,NA,15,mg,purdue frederic,active,NA,NA,NA
'00034051510',ms contin,morphine,morphine,NA,30,mg,purdue frederic,active,NA,NA,NA
'00034051512',ms contin,morphine,morphine,NA,30,mg,purdue frederic,active,NA,NA,NA
'00034051525',ms contin,morphine,morphine,NA,30,mg,purdue frederic,active,NA,NA,NA
'00034051545',ms contin,morphine,morphine,NA,30,mg,purdue frederic,active,NA,NA,NA
'00034051550',ms contin,morphine,morphine,NA,30,mg,purdue frederic,active,NA,NA,NA
'00034051590',ms contin,morphine,morphine,NA,30,mg,purdue frederic,active,NA,NA,NA
'00034051610',ms contin,morphine,morphine,NA,60,mg,purdue frederic,active,NA,NA,NA
'00034051612',ms contin,morphine,morphine,NA,60,mg,purdue frederic,active,NA,NA,NA
'00034051625',ms contin,morphine,morphine,NA,60,mg,purdue frederic,active,NA,NA,NA
'00034051690',ms contin,morphine,morphine,NA,60,mg,purdue frederic,active,NA,NA,NA
'00034051710',ms contin,morphine,morphine,NA,100,mg,purdue frederic,active,NA,NA,NA
'00034051712',ms contin,morphine,morphine,NA,100,mg,purdue frederic,active,NA,NA,NA
'00034051725',ms contin,morphine,morphine,NA,100,mg,purdue frederic,active,NA,NA,NA
'00034051790',ms contin,morphine,morphine,NA,100,mg,purdue frederic,active,NA,NA,NA
'00034051810',msir,morphine,morphine,NA,15,mg,purdue frederic,inactive,NA,NA,NA
'00034051815',msir,morphine,morphine,NA,15,mg,purdue frederic,inactive,NA,NA,NA
'00034051910',msir,morphine,morphine,NA,30,mg,purdue frederic,inactive,NA,NA,NA
'00034051930',msir,morphine,morphine,NA,30,mg,purdue frederic,inactive,NA,NA,NA
'00034052101',msir,morphine,morphine,NA,10,mg/5 ml,purdue frederic,inactive,NA,NA,NA
'00034052102',msir,morphine,morphine,NA,10,mg/5 ml,purdue frederic,inactive,NA,NA,NA
'00034052103',msir,morphine,morphine,NA,10,mg/5 ml,purdue frederic,inactive,NA,NA,NA
'00034052201',msir,morphine,morphine,NA,20 mg/5 ml,(4 mg/ml),purdue frederic,inactive,NA,NA,NA
'00034052202',msir,morphine,morphine,NA,20 mg/5 ml,(4 mg/ml),purdue frederic,inactive,NA,NA,NA
'00034052203',msir,morphine,morphine,NA,20 mg/5 ml,(4 mg/ml),purdue frederic,inactive,NA,NA,NA
'00034052301',msir concentrate,morphine,morphine,NA,100 mg/5 ml,(20 mg/ml),purdue frederic,inactive,NA,NA,NA
'00034052302',msir concentrate,morphine,morphine,NA,100 mg/5 ml,(20 mg/ml),purdue frederic,inactive,NA,NA,NA
'00034102510',msir,morphine,morphine,NA,15,mg,purdue frederic,inactive,NA,NA,NA
'00034102515',msir,morphine,morphine,NA,15,mg,purdue frederic,inactive,NA,NA,NA
'00034102610',msir,morphine,morphine,NA,30,mg,purdue frederic,inactive,NA,NA,NA
'00034102630',msir,morphine,morphine,NA,30,mg,purdue frederic,inactive,NA,NA,NA
'00054023524',morphine,morphine,morphine,NA,15,mg,"west-ward, inc.",active,NA,NA,NA
'00054023525',morphine,morphine,morphine,NA,15,mg,"west-ward, inc.",active,NA,NA,NA
'00054023624',morphine,morphine,morphine,NA,30,mg,roxane/west-war,active,NA,NA,NA
'00054023625',morphine,morphine,morphine,NA,30,mg,roxane/west-war,active,NA,NA,NA
'00054023741',morphine,morphine,morphine,NA,10,mg/5 ml,roxane/west-war,active,NA,NA,NA
'00054023749',morphine,morphine,morphine,NA,10,mg/5 ml,roxane/west-war,active,NA,NA,NA
'00054023755',morphine,morphine,morphine,NA,10,mg/5 ml,roxane/west-war,active,NA,NA,NA
'00054023763',morphine,morphine,morphine,NA,10,mg/5 ml,roxane/west-war,active,NA,NA,NA
'00054023849',morphine,morphine,morphine,NA,20 mg/5 ml,(4 mg/ml),roxane/west-war,active,NA,NA,NA
'00054023863',morphine,morphine,morphine,NA,20 mg/5 ml,(4 mg/ml),roxane/west-war,active,NA,NA,NA
'00054035244',morphine concentrate,morphine,morphine,NA,100 mg/5 ml,(20 mg/ml),roxane labs.,active,NA,NA,NA
'00054035250',morphine concentrate,morphine,morphine,NA,100 mg/5 ml,(20 mg/ml),roxane labs.,active,NA,NA,NA
'00054040441',morphine concentrate,morphine,morphine,NA,100 mg/5 ml,(20 mg/ml),roxane/west-war,active,NA,NA,NA
'00054040444',morphine concentrate,morphine,morphine,NA,100 mg/5 ml,(20 mg/ml),roxane/west-war,active,NA,NA,NA
'00054040450',morphine concentrate,morphine,morphine,NA,100 mg/5 ml,(20 mg/ml),roxane/west-war,active,NA,NA,NA
'00054051741',morphine concentrate,morphine,morphine,NA,100 mg/5 ml,(20 mg/ml),roxane/west-war,active,NA,NA,NA
'00054051744',morphine concentrate,morphine,morphine,NA,100 mg/5 ml,(20 mg/ml),roxane/west-war,active,NA,NA,NA
'00054051750',morphine concentrate,morphine,morphine,NA,100 mg/5 ml,(20 mg/ml),roxane/west-war,active,NA,NA,NA
'00054375144',roxanol concentrate,morphine,morphine,NA,100 mg/5 ml,(20 mg/ml),xanodyne pharm,inactive,NA,NA,NA
'00054375150',roxanol concentrate,morphine,morphine,NA,100 mg/5 ml,(20 mg/ml),xanodyne pharm,inactive,NA,NA,NA
'00054375158',roxanol concentrate,morphine,morphine,NA,100 mg/5 ml,(20 mg/ml),xanodyne pharm,inactive,NA,NA,NA
'00054377444',roxanol-t concentrate,morphine,morphine,NA,100 mg/5 ml,(20 mg/ml),aaipharma,inactive,NA,NA,NA
'00054377450',roxanol-t concentrate,morphine,morphine,NA,100 mg/5 ml,(20 mg/ml),aaipharma,inactive,NA,NA,NA
'00054378549',morphine,morphine,morphine,NA,10,mg/5 ml,roxane labs.,active,NA,NA,NA
'00054378563',morphine,morphine,morphine,NA,10,mg/5 ml,roxane labs.,active,NA,NA,NA
'00054378649',morphine,morphine,morphine,NA,20 mg/5 ml,(4 mg/ml),roxane labs.,active,NA,NA,NA
'00054378663',morphine,morphine,morphine,NA,20 mg/5 ml,(4 mg/ml),roxane labs.,active,NA,NA,NA
'00054458225',morphine,morphine,morphine,NA,15,mg,roxane labs.,active,NA,NA,NA
'00054458325',morphine,morphine,morphine,NA,30,mg,roxane labs.,active,NA,NA,NA
'00054478019',roxanol sr,morphine,morphine,NA,30,mg,roxane labs.,inactive,NA,NA,NA
'00054478025',roxanol sr,morphine,morphine,NA,30,mg,roxane labs.,inactive,NA,NA,NA
'00054478027',roxanol sr,morphine,morphine,NA,30,mg,roxane labs.,inactive,NA,NA,NA
'00054479025',oramorph sr,morphine,morphine,NA,15,mg,xanodyne pharm,inactive,NA,NA,NA
'00054479029',oramorph sr,morphine,morphine,NA,15,mg,elan,inactive,NA,NA,NA
'00054479225',oramorph sr,morphine,morphine,NA,60,mg,xanodyne pharm,inactive,NA,NA,NA
'00054479325',oramorph sr,morphine,morphine,NA,100,mg,xanodyne pharm,inactive,NA,NA,NA
'00054480519',oramorph sr,morphine,morphine,NA,30,mg,elan,inactive,NA,NA,NA
'00054480525',oramorph sr,morphine,morphine,NA,30,mg,xanodyne pharm,inactive,NA,NA,NA
'00054480527',oramorph sr,morphine,morphine,NA,30,mg,elan,inactive,NA,NA,NA
'00054858211',morphine,morphine,morphine,NA,15,mg,roxane labs.,active,NA,NA,NA
'00054858224',morphine,morphine,morphine,NA,15,mg,roxane labs.,active,NA,NA,NA
'00054858311',morphine,morphine,morphine,NA,30,mg,roxane labs.,active,NA,NA,NA
'00054858324',morphine,morphine,morphine,NA,30,mg,roxane labs.,active,NA,NA,NA
'00054858504',morphine,morphine,morphine,NA,10,mg/5 ml,roxane labs.,active,NA,NA,NA
'00054858516',morphine,morphine,morphine,NA,10,mg/5 ml,roxane labs.,active,NA,NA,NA
'00054858604',morphine,morphine,morphine,NA,10,mg/5 ml,roxane labs.,active,NA,NA,NA
'00054858616',morphine,morphine,morphine,NA,10,mg/5 ml,roxane labs.,active,NA,NA,NA
'00054877505',roxanol,morphine,morphine,NA,5,mg,roxane labs.,inactive,NA,NA,NA
'00054877605',roxanol,morphine,morphine,NA,10,mg,roxane labs.,inactive,NA,NA,NA
'00054877705',roxanol,morphine,morphine,NA,20,mg,roxane labs.,inactive,NA,NA,NA
'00054877805',roxanol,morphine,morphine,NA,30,mg,roxane labs.,inactive,NA,NA,NA
'00054878011',roxanol sr,morphine,morphine,NA,30,mg,roxane labs.,inactive,NA,NA,NA
'00054878024',roxanol sr,morphine,morphine,NA,30,mg,roxane labs.,inactive,NA,NA,NA
'00054878111',roxanol,morphine,morphine,NA,20 mg/5 ml,(4 mg/ml),roxane labs.,inactive,NA,NA,NA
'00054878511',roxanol,morphine,morphine,NA,20 mg/5 ml,(4 mg/ml),roxane labs.,inactive,NA,NA,NA
'00054878711',roxanol concentrate,morphine,morphine,NA,100 mg/5 ml,(20 mg/ml),roxane labs.,inactive,NA,NA,NA
'00054878811',roxanol concentrate,morphine,morphine,NA,30,mg/1.5 ml,roxane labs.,inactive,NA,NA,NA
'00054878911',rescudose,morphine,morphine,NA,20 mg/5 ml,(4 mg/ml),roxane labs.,inactive,NA,NA,NA
'00054879024',oramorph sr,morphine,morphine,NA,15,mg,aaipharma,inactive,NA,NA,NA
'00054879211',oramorph sr,morphine,morphine,NA,60,mg,xanodyne pharm,inactive,NA,NA,NA
'00054879311',oramorph sr,morphine,morphine,NA,100,mg,xanodyne pharm,inactive,NA,NA,NA
'00054880524',oramorph sr,morphine,morphine,NA,30,mg,xanodyne pharm,inactive,NA,NA,NA
'00056512177',morphine,morphine,morphine,NA,15,mg/ml,du pont multi,active,NA,NA,NA
'00074060602',morphine sulfate,morphine sulfate,morphine,NA,1 mg/1 ml,NA,NA,NA,NA,NA,NA
'00074113303',morphine,morphine,morphine,NA,25,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074113304',morphine,morphine,morphine,NA,25,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074113321',morphine,morphine,morphine,NA,25,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074113322',morphine,morphine,morphine,NA,25,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074113403',morphine,morphine,morphine,NA,50,mg/ml,hospira,inactive,NA,NA,NA
'00074113405',morphine,morphine,morphine,NA,50,mg/ml,hospira,inactive,NA,NA,NA
'00074113422',morphine,morphine,morphine,NA,50,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074113501',morphine (pf),morphine,morphine,NA,25,mg/ml,abbott hosp,active,NA,NA,NA
'00074113502',morphine (pf),morphine,morphine,NA,25,mg/ml,hospira,active,NA,NA,NA
'00074113503',morphine (pf),morphine,morphine,NA,25,mg/ml,abbott hosp,active,NA,NA,NA
'00074113504',morphine (pf),morphine,morphine,NA,25,mg/ml,abbott hosp,active,NA,NA,NA
'00074125801',morphine,morphine,morphine,NA,4,mg/ml,abbott hosp,active,NA,NA,NA
'00074125802',morphine,morphine,morphine,NA,4,mg/ml,abbott hosp,active,NA,NA,NA
'00074125811',morphine,morphine,morphine,NA,4,mg/ml,abbott hosp,active,NA,NA,NA
'00074125821',morphine,morphine,morphine,NA,4,mg/ml,abbott hosp,active,NA,NA,NA
'00074125830',morphine,morphine,morphine,NA,4,mg/ml,hospira,active,NA,NA,NA
'00074125831',morphine,morphine,morphine,NA,4,mg/ml,abbott hosp,active,NA,NA,NA
'00074125901',morphine,morphine,morphine,NA,8,mg/ml,abbott hosp,active,NA,NA,NA
'00074125960',morphine,morphine,morphine,NA,8,mg/ml,abbott hosp,active,NA,NA,NA
'00074126001',morphine,morphine,morphine,NA,8,mg/ml,abbott hosp,active,NA,NA,NA
'00074126011',morphine,morphine,morphine,NA,8,mg/ml,hospira,active,NA,NA,NA
'00074126021',morphine,morphine,morphine,NA,8,mg/ml,hospira,active,NA,NA,NA
'00074126031',morphine,morphine,morphine,NA,8,mg/ml,abbott hosp,active,NA,NA,NA
'00074126069',morphine,morphine,morphine,NA,8,mg/ml,hospira,active,NA,NA,NA
'00074126101',morphine,morphine,morphine,NA,10,mg/ml,abbott hosp,active,NA,NA,NA
'00074126102',morphine,morphine,morphine,NA,10,mg/ml,abbott hosp,active,NA,NA,NA
'00074126130',morphine,morphine,morphine,NA,10,mg/ml,hospira,active,NA,NA,NA
'00074126131',morphine,morphine,morphine,NA,10,mg/ml,abbott hosp,active,NA,NA,NA
'00074126201',morphine,morphine,morphine,NA,15,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074126301',morphine,morphine,morphine,NA,10,mg/ml,abbott hosp,active,NA,NA,NA
'00074126311',morphine,morphine,morphine,NA,10,mg/ml,abbott hosp,active,NA,NA,NA
'00074126321',morphine,morphine,morphine,NA,10,mg/ml,hospira,active,NA,NA,NA
'00074126401',morphine,morphine,morphine,NA,15,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074126411',morphine,morphine,morphine,NA,15,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074126421',morphine,morphine,morphine,NA,15,mg/ml,hospira,inactive,NA,NA,NA
'00074126431',morphine,morphine,morphine,NA,15,mg/ml,hospira,inactive,NA,NA,NA
'00074176201',morphine,morphine,morphine,NA,2,mg/ml,abbott hosp,active,NA,NA,NA
'00074176202',morphine,morphine,morphine,NA,2,mg/ml,abbott hosp,active,NA,NA,NA
'00074176211',morphine,morphine,morphine,NA,2,mg/ml,abbott hosp,active,NA,NA,NA
'00074176221',morphine,morphine,morphine,NA,2,mg/ml,abbott hosp,active,NA,NA,NA
'00074176230',morphine,morphine,morphine,NA,2,mg/ml,hospira,active,NA,NA,NA
'00074176231',morphine,morphine,morphine,NA,2,mg/ml,abbott hosp,active,NA,NA,NA
'00074202801',morphine (pf),morphine,morphine,NA,0.5,mg/ml,abbott hosp,active,NA,NA,NA
'00074202802',morphine (pf),morphine,morphine,NA,0.5,mg/ml,hospira,active,NA,NA,NA
'00074202901',morphine (pf),morphine,morphine,NA,1,mg/ml,abbott hosp,active,NA,NA,NA
'00074202902',morphine (pf),morphine,morphine,NA,1,mg/ml,hospira,active,NA,NA,NA
'00074381401',morphine (pf),morphine,morphine,NA,0.5,mg/ml,abbott hosp,active,NA,NA,NA
'00074381402',morphine (pf),morphine,morphine,NA,0.5,mg/ml,abbott hosp,active,NA,NA,NA
'00074381412',morphine (pf),morphine,morphine,NA,0.5,mg/ml,hospira,active,NA,NA,NA
'00074381501',morphine (pf),morphine,morphine,NA,1,mg/ml,abbott hosp,active,NA,NA,NA
'00074381502',morphine (pf),morphine,morphine,NA,1,mg/ml,abbott hosp,active,NA,NA,NA
'00074381512',morphine (pf),morphine,morphine,NA,1,mg/ml,hospira,active,NA,NA,NA
'00074381702',morphine,morphine,morphine,NA,10,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074381712',morphine,morphine,morphine,NA,10,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074381901',morphine,morphine,morphine,NA,15,mg/ml,abbott hosp,active,NA,NA,NA
'00074381902',morphine,morphine,morphine,NA,15,mg/ml,abbott hosp,active,NA,NA,NA
'00074381912',morphine,morphine,morphine,NA,15,mg/ml,abbott hosp,active,NA,NA,NA
'00074405701',morphine,morphine,morphine,NA,0.5,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074405702',morphine (pf),morphine,morphine,NA,0.5,mg/ml,abbott hosp,active,NA,NA,NA
'00074405712',morphine (pf),morphine,morphine,NA,0.5,mg/ml,hospira,active,NA,NA,NA
'00074405801',morphine,morphine,morphine,NA,1,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074405802',morphine (pf),morphine,morphine,NA,1,mg/ml,abbott hosp,active,NA,NA,NA
'00074405812',morphine (pf),morphine,morphine,NA,1,mg/ml,hospira,active,NA,NA,NA
'00074602202',morphine,morphine,morphine,NA,2,mg/ml,hospira,inactive,NA,NA,NA
'00074602301',morphine,morphine,morphine,NA,1,mg/ml,hospira,inactive,NA,NA,NA
'00074602304',morphine,morphine,morphine,NA,1,mg/ml,hospira,inactive,NA,NA,NA
'00074602801',morphine,morphine,morphine,NA,5,mg/ml,abbvie us llc,inactive,NA,NA,NA
'00074602804',morphine,morphine,morphine,NA,5,mg/ml,hospira,inactive,NA,NA,NA
'00074606202',morphine (pf) in dextrose 5 %,morphine,morphine,NA,250 mg/250 ml,(1 mg/ml),hospira,inactive,NA,NA,NA
'00074606203',morphine in dextrose 5 %,morphine,morphine,NA,1,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074606211',morphine (pf) in dextrose 5 %,morphine,morphine,NA,100 mg/100 ml,(1 mg/ml),hospira,active,NA,NA,NA
'00074606302',morphine in dextrose 5 %,morphine,morphine,NA,0.2,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074606303',morphine in dextrose 5 %,morphine,morphine,NA,0.2,mg/ml,abbott hosp,inactive,NA,NA,NA
'00074617604',morphine,morphine,morphine,NA,10,mg/ml,abbott hosp,active,NA,NA,NA
'00074617614',morphine,morphine,morphine,NA,10,mg/ml,abbott hosp,active,NA,NA,NA
'00074617704',morphine,morphine,morphine,NA,100,mg/4 ml,abbott hosp,active,NA,NA,NA
'00074617714',morphine,morphine,morphine,NA,100,mg/4 ml,hospira,active,NA,NA,NA
'00074617804',morphine,morphine,morphine,NA,10,mg/ml,abbott hosp,active,NA,NA,NA
'00074617814',morphine,morphine,morphine,NA,10,mg/ml,hospira,active,NA,NA,NA
'00074617904',morphine,morphine,morphine,NA,250,mg/10 ml,abbott hosp,active,NA,NA,NA
'00074617914',morphine,morphine,morphine,NA,250,mg/10 ml,hospira,active,NA,NA,NA
'00115127701',morphine,morphine,morphine,NA,20,mg,impax generics,active,NA,NA,NA
'00115127703',morphine sulfate,morphine sulfate,morphine,NA,20,mg/1,impax generics,NA,NA,NA,NA
'00115127708',morphine sulfate,morphine sulfate,morphine,NA,20,mg/1,impax generics,NA,NA,NA,NA
'00115127801',morphine,morphine,morphine,NA,30,mg,impax generics,active,NA,NA,NA
'00115127803',morphine sulfate,morphine sulfate,morphine,NA,30,mg/1,impax generics,NA,NA,NA,NA
'00115127808',morphine sulfate,morphine sulfate,morphine,NA,30,mg/1,impax generics,NA,NA,NA,NA
'00115127901',morphine,morphine,morphine,NA,50,mg,impax generics,active,NA,NA,NA
'00115127903',morphine sulfate,morphine sulfate,morphine,NA,50,mg/1,impax generics,NA,NA,NA,NA
'00115127908',morphine sulfate,morphine sulfate,morphine,NA,50,mg/1,impax generics,NA,NA,NA,NA
'00115128001',morphine,morphine,morphine,NA,60,mg,impax generics,active,NA,NA,NA
'00115128003',morphine sulfate,morphine sulfate,morphine,NA,60,mg/1,impax generics,NA,NA,NA,NA
'00115128008',morphine sulfate,morphine sulfate,morphine,NA,60,mg/1,impax generics,NA,NA,NA,NA
'00115128101',morphine,morphine,morphine,NA,80,mg,impax generics,active,NA,NA,NA
'00115128103',morphine sulfate,morphine sulfate,morphine,NA,80,mg/1,impax generics,NA,NA,NA,NA
'00115128108',morphine sulfate,morphine sulfate,morphine,NA,80,mg/1,impax generics,NA,NA,NA,NA
'00115128201',morphine,morphine,morphine,NA,100,mg,impax generics,active,NA,NA,NA
'00115128203',morphine sulfate,morphine sulfate,morphine,NA,100,mg/1,impax generics,NA,NA,NA,NA
'00115128208',morphine sulfate,morphine sulfate,morphine,NA,100,mg/1,impax generics,NA,NA,NA,NA
'00115147901',morphine sulfate,morphine sulfate,morphine,NA,40 mg/1,NA,impax generics,NA,NA,NA,NA
'00121082501',morphine sulfate,morphine sulfate,morphine,NA,100,mg/5ml,"pharmaceutical associates, inc.",NA,NA,NA,NA
'00121082504',morphine sulfate,morphine sulfate,morphine,NA,100,mg/5ml,"pharmaceutical associates, inc.",NA,NA,NA,NA
