icd_cm,ver,icd_cm_label,hcup_ccs_single,hcup_ccs_single_label
'C50222',10,malignant neoplasm of upper-inner quadrant of left male breast,24,(24) cancer of breast
'C50229',10,malignant neoplasm of upper-inner quadrant of unspecified male breast,24,(24) cancer of breast
'C50311',10,malignant neoplasm of lower-inner quadrant of right female breast,24,(24) cancer of breast
'C50312',10,malignant neoplasm of lower-inner quadrant of left female breast,24,(24) cancer of breast
'C50319',10,malignant neoplasm of lower-inner quadrant of unspecified female breast,24,(24) cancer of breast
'C50321',10,malignant neoplasm of lower-inner quadrant of right male breast,24,(24) cancer of breast
'C50322',10,malignant neoplasm of lower-inner quadrant of left male breast,24,(24) cancer of breast
'C50329',10,malignant neoplasm of lower-inner quadrant of unspecified male breast,24,(24) cancer of breast
'C50411',10,malignant neoplasm of upper-outer quadrant of right female breast,24,(24) cancer of breast
'C50412',10,malignant neoplasm of upper-outer quadrant of left female breast,24,(24) cancer of breast
'C50419',10,malignant neoplasm of upper-outer quadrant of unspecified female breast,24,(24) cancer of breast
'C50421',10,malignant neoplasm of upper-outer quadrant of right male breast,24,(24) cancer of breast
'C50422',10,malignant neoplasm of upper-outer quadrant of left male breast,24,(24) cancer of breast
'C50429',10,malignant neoplasm of upper-outer quadrant of unspecified male breast,24,(24) cancer of breast
'C50511',10,malignant neoplasm of lower-outer quadrant of right female breast,24,(24) cancer of breast
'C50512',10,malignant neoplasm of lower-outer quadrant of left female breast,24,(24) cancer of breast
'C50519',10,malignant neoplasm of lower-outer quadrant of unspecified female breast,24,(24) cancer of breast
'C50521',10,malignant neoplasm of lower-outer quadrant of right male breast,24,(24) cancer of breast
'C50522',10,malignant neoplasm of lower-outer quadrant of left male breast,24,(24) cancer of breast
'C50529',10,malignant neoplasm of lower-outer quadrant of unspecified male breast,24,(24) cancer of breast
'C50611',10,malignant neoplasm of axillary tail of right female breast,24,(24) cancer of breast
'C50612',10,malignant neoplasm of axillary tail of left female breast,24,(24) cancer of breast
'C50619',10,malignant neoplasm of axillary tail of unspecified female breast,24,(24) cancer of breast
'C50621',10,malignant neoplasm of axillary tail of right male breast,24,(24) cancer of breast
'C50622',10,malignant neoplasm of axillary tail of left male breast,24,(24) cancer of breast
'C50629',10,malignant neoplasm of axillary tail of unspecified male breast,24,(24) cancer of breast
'C50811',10,malignant neoplasm of overlapping sites of right female breast,24,(24) cancer of breast
'C50812',10,malignant neoplasm of overlapping sites of left female breast,24,(24) cancer of breast
'C50819',10,malignant neoplasm of overlapping sites of unspecified female breast,24,(24) cancer of breast
'C50821',10,malignant neoplasm of overlapping sites of right male breast,24,(24) cancer of breast
'C50822',10,malignant neoplasm of overlapping sites of left male breast,24,(24) cancer of breast
'C50829',10,malignant neoplasm of overlapping sites of unspecified male breast,24,(24) cancer of breast
'C50911',10,malignant neoplasm of unspecified site of right female breast,24,(24) cancer of breast
'C50912',10,malignant neoplasm of unspecified site of left female breast,24,(24) cancer of breast
'C50919',10,malignant neoplasm of unspecified site of unspecified female breast,24,(24) cancer of breast
'C50921',10,malignant neoplasm of unspecified site of right male breast,24,(24) cancer of breast
'C50922',10,malignant neoplasm of unspecified site of left male breast,24,(24) cancer of breast
'C50929',10,malignant neoplasm of unspecified site of unspecified male breast,24,(24) cancer of breast
'Z853',10,personal history of malignant neoplasm of breast,24,(24) cancer of breast
'Z86000',10,personal history of in-situ neoplasm of breast,24,(24) cancer of breast
