icd_cm,ver,icd_cm_label,hcup_ccs_single,hcup_ccs_single_label
'1521',9,malignant neoplasm of jejunum,18,(18) cancer of other gi organs; peritoneum
'1522',9,malignant neoplasm of ileum,18,(18) cancer of other gi organs; peritoneum
'1523',9,malignant neoplasm of meckel's diverticulum,18,(18) cancer of other gi organs; peritoneum
'1528',9,malignant neoplasm of other specified sites of small intestine,18,(18) cancer of other gi organs; peritoneum
'1529',9,"malignant neoplasm of small intestine, unspecified site",18,(18) cancer of other gi organs; peritoneum
'1560',9,malignant neoplasm of gallbladder,18,(18) cancer of other gi organs; peritoneum
'1561',9,malignant neoplasm of extrahepatic bile ducts,18,(18) cancer of other gi organs; peritoneum
'1562',9,malignant neoplasm of ampulla of vater,18,(18) cancer of other gi organs; peritoneum
'1568',9,malignant neoplasm of other specified sites of gallbladder and extrahepatic bile ducts,18,(18) cancer of other gi organs; peritoneum
'1569',9,"malignant neoplasm of biliary tract, part unspecified site",18,(18) cancer of other gi organs; peritoneum
'1580',9,malignant neoplasm of retroperitoneum,18,(18) cancer of other gi organs; peritoneum
'1588',9,malignant neoplasm of specified parts of peritoneum,18,(18) cancer of other gi organs; peritoneum
'1589',9,"malignant neoplasm of peritoneum, unspecified",18,(18) cancer of other gi organs; peritoneum
'1591',9,"malignant neoplasm of spleen, not elsewhere classified",18,(18) cancer of other gi organs; peritoneum
'1598',9,malignant neoplasm of other sites of digestive system and intra-abdominal organs,18,(18) cancer of other gi organs; peritoneum
'1599',9,malignant neoplasm of ill-defined sites within the digestive organs and peritoneum,18,(18) cancer of other gi organs; peritoneum
'20900',9,"malignant carcinoid tumor of the small intestine, unspecified portion",18,(18) cancer of other gi organs; peritoneum
'20901',9,malignant carcinoid tumor of the duodenum,18,(18) cancer of other gi organs; peritoneum
'20902',9,malignant carcinoid tumor of the jejunum,18,(18) cancer of other gi organs; peritoneum
'20903',9,malignant carcinoid tumor of the ileum,18,(18) cancer of other gi organs; peritoneum
'V1000',9,"personal history of malignant neoplasm of gastrointestinal tract, unspecified",18,(18) cancer of other gi organs; peritoneum
'V1009',9,personal history of malignant neoplasm of other gastrointestinal tract,18,(18) cancer of other gi organs; peritoneum
'C170',10,malignant neoplasm of duodenum,18,(18) cancer of other gi organs; peritoneum
'C171',10,malignant neoplasm of jejunum,18,(18) cancer of other gi organs; peritoneum
'C172',10,malignant neoplasm of ileum,18,(18) cancer of other gi organs; peritoneum
'C173',10,"meckel's diverticulum, malignant",18,(18) cancer of other gi organs; peritoneum
'C178',10,malignant neoplasm of overlapping sites of small intestine,18,(18) cancer of other gi organs; peritoneum
'C179',10,"malignant neoplasm of small intestine, unspecified",18,(18) cancer of other gi organs; peritoneum
'C23',10,malignant neoplasm of gallbladder,18,(18) cancer of other gi organs; peritoneum
'C240',10,malignant neoplasm of extrahepatic bile duct,18,(18) cancer of other gi organs; peritoneum
'C241',10,malignant neoplasm of ampulla of vater,18,(18) cancer of other gi organs; peritoneum
'C248',10,malignant neoplasm of overlapping sites of biliary tract,18,(18) cancer of other gi organs; peritoneum
'C249',10,"malignant neoplasm of biliary tract, unspecified",18,(18) cancer of other gi organs; peritoneum
'C261',10,malignant neoplasm of spleen,18,(18) cancer of other gi organs; peritoneum
'C269',10,malignant neoplasm of ill-defined sites within the digestive system,18,(18) cancer of other gi organs; peritoneum
'C451',10,mesothelioma of peritoneum,18,(18) cancer of other gi organs; peritoneum
'C480',10,malignant neoplasm of retroperitoneum,18,(18) cancer of other gi organs; peritoneum
'C481',10,malignant neoplasm of specified parts of peritoneum,18,(18) cancer of other gi organs; peritoneum
'C482',10,"malignant neoplasm of peritoneum, unspecified",18,(18) cancer of other gi organs; peritoneum
'C488',10,malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,18,(18) cancer of other gi organs; peritoneum
'C49A0',10,"gastrointestinal stromal tumor, unspecified site",18,(18) cancer of other gi organs; peritoneum
'C49A9',10,gastrointestinal stromal tumor of other sites,18,(18) cancer of other gi organs; peritoneum
'C7A010',10,malignant carcinoid tumor of the duodenum,18,(18) cancer of other gi organs; peritoneum
'C7A011',10,malignant carcinoid tumor of the jejunum,18,(18) cancer of other gi organs; peritoneum
'C7A012',10,malignant carcinoid tumor of the ileum,18,(18) cancer of other gi organs; peritoneum
'C7A019',10,"malignant carcinoid tumor of the small intestine, unspecified portion",18,(18) cancer of other gi organs; peritoneum
'Z8500',10,personal history of malignant neoplasm of unspecified digestive organ,18,(18) cancer of other gi organs; peritoneum
'Z85068',10,personal history of other malignant neoplasm of small intestine,18,(18) cancer of other gi organs; peritoneum
'Z8507',10,personal history of malignant neoplasm of pancreas,18,(18) cancer of other gi organs; peritoneum
'Z8509',10,personal history of malignant neoplasm of other digestive organs,18,(18) cancer of other gi organs; peritoneum
