icd_cm,ver,icd_cm_label,hcup_ccs_single,hcup_ccs_single_label
'20000',9,"reticulosarcoma, unspecified site, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma
'20001',9,"reticulosarcoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma
'20002',9,"reticulosarcoma, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20003',9,"reticulosarcoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma
'20004',9,"reticulosarcoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma
'20005',9,"reticulosarcoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma
'20006',9,"reticulosarcoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20007',9,"reticulosarcoma, spleen",38,(38) non-hodgkin`s lymphoma
'20008',9,"reticulosarcoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma
'20010',9,"lymphosarcoma, unspecified site, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma
'20011',9,"lymphosarcoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma
'20012',9,"lymphosarcoma, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20013',9,"lymphosarcoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma
'20014',9,"lymphosarcoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma
'20015',9,"lymphosarcoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma
'20016',9,"lymphosarcoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20017',9,"lymphosarcoma, spleen",38,(38) non-hodgkin`s lymphoma
'20018',9,"lymphosarcoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma
'20020',9,"burkitt's tumor or lymphoma, unspecified site, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma
'20021',9,"burkitt's tumor or lymphoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma
'20022',9,"burkitt's tumor or lymphoma, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20023',9,"burkitt's tumor or lymphoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma
'20024',9,"burkitt's tumor or lymphoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma
'20025',9,"burkitt's tumor or lymphoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma
'20026',9,"burkitt's tumor or lymphoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20027',9,"burkitt's tumor or lymphoma, spleen",38,(38) non-hodgkin`s lymphoma
'20028',9,"burkitt's tumor or lymphoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma
'20030',9,"marginal zone lymphoma, unspecified site, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma
'20031',9,"marginal zone lymphoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma
'20032',9,"marginal zone lymphoma, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20033',9,"marginal zone lymphoma, intraabdominal lymph nodes",38,(38) non-hodgkin`s lymphoma
'20034',9,"marginal zone lymphoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma
'20035',9,"marginal zone lymphoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma
'20036',9,"marginal zone lymphoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20037',9,"marginal zone lymphoma, spleen",38,(38) non-hodgkin`s lymphoma
'20038',9,"marginal zone lymphoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma
'20040',9,"mantle cell lymphoma, unspecified site, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma
'20041',9,"mantle cell lymphoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma
'20042',9,"mantle cell lymphoma, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20043',9,"mantle cell lymphoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma
'20044',9,"mantle cell lymphoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma
'20045',9,"mantle cell lymphoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma
'20046',9,"mantle cell lymphoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20047',9,"mantle cell lymphoma, spleen",38,(38) non-hodgkin`s lymphoma
'20048',9,"mantle cell lymphoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma
'20050',9,"primary central nervous system lymphoma, unspecified site, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma
'20051',9,"primary central nervous system lymphoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma
'20052',9,"primary central nervous system lymphoma, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20053',9,"primary central nervous system lymphoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma
'20054',9,"primary central nervous system lymphoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma
'20055',9,"primary central nervous system lymphoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma
'20056',9,"primary central nervous system lymphoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20057',9,"primary central nervous system lymphoma, spleen",38,(38) non-hodgkin`s lymphoma
'20058',9,"primary central nervous system lymphoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma
'20060',9,"anaplastic large cell lymphoma, unspecified site, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma
'20061',9,"anaplastic large cell lymphoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma
'20062',9,"anaplastic large cell lymphoma, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20063',9,"anaplastic large cell lymphoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma
'20064',9,"anaplastic large cell lymphoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma
'20065',9,"anaplastic large cell lymphoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma
'20066',9,"anaplastic large cell lymphoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20067',9,"anaplastic large cell lymphoma, spleen",38,(38) non-hodgkin`s lymphoma
'20068',9,"anaplastic large cell lymphoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma
'20070',9,"large cell lymphoma, unspecified site, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma
'20071',9,"large cell lymphoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma
'20072',9,"large cell lymphoma, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20073',9,"large cell lymphoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma
'20074',9,"large cell lymphoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma
'20075',9,"large cell lymphoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma
'20076',9,"large cell lymphoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20077',9,"large cell lymphoma, spleen",38,(38) non-hodgkin`s lymphoma
'20078',9,"large cell lymphoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma
'20080',9,"other named variants of lymphosarcoma and reticulosarcoma, unspecified site, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma
'20081',9,"other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma
'20082',9,"other named variants of lymphosarcoma and reticulosarcoma,intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20083',9,"other named variants of lymphosarcoma and reticulosarcoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma
'20084',9,"other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma
'20085',9,"other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma
'20086',9,"other named variants of lymphosarcoma and reticulosarcoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20087',9,"other named variants of lymphosarcoma and reticulosarcoma, spleen",38,(38) non-hodgkin`s lymphoma
'20088',9,"other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma
'20200',9,"nodular lymphoma, unspecified site, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma
'20201',9,"nodular lymphoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma
'20202',9,"nodular lymphoma, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20203',9,"nodular lymphoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma
'20204',9,"nodular lymphoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma
'20205',9,"nodular lymphoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma
'20206',9,"nodular lymphoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20207',9,"nodular lymphoma, spleen",38,(38) non-hodgkin`s lymphoma
'20208',9,"nodular lymphoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma
'20210',9,"mycosis fungoides, unspecified site, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma
'20211',9,"mycosis fungoides, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma
'20212',9,"mycosis fungoides, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20213',9,"mycosis fungoides, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma
'20214',9,"mycosis fungoides, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma
'20215',9,"mycosis fungoides, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma
'20216',9,"mycosis fungoides, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20217',9,"mycosis fungoides, spleen",38,(38) non-hodgkin`s lymphoma
'20218',9,"mycosis fungoides, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma
'20220',9,"sezary's disease, unspecified site, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma
'20221',9,"sezary's disease, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma
'20222',9,"sezary's disease, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20223',9,"sezary's disease, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma
'20224',9,"sezary's disease, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma
'20225',9,"sezary's disease, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma
'20226',9,"sezary's disease, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20227',9,"sezary's disease, spleen",38,(38) non-hodgkin`s lymphoma
'20228',9,"sezary's disease, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma
'20270',9,"peripheral t cell lymphoma, unspecified site, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma
'20271',9,"peripheral t cell lymphoma, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma
'20272',9,"peripheral t cell lymphoma, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20273',9,"peripheral t cell lymphoma, intra-abdominal lymph nodes",38,(38) non-hodgkin`s lymphoma
'20274',9,"peripheral t cell lymphoma, lymph nodes of axilla and upper limb",38,(38) non-hodgkin`s lymphoma
'20275',9,"peripheral t cell lymphoma, lymph nodes of inguinal region and lower limb",38,(38) non-hodgkin`s lymphoma
'20276',9,"peripheral t cell lymphoma, intrapelvic lymph nodes",38,(38) non-hodgkin`s lymphoma
'20277',9,"peripheral t cell lymphoma, spleen",38,(38) non-hodgkin`s lymphoma
'20278',9,"peripheral t cell lymphoma, lymph nodes of multiple sites",38,(38) non-hodgkin`s lymphoma
'20280',9,"other malignant lymphomas, unspecified site, extranodal and solid organ sites",38,(38) non-hodgkin`s lymphoma
'20281',9,"other malignant lymphomas, lymph nodes of head, face, and neck",38,(38) non-hodgkin`s lymphoma
'20282',9,"other malignant lymphomas, intrathoracic lymph nodes",38,(38) non-hodgkin`s lymphoma
