ndc,drug_name,generic_name,opioid_ingredient1,opioid_ingredient2,strength,strength_uom,manufacturer,status,ingredients,manufacturer_abbr_name,ir_er
'00359152250',aspirin-caffeine-dihydrocodein,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,columbia med co,inactive,NA,NA,NA
'00364070101',aspirin-caffeine-dihydrocodein,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,schein,inactive,NA,NA,NA
'00364070105',aspirin-caffeine-dihydrocodein,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,schein,inactive,NA,NA,NA
'00364071801',dihydrocodeine compound,dihydrocodeine; apap; caffeine,dihydrocodeine,NA,NA,NA,NA,NA,NA,NA,NA
'00364071805',dihydrocodeine compound,dihydrocodeine; apap; caffeine,dihydrocodeine,NA,NA,NA,NA,NA,NA,NA,NA
'00536453501',sinodeine,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,rugby,inactive,NA,NA,NA
'00536453505',sinodeine,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,rugby,inactive,NA,NA,NA
'00574102401',christodyne-dhc,dihydroc; amino phenol; asp; caf,dihydrocodeine,NA,NA,NA,NA,NA,NA,NA,NA
'00574102405',christodyne-dhc,dihydroc; amino phenol; asp; caf,dihydrocodeine,NA,NA,NA,NA,NA,NA,NA,NA
'00665452006',dihydrocodeine compound,aspirin; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,NA,NA,NA,NA,NA,NA,NA
'00665452008',dihydrocodeine compound,aspirin; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,NA,NA,NA,NA,NA,NA,NA
'00719027210',aspirin-caffeine-dihydrocodein,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,bioline,inactive,NA,NA,NA
'00719027310',dihydrocodeine comp mod,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,bioline,inactive,NA,NA,NA
'00719027312',dihydrocodeine comp mod,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,bioline,inactive,NA,NA,NA
'00779026825',dihydrocodeine compound,aspirin; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,NA,NA,NA,NA,NA,NA,NA
'00779026827',dihydrocodeine compound,aspirin; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,NA,NA,NA,NA,NA,NA,NA
'00781265001',aspirin-caffeine-dihydrocodein,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,geneva generics,inactive,NA,NA,NA
'00781265005',aspirin-caffeine-dihydrocodein,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,geneva generics,inactive,NA,NA,NA
'00814249014',dihydrocodeine compound,aspirin; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,NA,NA,NA,NA,NA,NA,NA
'00839649706',dihydrocodeine compound,aspirin; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,NA,NA,NA,NA,NA,NA,NA
'00839649712',dihydrocodeine compound,dihydrocodeine; apap; caffeine,dihydrocodeine,NA,NA,NA,NA,inactive,NA,NA,NA
'00904277540',sycodeine compound,aspirin; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,NA,NA,NA,NA,NA,NA,NA
'00904277560',sycodeine compound,aspirin; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,NA,NA,NA,NA,NA,NA,NA
'10551041910',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,356.4-30-16,mg,caraco pharm,active,NA,NA,NA
'13517013001',trezix,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,356.4 mg-30 mg-16 mg,NA,NA,NA,NA,NA,NA
'16590055530',acetaminophen-caffeine-dihydrocodeine,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,712.8 mg-60 mg-32 mg,NA,NA,NA,NA,NA,NA
'16590055560',acetaminophen-caffeine-dihydrocodeine,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,712.8 mg-60 mg-32 mg,NA,NA,NA,NA,NA,NA
'16590055571',acetaminophen-caffeine-dihydrocodeine,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,712.8 mg-60 mg-32 mg,NA,NA,NA,NA,NA,NA
'16590055590',acetaminophen-caffeine-dihydrocodeine,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,712.8 mg-60 mg-32 mg,NA,NA,NA,NA,NA,NA
'18011003201',zerlor,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,712.8 mg-60 mg-32 mg,NA,NA,NA,NA,NA,NA
'18837031830',acetaminophen-caffeine-dihydrocodeine,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,712.8 mg-60 mg-32 mg,NA,NA,NA,NA,NA,NA
'21695083360',trezix,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,356.4 mg-30 mg-16 mg,NA,NA,NA,NA,NA,NA
'35356032830',acetaminophen-caffeine-dihydrocodeine,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,712.8 mg-60 mg-32 mg,NA,NA,NA,NA,NA,NA
'35470399401',dihydrocodeine compound,aspirin; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,NA,NA,NA,NA,NA,NA,NA
'42195084010',"acetaminophen, caffeine, dihydrocodeine bitartrate",acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,320.5-30-16,mg/1,xspire pharma llc,NA,NA,NA,NA
'45865086630',"acetaminophen, caffeine, dihydrocodeine bitartrate",acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,320.5-30-16,mg/1,medsource pharmaceuticals,NA,NA,NA,NA
'47202239501',syngesic dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,texas drug reps,inactive,NA,NA,NA
'47202239502',syngesic dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,texas drug reps,inactive,NA,NA,NA
'49708041988',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,356.4-30-16,mg,caraco pharma i,active,NA,NA,NA
'49727045802',dihydrocodeine compound,aspirin; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,NA,NA,NA,NA,NA,NA,NA
'49727045804',dihydrocodeine compound,dihydrocodeine; apap; caffeine,dihydrocodeine,NA,NA,NA,NA,NA,NA,NA,NA
'51552135502',dihydrocodeine bitartrat(bulk),dihydrocodeine,dihydrocodeine,NA,100,%,fagron inc,active,NA,NA,NA
'51552135505',dihydrocodeine bitartrat(bulk),dihydrocodeine,dihydrocodeine,NA,100,%,fagron inc,active,NA,NA,NA
'51728044101',aspirin-caffeine-dihydrocodein,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,williams gener,inactive,NA,NA,NA
'51728044105',aspirin-caffeine-dihydrocodein,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,williams gener,inactive,NA,NA,NA
'51728064501',syngesic dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,williams gener,inactive,NA,NA,NA
'51728064505',syngesic dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,williams gener,inactive,NA,NA,NA
'52446016421',dihydrocodeine compound,aspirin; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,NA,NA,NA,NA,NA,NA,NA
'52544016301',maxidone,dihydrocodeine; paracetamol,dihydrocodeine,NA,10-750,mg,actavis pharma,inactive,NA,NA,NA
'52544063401',maxidone,dihydrocodeine; paracetamol,dihydrocodeine,NA,10-750,mg,actavis pharma,inactive,NA,NA,NA
'53002011815',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,pharmedix,inactive,NA,NA,NA
'53002011820',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,pharmedix,inactive,NA,NA,NA
'53002011828',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,pharmedix,inactive,NA,NA,NA
'53506011912',syngesic dc,aspirin; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,NA,NA,NA,NA,NA,NA,NA
'53506087112',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,hsn redi-med,inactive,NA,NA,NA
'54124041902',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,omega labs.,inactive,NA,NA,NA
'54569002000',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,a-s medication,inactive,NA,NA,NA
'54569002001',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,a-s medication,inactive,NA,NA,NA
'54569002002',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,a-s medication,inactive,NA,NA,NA
'54569002003',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,a-s medication,inactive,NA,NA,NA
'54569540000',maxidone,dihydrocodeine; paracetamol,dihydrocodeine,NA,10-750,mg,a-s medication,inactive,NA,NA,NA
'54868277500',dhc plus,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,356.4 mg-30 mg-16 mg,NA,NA,NA,NA,NA,NA
'54868590000',"dihydrocodeine bitartrate, acetaminophen and caffeine",dihydrocodeine bitartrate; acetaminophen; caffeine,dihydrocodeine,NA,32-712.8-60,mg/1,"physicians total care, inc.",NA,NA,NA,NA
'55081047901',dihydrocodeine comp,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,clinical pharm,inactive,NA,NA,NA
'55175210705',dhc plus,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,356.4 mg-30 mg-16 mg,NA,NA,NA,NA,NA,NA
'55289033915',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,356.4-30-16,mg,pd-rx pharm,active,NA,NA,NA
'57664041988',aspirin-caffeine-dihydrocodein,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,356.4-30-16,mg,caraco/sun phar,active,NA,NA,NA
'58016026212',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,southwood pharm,inactive,NA,NA,NA
'58016026216',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,southwood pharm,inactive,NA,NA,NA
'60346030310',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,quality care ph,inactive,NA,NA,NA
'60346030320',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,quality care ph,inactive,NA,NA,NA
'63187070500',trezix,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,320.5-30-16,mg/1,proficient rx lp,NA,NA,NA,NA
'63187070530',trezix,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,320.5-30-16,mg/1,proficient rx lp,NA,NA,NA,NA
'63187070560',trezix,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,320.5-30-16,mg/1,proficient rx lp,NA,NA,NA,NA
'63187070572',trezix,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,"320.5 mg/1,                         30  mg/1,                         16  mg/1",NA,proficient rx lp,NA,NA,NA,NA
'63187070590',trezix,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,320.5-30-16,mg/1,proficient rx lp,NA,NA,NA,NA
'63629563701',trezix,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,320.5-30-16,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629563702',trezix,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,320.5-30-16,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629563703',trezix,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,320.5-30-16,mg/1,bryant ranch prepack,NA,NA,NA,NA
'63629563704',trezix,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,320.5-30-16,mg/1,bryant ranch prepack,NA,NA,NA,NA
'64248041910',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,356.4-30-16,mg,leitner pharmac,active,NA,NA,NA
'64248041912',synalgos-dc,aspirin; caffeine; dihydrocodein,dihydrocodeine,NA,NA,NA,women first hc,inactive,NA,NA,NA
'64376061101',acetaminophen-caffeine-dihydrocodeine,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,712.8 mg-60 mg-32 mg,NA,NA,NA,NA,NA,NA
'64376061131',acetaminophen-caffeine-dihydrocodeine,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,712.8 mg-60 mg-32 mg,NA,NA,NA,NA,NA,NA
'66992034001',trezix,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,356.4 mg-30 mg-16 mg,NA,NA,NA,NA,NA,NA
'66992034010',trezix,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,320.5-30-16,mg/1,wraser llc,NA,NA,NA,NA
'66992084010',trezix,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,320.5-30-16,mg/1,wraser llc,NA,NA,NA,NA
'68047072001',"acetaminophen, caffeine and dihydrocodeine bitartrate",acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,325-30-16,mg/1,larken laboratories inc.,NA,NA,NA,NA
'68788891803',"acetaminophen, caffeine, dihydrocodeine bitartrate",acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,320.5-30-16,mg/1,preferred pharmaceuticals inc.,NA,NA,NA,NA
'68788891806',"acetaminophen, caffeine, dihydrocodeine bitartrate",acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,320.5-30-16,mg/1,preferred pharmaceuticals inc.,NA,NA,NA,NA
'68788891809',"acetaminophen, caffeine, dihydrocodeine bitartrate",acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,320.5-30-16,mg/1,preferred pharmaceuticals inc.,NA,NA,NA,NA
'70362073001',dvorah,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,"325 mg/1,                         30  mg/1,                         16  mg/1",NA,"skylar laboratories, llc",NA,NA,NA,NA
'70362073030',dvorah,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,"325 mg/1,                         30  mg/1,                         16  mg/1",NA,"skylar laboratories, llc",NA,NA,NA,NA
'70569015201',dvorah,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,"325 mg/1,                         30  mg/1,                         16  mg/1",NA,"phlight pharma, llc",NA,NA,NA,NA
'70569015230',dvorah,acetaminophen; caffeine; dihydrocodeine bitartrate,dihydrocodeine,NA,"325 mg/1,                         30  mg/1,                         16  mg/1",NA,"phlight pharma, llc",NA,NA,NA,NA
