drug_name,ndc,strength,strength_uom,manufacturer,status
Prozac,'00777310501',20,mg,DISTA LABS,Active
Prozac,'00777310502',20,mg,DISTA LABS,Active
Prozac,'00777310507',20,mg,DISTA LABS,Active
Prozac,'00777310530',20,mg,DISTA LABS,Active
Prozac,'00777310533',20,mg,DISTA LABS,Active
Prozac,'00777310581',20,mg,DISTA LABS,Active
Prozac,'00777310582',20,mg,DISTA LABS,Active
Prozac,'16590084390',20,mg,STAT RX USA,Active
Prozac,'52959023300',20,mg,PHARMA PAC,Active
Prozac,'52959023310',20,mg,PHARMA PAC,Active
Prozac,'52959023314',20,mg,PHARMA PAC,Active
Prozac,'52959023320',20,mg,PHARMA PAC,Active
Prozac,'52959023330',20,mg,PHARMA PAC,Active
Prozac,'52959023340',20,mg,PHARMA PAC,Active
Prozac,'52959023350',20,mg,PHARMA PAC,Active
Prozac,'53002101602',20,mg,PHARMEDIX,Active
Prozac,'53002101603',20,mg,PHARMEDIX,Active
Prozac,'53002101630',20,mg,PHARMEDIX,Active
Prozac,'54124077010',20,mg,OMEGA LABS.,Active
Prozac,'54124077015',20,mg,OMEGA LABS.,Active
Prozac,'54124077020',20,mg,OMEGA LABS.,Active
Prozac,'54124077030',20,mg,OMEGA LABS.,Active
Prozac,'54124077060',20,mg,OMEGA LABS.,Active
Prozac,'54569173200',20,mg,A-S MEDICATION,Active
Prozac,'54569173201',20,mg,A-S MEDICATION,Active
Prozac,'54569173202',20,mg,A-S MEDICATION,Active
Prozac,'54569173203',20,mg,A-S MEDICATION,Active
Prozac,'54569173204',20,mg,A-S MEDICATION,Active
Prozac,'54569173205',20,mg,A-S MEDICATION,Active
Prozac,'54569173206',20,mg,A-S MEDICATION,Active
Prozac,'54569801300',20,mg,A-S MEDICATION,Active
Prozac,'54569852200',20,mg,A-S MEDICATION,Active
Prozac,'54569852201',20,mg,A-S MEDICATION,Active
Prozac,'54868051100',20,mg,PHYSICIANS TC.,Active
Prozac,'54868051101',20,mg,PHYSICIANS TC.,Active
Prozac,'54868051102',20,mg,PHYSICIANS TC.,Active
Prozac,'54868051105',20,mg,PHYSICIANS TC.,Active
Prozac,'55045163001',20,mg,DRX,Active
Prozac,'55045163008',20,mg,DRX,Active
Prozac,'55175271703',20,mg,CHESHIRE DRUGS,Active
Prozac,'55175271705',20,mg,CHESHIRE DRUGS,Active
Prozac,'55175271706',20,mg,CHESHIRE DRUGS,Active
Prozac,'55289021522',20,mg,PD-RX PHARM,Active
Prozac,'55947053615',20,mg,PREPAQ,Active
Prozac,'55947053620',20,mg,PREPAQ,Active
Prozac,'57866442201',20,mg,VIBRANTA INC.,Active
Prozac,'58016082810',20,mg,SOUTHWOOD PHARM,Active
Prozac,'58016082820',20,mg,SOUTHWOOD PHARM,Active
Prozac,'58016082830',20,mg,SOUTHWOOD PHARM,Active
Prozac,'58016082840',20,mg,SOUTHWOOD PHARM,Active
Prozac,'58016082860',20,mg,SOUTHWOOD PHARM,Active
Prozac,'58016082890',20,mg,SOUTHWOOD PHARM,Active
Prozac,'60346000414',20,mg,QUALITY CARE PH,Active
Prozac,'60346000430',20,mg,QUALITY CARE PH,Active
Prozac,'60346000445',20,mg,QUALITY CARE PH,Active
Prozac,'61392023515',20,mg,HEARTLAND HLTH,Active
Prozac,'61392023530',20,mg,HEARTLAND HLTH,Active
Prozac,'61392023545',20,mg,HEARTLAND HLTH,Active
Prozac,'61392023551',20,mg,HEARTLAND HLTH,Active
Prozac,'61392023554',20,mg,HEARTLAND HLTH,Active
Prozac,'61392023556',20,mg,HEARTLAND HLTH,Active
Prozac,'61392023560',20,mg,HEARTLAND HLTH,Active
Prozac,'61392023590',20,mg,HEARTLAND HLTH,Active
Prozac,'68115071900',20,mg,"DISPENSEXPRESS,",Active
Prozac,'68115071930',20,mg,"DISPENSEXPRESS,",Active
Prozac,'00777310730',40,mg,DISTA LABS,Active
Prozac,'54868439400',40,mg,PHYSICIANS TC.,Active
Prozac,'00002400602',10,mg,ELI LILLY & CO.,Inactive
Prozac,'00002400630',10,mg,ELI LILLY & CO.,Inactive
Prozac,'66336097130',10,mg,DISPENSING SOLN,Inactive
Prozac,'00777512058',20 mg/5 mL,(4 mg/mL),DISTA LABS,Inactive
Prozac,'50962050005',20 mg/5 mL,(4 mg/mL),"XACTDOSE,INC.",Inactive
Prozac,'50962050060',20 mg/5 mL,(4 mg/mL),ALPHARMA US,Inactive
Prozac,'54569359600',20 mg/5 mL,(4 mg/mL),A-S MEDICATION,Inactive
Prozac Weekly,'00002300475',90,mg,ELI LILLY & CO.,Active
Prozac Weekly,'52959063804',90,mg,PHARMA PAC,Active
Prozac Weekly,'54569523900',90,mg,A-S MEDICATION,Active
Rapiflux,'16241075901',20,mg,PRX PHARMACEUTI,Inactive
Rapiflux,'49884075901',20,mg,PRX PHARMACEUTI,Inactive
Sarafem,'00430021014',10,mg,ACTAVIS U.S. BR,Active
Sarafem,'00430022014',20,mg,ACTAVIS U.S. BR,Active
Sarafem,'00002321045',10,mg,WC PROF PRODS,Inactive
Sarafem,'00430043514',10,mg,WC PROF PRODS,Inactive
Sarafem,'54868457000',10,mg,PHYSICIANS TC.,Inactive
Sarafem,'00430021514',15,mg,WC PROF PRODS,Inactive
Sarafem,'00002322045',20,mg,WC PROF PRODS,Inactive
Sarafem,'00430043614',20,mg,WC PROF PRODS,Inactive
Selfemra,'00093722528',10,mg,TEVA USA,Inactive
Selfemra,'00093722628',20,mg,TEVA USA,Inactive
Sentroxatine,'68405804326',10,mg,PHYSICIAN THERA,Inactive
fluoxetine,'00093104201',10,mg,TEVA USA,Active
fluoxetine,'00093104210',10,mg,TEVA USA,Active
fluoxetine,'00093104219',10,mg,TEVA USA,Active
fluoxetine,'00093104293',10,mg,TEVA USA,Active
fluoxetine,'00172436300',10,mg,IVAX PHARMACEUT,Active
fluoxetine,'00172436310',10,mg,IVAX PHARMACEUT,Active
fluoxetine,'00172436360',10,mg,IVAX PHARMACEUT,Active
fluoxetine,'00172436370',10,mg,IVAX PHARMACEUT,Active
fluoxetine,'00172436380',10,mg,IVAX PHARMACEUT,Active
fluoxetine,'00185008001',10,mg,EON LABS,Active
fluoxetine,'00185008010',10,mg,EON LABS,Active
fluoxetine,'00228270211',10,mg,PUREPAC PHARMAC,Active
fluoxetine,'00378421001',10,mg,MYLAN,Active
fluoxetine,'00378541028',10,mg,MYLAN,Active
fluoxetine,'00406066101',10,mg,MALLINCKRODT PH,Active
fluoxetine,'00406066105',10,mg,MALLINCKRODT PH,Active
fluoxetine,'00406066191',10,mg,MALLINCKRODT PH,Active
fluoxetine,'00440753807',10,mg,LIBERTY PHARM,Active
fluoxetine,'00440753814',10,mg,LIBERTY PHARM,Active
fluoxetine,'00440753830',10,mg,LIBERTY PHARM,Active
fluoxetine,'00440753890',10,mg,LIBERTY PHARM,Active
fluoxetine,'00555087602',10,mg,BARR,Active
fluoxetine,'00591082601',10,mg,WATSON PHARMA,Active
fluoxetine,'00591082610',10,mg,WATSON PHARMA,Active
fluoxetine,'00677176601',10,mg,URL PHARMA,Active
fluoxetine,'00677176605',10,mg,URL PHARMA,Active
fluoxetine,'00677176610',10,mg,URL PHARMA,Active
fluoxetine,'00781282301',10,mg,SANDOZ,Active
fluoxetine,'00781282310',10,mg,SANDOZ,Active
fluoxetine,'00781282708',10,mg,SANDOZ,Active
fluoxetine,'00904578461',10,mg,MAJOR PHARMACEU,Active
fluoxetine,'10544058290',10,mg,BLENHEIM PHARMA,Active
fluoxetine,'16590009930',10,mg,STAT RX USA,Active
fluoxetine,'16590009960',10,mg,STAT RX USA,Active
fluoxetine,'16714035101',10,mg,NORTHSTAR RX LL,Active
fluoxetine,'16714035102',10,mg,NORTHSTAR RX LL,Active
fluoxetine,'16714035103',10,mg,NORTHSTAR RX LL,Active
fluoxetine,'17236080701',10,mg,AKYMA PHARMACEU,Active
fluoxetine,'17236080710',10,mg,AKYMA PHARMACEU,Active
fluoxetine,'18837030430',10,mg,INNOVIANT PHARM,Active
fluoxetine,'21695005220',10,mg,PHYSICIAN PARTN,Active
fluoxetine,'21695005230',10,mg,PHYSICIAN PARTN,Active
fluoxetine,'21695005260',10,mg,PHYSICIAN PARTN,Active
fluoxetine,'21695005290',10,mg,PHYSICIAN PARTN,Active
fluoxetine,'23490560103',10,mg,PALMETTO STATE,Active
fluoxetine,'31722090301',10,mg,CAMBER PHARMACE,Active
fluoxetine,'31722090305',10,mg,CAMBER PHARMACE,Active
fluoxetine,'31722090330',10,mg,CAMBER PHARMACE,Active
fluoxetine,'33358014430',10,mg,RXCHANGE CO.,Active
fluoxetine,'33358014460',10,mg,RXCHANGE CO.,Active
fluoxetine,'33358014490',10,mg,RXCHANGE CO.,Active
fluoxetine,'42543072501',10,mg,VENSUN PHARMACE,Active
fluoxetine,'42543072505',10,mg,VENSUN PHARMACE,Active
fluoxetine,'42543072510',10,mg,VENSUN PHARMACE,Active
fluoxetine,'42543072530',10,mg,VENSUN PHARMACE,Active
fluoxetine,'43063057021',10,mg,PD-RX PHARM,Active
fluoxetine,'43063057028',10,mg,PD-RX PHARM,Active
fluoxetine,'43063057030',10,mg,PD-RX PHARM,Active
fluoxetine,'43063057090',10,mg,PD-RX PHARM,Active
fluoxetine,'43353063730',10,mg,APHENA PHARMA S,Active
fluoxetine,'43353063760',10,mg,APHENA PHARMA S,Active
fluoxetine,'49884073201',10,mg,PAR PHARM.,Active
fluoxetine,'49884073210',10,mg,PAR PHARM.,Active
fluoxetine,'50111064701',10,mg,"PLIVA, INC",Active
fluoxetine,'50111064702',10,mg,"PLIVA, INC",Active
fluoxetine,'50111064703',10,mg,"PLIVA, INC",Active
fluoxetine,'50268033311',10,mg,AVPAK,Active
fluoxetine,'50268033315',10,mg,AVPAK,Active
fluoxetine,'50436092401',10,mg,UNIT DOSE SERVI,Active
fluoxetine,'51079099701',10,mg,UDL,Active
fluoxetine,'51079099720',10,mg,UDL,Active
fluoxetine,'51138009330',10,mg,MED-HEALTH PHAR,Active
fluoxetine,'51138020830',10,mg,MED-HEALTH PHAR,Active
fluoxetine,'52959066930',10,mg,PHARMA PAC,Active
fluoxetine,'52959066959',10,mg,PHARMA PAC,Active
fluoxetine,'52959066960',10,mg,PHARMA PAC,Active
fluoxetine,'53489037301',10,mg,MUTUAL PHARM CO,Active
fluoxetine,'53489037305',10,mg,MUTUAL PHARM CO,Active
fluoxetine,'53489037306',10,mg,MUTUAL PHARM CO,Active
fluoxetine,'53489037307',10,mg,MUTUAL PHARM CO,Active
fluoxetine,'53489037310',10,mg,MUTUAL PHARM CO,Active
fluoxetine,'54569531900',10,mg,A-S MEDICATION,Active
fluoxetine,'54569531902',10,mg,A-S MEDICATION,Active
fluoxetine,'54868566300',10,mg,PHYSICIANS TC.,Active
fluoxetine,'54868566301',10,mg,PHYSICIANS TC.,Active
fluoxetine,'54868566302',10,mg,PHYSICIANS TC.,Active
fluoxetine,'55045376608',10,mg,DRX,Active
fluoxetine,'55111014701',10,mg,DR.REDDY'S LAB,Active
fluoxetine,'55289061314',10,mg,PD-RX PHARM,Active
fluoxetine,'55289061330',10,mg,PD-RX PHARM,Active
fluoxetine,'55289061360',10,mg,PD-RX PHARM,Active
fluoxetine,'55700008900',10,mg,QUALITY CARE,Active
fluoxetine,'55700008990',10,mg,QUALITY CARE,Active
fluoxetine,'55887045830',10,mg,DHS INC.,Active
fluoxetine,'55887045840',10,mg,DHS INC.,Active
fluoxetine,'58016090600',10,mg,SOUTHWOOD PHARM,Active
fluoxetine,'58016090602',10,mg,SOUTHWOOD PHARM,Active
fluoxetine,'58016090603',10,mg,SOUTHWOOD PHARM,Active
fluoxetine,'58016090630',10,mg,SOUTHWOOD PHARM,Active
fluoxetine,'58016090660',10,mg,SOUTHWOOD PHARM,Active
fluoxetine,'58016090673',10,mg,SOUTHWOOD PHARM,Active
fluoxetine,'58016090689',10,mg,SOUTHWOOD PHARM,Active
fluoxetine,'58016090690',10,mg,SOUTHWOOD PHARM,Active
fluoxetine,'60429071818',10,mg,"GSMS, INC.",Active
fluoxetine,'60429071830',10,mg,"GSMS, INC.",Active
fluoxetine,'60429071860',10,mg,"GSMS, INC.",Active
fluoxetine,'60429071890',10,mg,"GSMS, INC.",Active
fluoxetine,'61919009930',10,mg,DIRECT RX,Active
fluoxetine,'62037053801',10,mg,ANDRX PHARM.,Active
fluoxetine,'62037053805',10,mg,ANDRX PHARM.,Active
fluoxetine,'62037053810',10,mg,ANDRX PHARM.,Active
fluoxetine,'62332002231',10,mg,ALEMBIC PHARMAC,Active
fluoxetine,'62332002291',10,mg,ALEMBIC PHARMAC,Active
fluoxetine,'63187008130',10,mg,PROFICIENT RX L,Active
fluoxetine,'63304068630',10,mg,RANBAXY PHARMAC,Active
fluoxetine,'63304068690',10,mg,RANBAXY PHARMAC,Active
fluoxetine,'63629160901',10,mg,BRYANT RANCH PR,Active
fluoxetine,'63629160902',10,mg,BRYANT RANCH PR,Active
fluoxetine,'63629160903',10,mg,BRYANT RANCH PR,Active
fluoxetine,'63629160904',10,mg,BRYANT RANCH PR,Active
fluoxetine,'63739029510',10,mg,MCKESSON PACKAG,Active
fluoxetine,'63739029515',10,mg,MCKESSON PACKAG,Active
fluoxetine,'63874057401',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874057404',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874057410',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874057414',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874057420',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874057421',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874057428',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874057430',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874057460',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874057472',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874057474',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874057477',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874057490',10,mg,ALTURA PHARMA,Active
fluoxetine,'65162017610',10,mg,AKYMA PHARMACEU,Active
fluoxetine,'65162017611',10,mg,AKYMA PHARMACEU,Active
fluoxetine,'65862019201',10,mg,AUROBINDO PHARM,Active
fluoxetine,'65862019205',10,mg,AUROBINDO PHARM,Active
fluoxetine,'65862019299',10,mg,AUROBINDO PHARM,Active
fluoxetine,'66116028630',10,mg,MEDVANTX,Active
fluoxetine,'66116028640',10,mg,MEDVANTX,Active
fluoxetine,'66267057630',10,mg,NUCARE PHARMACE,Active
fluoxetine,'66336084430',10,mg,DISPENSING SOLN,Active
fluoxetine,'66336084490',10,mg,DISPENSING SOLN,Active
fluoxetine,'67544015330',10,mg,APHENA PHARMA S,Active
fluoxetine,'67544086330',10,mg,APHENA PHARMA S,Active
fluoxetine,'67544086360',10,mg,APHENA PHARMA S,Active
fluoxetine,'68115014330',10,mg,"DISPENSEXPRESS,",Active
fluoxetine,'68115014360',10,mg,"DISPENSEXPRESS,",Active
fluoxetine,'68387012530',10,mg,DISPENSING SOLN,Active
fluoxetine,'68645013154',10,mg,LEGACY PHARMACE,Active
fluoxetine,'00093718810',10,mg,TEVA USA,Active
fluoxetine,'00093718856',10,mg,TEVA USA,Active
fluoxetine,'00172451060',10,mg,IVAX PHARMACEUT,Active
fluoxetine,'00172451070',10,mg,IVAX PHARMACEUT,Active
fluoxetine,'00172451080',10,mg,IVAX PHARMACEUT,Active
fluoxetine,'00378073401',10,mg,MYLAN,Active
fluoxetine,'00378073493',10,mg,MYLAN,Active
fluoxetine,'00555020101',10,mg,BARR,Active
fluoxetine,'13668044301',10,mg,TORRENT PHARMAC,Active
fluoxetine,'13668044310',10,mg,TORRENT PHARMAC,Active
fluoxetine,'13668044330',10,mg,TORRENT PHARMAC,Active
fluoxetine,'21695032000',10,mg,PHYSICIAN PARTN,Active
fluoxetine,'21695032060',10,mg,PHYSICIAN PARTN,Active
fluoxetine,'21695032090',10,mg,PHYSICIAN PARTN,Active
fluoxetine,'35356064930',10,mg,QUALITY CARE,Active
fluoxetine,'35356064990',10,mg,QUALITY CARE,Active
fluoxetine,'42291027890',10,mg,AVKARE,Active
fluoxetine,'49884033501',10,mg,PAR PHARM.,Active
fluoxetine,'49884033511',10,mg,PAR PHARM.,Active
fluoxetine,'49884073401',10,mg,PAR PHARM.,Active
fluoxetine,'49884073410',10,mg,PAR PHARM.,Active
fluoxetine,'49884073411',10,mg,PAR PHARM.,Active
fluoxetine,'49884073482',10,mg,PAR PHARM.,Active
fluoxetine,'49999036214',10,mg,QUALITY CARE,Active
fluoxetine,'49999036230',10,mg,QUALITY CARE,Active
fluoxetine,'49999036290',10,mg,QUALITY CARE,Active
fluoxetine,'54868456000',10,mg,PHYSICIANS TC.,Active
fluoxetine,'54868456001',10,mg,PHYSICIANS TC.,Active
fluoxetine,'54868456002',10,mg,PHYSICIANS TC.,Active
fluoxetine,'55111015001',10,mg,DR.REDDY'S LAB,Active
fluoxetine,'55111015010',10,mg,DR.REDDY'S LAB,Active
fluoxetine,'55111015030',10,mg,DR.REDDY'S LAB,Active
fluoxetine,'55700018030',10,mg,QUALITY CARE,Active
fluoxetine,'55700018090',10,mg,QUALITY CARE,Active
fluoxetine,'55887066430',10,mg,DHS INC.,Active
fluoxetine,'55887066490',10,mg,DHS INC.,Active
fluoxetine,'63874105301',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874105302',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874105303',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874105304',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874105305',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874105306',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874105308',10,mg,ALTURA PHARMA,Active
fluoxetine,'63874105309',10,mg,ALTURA PHARMA,Active
fluoxetine,'66336051730',10,mg,DISPENSING SOLN,Active
fluoxetine,'00093104301',20,mg,TEVA USA,Active
fluoxetine,'00093435601',20,mg,TEVA USA,Active
fluoxetine,'00093435605',20,mg,TEVA USA,Active
fluoxetine,'00093435610',20,mg,TEVA USA,Active
fluoxetine,'00093435619',20,mg,TEVA USA,Active
fluoxetine,'00093435693',20,mg,TEVA USA,Active
fluoxetine,'00172435600',20,mg,IVAX PHARMACEUT,Active
fluoxetine,'00172435610',20,mg,IVAX PHARMACEUT,Active
fluoxetine,'00172435660',20,mg,IVAX PHARMACEUT,Active
fluoxetine,'00172435670',20,mg,IVAX PHARMACEUT,Active
fluoxetine,'00172435680',20,mg,IVAX PHARMACEUT,Active
fluoxetine,'00185008501',20,mg,EON LABS,Active
fluoxetine,'00185008510',20,mg,EON LABS,Active
fluoxetine,'00228270311',20,mg,PUREPAC PHARMAC,Active
fluoxetine,'00378422001',20,mg,MYLAN,Active
fluoxetine,'00378542028',20,mg,MYLAN,Active
fluoxetine,'00406066301',20,mg,MALLINCKRODT PH,Active
fluoxetine,'00406066303',20,mg,MALLINCKRODT PH,Active
fluoxetine,'00406066305',20,mg,MALLINCKRODT PH,Active
fluoxetine,'00406066362',20,mg,MALLINCKRODT PH,Active
fluoxetine,'00406066363',20,mg,MALLINCKRODT SP,Active
fluoxetine,'00406066391',20,mg,MALLINCKRODT PH,Active
fluoxetine,'00440752107',20,mg,LIBERTY PHARM,Active
fluoxetine,'00440752114',20,mg,LIBERTY PHARM,Active
fluoxetine,'00440752128',20,mg,LIBERTY PHARM,Active
fluoxetine,'00440752130',20,mg,LIBERTY PHARM,Active
fluoxetine,'00440752160',20,mg,LIBERTY PHARM,Active
fluoxetine,'00440752190',20,mg,LIBERTY PHARM,Active
fluoxetine,'00555087702',20,mg,BARR,Active
fluoxetine,'00555087704',20,mg,BARR,Active
fluoxetine,'00555087705',20,mg,BARR,Active
fluoxetine,'00555087707',20,mg,BARR,Active
fluoxetine,'00591082701',20,mg,WATSON PHARMA,Active
fluoxetine,'00591082710',20,mg,WATSON PHARMA,Active
fluoxetine,'00591082730',20,mg,WATSON PHARMA,Active
fluoxetine,'00591082790',20,mg,WATSON PHARMA,Active
fluoxetine,'00677176701',20,mg,URL PHARMA,Active
fluoxetine,'00677176705',20,mg,URL PHARMA,Active
fluoxetine,'00677176710',20,mg,URL PHARMA,Active
fluoxetine,'00781282201',20,mg,SANDOZ,Active
fluoxetine,'00781282210',20,mg,SANDOZ,Active
fluoxetine,'00781282808',20,mg,SANDOZ,Active
fluoxetine,'00904578561',20,mg,MAJOR PHARMACEU,Active
fluoxetine,'10544006530',20,mg,BLENHEIM PHARMA,Active
fluoxetine,'10544006590',20,mg,BLENHEIM PHARMA,Active
fluoxetine,'10544033630',20,mg,BLENHEIM PHARMA,Active
fluoxetine,'16590010030',20,mg,STAT RX USA,Active
fluoxetine,'16590010056',20,mg,STAT RX USA,Active
fluoxetine,'16590010060',20,mg,STAT RX USA,Active
fluoxetine,'16590010082',20,mg,STAT RX USA,Active
fluoxetine,'16590010090',20,mg,STAT RX USA,Active
fluoxetine,'16714035201',20,mg,NORTHSTAR RX LL,Active
fluoxetine,'16714035202',20,mg,NORTHSTAR RX LL,Active
fluoxetine,'16714035203',20,mg,NORTHSTAR RX LL,Active
fluoxetine,'17236080801',20,mg,AKYMA PHARMACEU,Active
fluoxetine,'17236080810',20,mg,AKYMA PHARMACEU,Active
fluoxetine,'18837005430',20,mg,INNOVIANT PHARM,Active
fluoxetine,'18837005460',20,mg,INNOVIANT PHARM,Active
fluoxetine,'18837005490',20,mg,INNOVIANT PHARM,Active
fluoxetine,'21695005330',20,mg,PHYSICIAN PARTN,Active
fluoxetine,'21695005360',20,mg,PHYSICIAN PARTN,Active
fluoxetine,'21695005390',20,mg,PHYSICIAN PARTN,Active
fluoxetine,'23490560201',20,mg,PALMETTO STATE,Active
fluoxetine,'23490560202',20,mg,PALMETTO STATE,Active
fluoxetine,'23490560203',20,mg,PALMETTO STATE,Active
fluoxetine,'31722090401',20,mg,CAMBER PHARMACE,Active
fluoxetine,'31722090405',20,mg,CAMBER PHARMACE,Active
fluoxetine,'31722090410',20,mg,CAMBER PHARMACE,Active
fluoxetine,'33358014530',20,mg,RXCHANGE CO.,Active
fluoxetine,'33358014560',20,mg,RXCHANGE CO.,Active
fluoxetine,'35356072800',20,mg,QUALITY CARE,Active
fluoxetine,'35356072815',20,mg,QUALITY CARE,Active
fluoxetine,'35356072830',20,mg,QUALITY CARE,Active
fluoxetine,'35356072860',20,mg,QUALITY CARE,Active
fluoxetine,'35356072890',20,mg,QUALITY CARE,Active
fluoxetine,'35356087230',20,mg,QUALITY CARE,Active
fluoxetine,'35356087260',20,mg,QUALITY CARE,Active
fluoxetine,'35356087290',20,mg,QUALITY CARE,Active
fluoxetine,'42254023530',20,mg,PHYSICIAN PARTN,Active
fluoxetine,'42254023560',20,mg,PHYSICIAN PARTN,Active
fluoxetine,'42254023590',20,mg,PHYSICIAN PARTN,Active
fluoxetine,'42543072601',20,mg,VENSUN PHARMACE,Active
fluoxetine,'42543072605',20,mg,VENSUN PHARMACE,Active
fluoxetine,'42543072610',20,mg,VENSUN PHARMACE,Active
fluoxetine,'42543072630',20,mg,VENSUN PHARMACE,Active
fluoxetine,'42549033630',20,mg,4UORTHO LLC,Active
fluoxetine,'42549053630',20,mg,4UORTHO LLC,Active
fluoxetine,'42549059930',20,mg,4UORTHO LLC,Active
fluoxetine,'43063000901',20,mg,PD-RX PHARM,Active
fluoxetine,'43063071221',20,mg,PD-RX PHARM,Active
fluoxetine,'43063071230',20,mg,PD-RX PHARM,Active
fluoxetine,'49884073301',20,mg,PAR PHARM.,Active
fluoxetine,'49884073310',20,mg,PAR PHARM.,Active
fluoxetine,'49884073382',20,mg,PAR PHARM.,Active
fluoxetine,'49884075101',20,mg,PAR PHARM.,Active
fluoxetine,'49884075110',20,mg,PAR PHARM.,Active
fluoxetine,'49999012800',20,mg,QUALITY CARE,Active
fluoxetine,'49999012814',20,mg,QUALITY CARE,Active
fluoxetine,'49999012820',20,mg,QUALITY CARE,Active
fluoxetine,'49999012830',20,mg,QUALITY CARE,Active
fluoxetine,'49999012860',20,mg,QUALITY CARE,Active
fluoxetine,'49999012890',20,mg,QUALITY CARE,Active
fluoxetine,'50111064801',20,mg,"PLIVA, INC",Active
fluoxetine,'50111064802',20,mg,TEVA USA,Active
fluoxetine,'50111064803',20,mg,"PLIVA, INC",Active
fluoxetine,'50111064810',20,mg,"PLIVA, INC",Active
fluoxetine,'50111064844',20,mg,"PLIVA, INC",Active
fluoxetine,'50268033411',20,mg,AVPAK,Active
fluoxetine,'50268033415',20,mg,AVPAK,Active
fluoxetine,'50436092201',20,mg,UNIT DOSE SERVI,Active
fluoxetine,'51079097101',20,mg,UDL,Active
fluoxetine,'51079097117',20,mg,UDL,Active
fluoxetine,'51079097119',20,mg,UDL,Active
fluoxetine,'51079097120',20,mg,UDL,Active
fluoxetine,'51138009430',20,mg,MED-HEALTH PHAR,Active
fluoxetine,'51138020930',20,mg,MED-HEALTH PHAR,Active
fluoxetine,'52959073200',20,mg,PHARMA PAC,Active
fluoxetine,'52959073210',20,mg,PHARMA PAC,Active
fluoxetine,'52959073214',20,mg,PHARMA PAC,Active
fluoxetine,'52959073215',20,mg,PHARMA PAC,Active
fluoxetine,'52959073220',20,mg,PHARMA PAC,Active
fluoxetine,'52959073230',20,mg,PHARMA PAC,Active
fluoxetine,'52959073240',20,mg,PHARMA PAC,Active
fluoxetine,'52959073250',20,mg,PHARMA PAC,Active
fluoxetine,'52959073260',20,mg,PHARMA PAC,Active
