icd_cm,ver,icd_cm_label,hcup_ccs_single,hcup_ccs_single_label
M4722,10,"other spondylosis with radiculopathy, cervical region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M4723,10,"other spondylosis with radiculopathy, cervicothoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M4724,10,"other spondylosis with radiculopathy, thoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M4725,10,"other spondylosis with radiculopathy, thoracolumbar region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M4726,10,"other spondylosis with radiculopathy, lumbar region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M4727,10,"other spondylosis with radiculopathy, lumbosacral region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M4728,10,"other spondylosis with radiculopathy, sacral and sacrococcygeal region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M47811,10,"spondylosis without myelopathy or radiculopathy, occipito-atlanto-axial region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M47812,10,"spondylosis without myelopathy or radiculopathy, cervical region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M47813,10,"spondylosis without myelopathy or radiculopathy, cervicothoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M47814,10,"spondylosis without myelopathy or radiculopathy, thoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M47815,10,"spondylosis without myelopathy or radiculopathy, thoracolumbar region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M47816,10,"spondylosis without myelopathy or radiculopathy, lumbar region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M47817,10,"spondylosis without myelopathy or radiculopathy, lumbosacral region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M47818,10,"spondylosis without myelopathy or radiculopathy, sacral and sacrococcygeal region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M47891,10,"other spondylosis, occipito-atlanto-axial region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M47892,10,"other spondylosis, cervical region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M47893,10,"other spondylosis, cervicothoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M47894,10,"other spondylosis, thoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M47895,10,"other spondylosis, thoracolumbar region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M47896,10,"other spondylosis, lumbar region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M47897,10,"other spondylosis, lumbosacral region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M47898,10,"other spondylosis, sacral and sacrococcygeal region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M4801,10,"spinal stenosis, occipito-atlanto-axial region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M4802,10,"spinal stenosis, cervical region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M4803,10,"spinal stenosis, cervicothoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5000,10,"cervical disc disorder with myelopathy, unspecified cervical region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5001,10,"cervical disc disorder with myelopathy, high cervical region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M50020,10,"cervical disc disorder with myelopathy, mid-cervical region, unspecified level",205,(205) spondylosis; intervertebral disc disorders; other back problems
M50021,10,cervical disc disorder at c4-c5 level with myelopathy,205,(205) spondylosis; intervertebral disc disorders; other back problems
M50022,10,cervical disc disorder at c5-c6 level with myelopathy,205,(205) spondylosis; intervertebral disc disorders; other back problems
M50023,10,cervical disc disorder at c6-c7 level with myelopathy,205,(205) spondylosis; intervertebral disc disorders; other back problems
M5003,10,"cervical disc disorder with myelopathy, cervicothoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5010,10,"cervical disc disorder with radiculopathy, unspecified cervical region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5011,10,"cervical disc disorder with radiculopathy, high cervical region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M50120,10,"mid-cervical disc disorder, unspecified",205,(205) spondylosis; intervertebral disc disorders; other back problems
M50121,10,cervical disc disorder at c4-c5 level with radiculopathy,205,(205) spondylosis; intervertebral disc disorders; other back problems
M50122,10,cervical disc disorder at c5-c6 level with radiculopathy,205,(205) spondylosis; intervertebral disc disorders; other back problems
M50123,10,cervical disc disorder at c6-c7 level with radiculopathy,205,(205) spondylosis; intervertebral disc disorders; other back problems
M5013,10,"cervical disc disorder with radiculopathy, cervicothoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5020,10,"other cervical disc displacement, unspecified cervical region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5021,10,"other cervical disc displacement, high cervical region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M50220,10,"other cervical disc displacement, mid-cervical region, unspecified level",205,(205) spondylosis; intervertebral disc disorders; other back problems
M50221,10,other cervical disc displacement at c4-c5 level,205,(205) spondylosis; intervertebral disc disorders; other back problems
M50222,10,other cervical disc displacement at c5-c6 level,205,(205) spondylosis; intervertebral disc disorders; other back problems
M50223,10,other cervical disc displacement at c6-c7 level,205,(205) spondylosis; intervertebral disc disorders; other back problems
M5023,10,"other cervical disc displacement, cervicothoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5080,10,"other cervical disc disorders, unspecified cervical region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5081,10,"other cervical disc disorders, high cervical region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M50820,10,"other cervical disc disorders, mid-cervical region, unspecified level",205,(205) spondylosis; intervertebral disc disorders; other back problems
M50821,10,other cervical disc disorders at c4-c5 level,205,(205) spondylosis; intervertebral disc disorders; other back problems
M50822,10,other cervical disc disorders at c5-c6 level,205,(205) spondylosis; intervertebral disc disorders; other back problems
M50823,10,other cervical disc disorders at c6-c7 level,205,(205) spondylosis; intervertebral disc disorders; other back problems
M5083,10,"other cervical disc disorders, cervicothoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5090,10,"cervical disc disorder, unspecified, unspecified cervical region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5091,10,"cervical disc disorder, unspecified, high cervical region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M50920,10,"unspecified cervical disc disorder, mid-cervical region, unspecified level",205,(205) spondylosis; intervertebral disc disorders; other back problems
M50921,10,unspecified cervical disc disorder at c4-c5 level,205,(205) spondylosis; intervertebral disc disorders; other back problems
M50922,10,unspecified cervical disc disorder at c5-c6 level,205,(205) spondylosis; intervertebral disc disorders; other back problems
M50923,10,unspecified cervical disc disorder at c6-c7 level,205,(205) spondylosis; intervertebral disc disorders; other back problems
M5093,10,"cervical disc disorder, unspecified, cervicothoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5144,10,"schmorl's nodes, thoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5145,10,"schmorl's nodes, thoracolumbar region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M530,10,cervicocranial syndrome,205,(205) spondylosis; intervertebral disc disorders; other back problems
M531,10,cervicobrachial syndrome,205,(205) spondylosis; intervertebral disc disorders; other back problems
M532X7,10,"spinal instabilities, lumbosacral region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M532X8,10,"spinal instabilities, sacral and sacrococcygeal region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M533,10,"sacrococcygeal disorders, not elsewhere classified",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5381,10,"other specified dorsopathies, occipito-atlanto-axial region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5382,10,"other specified dorsopathies, cervical region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5383,10,"other specified dorsopathies, cervicothoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5386,10,"other specified dorsopathies, lumbar region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5387,10,"other specified dorsopathies, lumbosacral region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5388,10,"other specified dorsopathies, sacral and sacrococcygeal region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5400,10,"panniculitis affecting regions of neck and back, site unspecified",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5401,10,"panniculitis affecting regions of neck and back, occipito-atlanto-axial region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5402,10,"panniculitis affecting regions of neck and back, cervical region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5403,10,"panniculitis affecting regions of neck and back, cervicothoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5404,10,"panniculitis affecting regions of neck and back, thoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5405,10,"panniculitis affecting regions of neck and back, thoracolumbar region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5406,10,"panniculitis affecting regions of neck and back, lumbar region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5407,10,"panniculitis affecting regions of neck and back, lumbosacral region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5408,10,"panniculitis affecting regions of neck and back, sacral and sacrococcygeal region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5409,10,"panniculitis affecting regions, neck and back, multiple sites in spine",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5411,10,"radiculopathy, occipito-atlanto-axial region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5412,10,"radiculopathy, cervical region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5413,10,"radiculopathy, cervicothoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5414,10,"radiculopathy, thoracic region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5415,10,"radiculopathy, thoracolumbar region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5416,10,"radiculopathy, lumbar region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M5417,10,"radiculopathy, lumbosacral region",205,(205) spondylosis; intervertebral disc disorders; other back problems
M542,10,cervicalgia,205,(205) spondylosis; intervertebral disc disorders; other back problems
M545,10,low back pain,205,(205) spondylosis; intervertebral disc disorders; other back problems
M5481,10,occipital neuralgia,205,(205) spondylosis; intervertebral disc disorders; other back problems
M5489,10,other dorsalgia,205,(205) spondylosis; intervertebral disc disorders; other back problems
M549,10,"dorsalgia, unspecified",205,(205) spondylosis; intervertebral disc disorders; other back problems
M62830,10,muscle spasm of back,205,(205) spondylosis; intervertebral disc disorders; other back problems
M961,10,"postlaminectomy syndrome, not elsewhere classified",205,(205) spondylosis; intervertebral disc disorders; other back problems
M9910,10,subluxation complex (vertebral) of head region,225,(225) joint disorders and dislocations; trauma-related
M9911,10,subluxation complex (vertebral) of cervical region,225,(225) joint disorders and dislocations; trauma-related
M9920,10,subluxation stenosis of neural canal of head region,205,(205) spondylosis; intervertebral disc disorders; other back problems
M9921,10,subluxation stenosis of neural canal of cervical region,205,(205) spondylosis; intervertebral disc disorders; other back problems
M9930,10,osseous stenosis of neural canal of head region,205,(205) spondylosis; intervertebral disc disorders; other back problems
M9931,10,osseous stenosis of neural canal of cervical region,205,(205) spondylosis; intervertebral disc disorders; other back problems
M9940,10,connective tissue stenosis of neural canal of head region,205,(205) spondylosis; intervertebral disc disorders; other back problems
M9941,10,connective tissue stenosis of neural canal of cervical region,205,(205) spondylosis; intervertebral disc disorders; other back problems
M9950,10,intervertebral disc stenosis of neural canal of head region,205,(205) spondylosis; intervertebral disc disorders; other back problems
M9951,10,intervertebral disc stenosis of neural canal of cervical region,205,(205) spondylosis; intervertebral disc disorders; other back problems
M9960,10,osseous and subluxation stenosis of intervertebral foramina of head region,205,(205) spondylosis; intervertebral disc disorders; other back problems
M9961,10,osseous and subluxation stenosis of intervertebral foramina of cervical region,205,(205) spondylosis; intervertebral disc disorders; other back problems
M9970,10,connective tissue and disc stenosis of intervertebral foramina of head region,205,(205) spondylosis; intervertebral disc disorders; other back problems
M9971,10,connective tissue and disc stenosis of intervertebral foramina of cervical region,205,(205) spondylosis; intervertebral disc disorders; other back problems
S130XXA,10,"traumatic rupture of cervical intervertebral disc, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13100A,10,"subluxation of unspecified cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13101A,10,"dislocation of unspecified cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13110A,10,"subluxation of c0/c1 cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13111A,10,"dislocation of c0/c1 cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13120A,10,"subluxation of c1/c2 cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13121A,10,"dislocation of c1/c2 cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13130A,10,"subluxation of c2/c3 cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13131A,10,"dislocation of c2/c3 cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13140A,10,"subluxation of c3/c4 cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13141A,10,"dislocation of c3/c4 cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13150A,10,"subluxation of c4/c5 cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13151A,10,"dislocation of c4/c5 cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13160A,10,"subluxation of c5/c6 cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13161A,10,"dislocation of c5/c6 cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13170A,10,"subluxation of c6/c7 cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13171A,10,"dislocation of c6/c7 cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13180A,10,"subluxation of c7/t1 cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S13181A,10,"dislocation of c7/t1 cervical vertebrae, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S1320XA,10,"dislocation of unspecified parts of neck, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S1329XA,10,"dislocation of other parts of neck, initial encounter",225,(225) joint disorders and dislocations; trauma-related
S134XXA,10,"sprain of ligaments of cervical spine, initial encounter",232,(232) sprains and strains
S138XXA,10,"sprain of joints and ligaments of other parts of neck, initial encounter",232,(232) sprains and strains
S139XXA,10,"sprain of joints and ligaments of unspecified parts of neck, initial encounter",232,(232) sprains and strains
S161XXA,10,"strain of muscle, fascia and tendon at neck level, initial encounter",232,(232) sprains and strains
S233XXA,10,"sprain of ligaments of thoracic spine, initial encounter",232,(232) sprains and strains
S238XXA,10,"sprain of other specified parts of thorax, initial encounter",232,(232) sprains and strains
S239XXA,10,"sprain of unspecified parts of thorax, initial encounter",232,(232) sprains and strains
S335XXA,10,"sprain of ligaments of lumbar spine, initial encounter",232,(232) sprains and strains
S336XXA,10,"sprain of sacroiliac joint, initial encounter",232,(232) sprains and strains
S338XXA,10,"sprain of other parts of lumbar spine and pelvis, initial encounter",232,(232) sprains and strains
S339XXA,10,"sprain of unspecified parts of lumbar spine and pelvis, initial encounter",232,(232) sprains and strains
