icd_cm,ver,icd_cm_label,hcup_ccs_single,hcup_ccs_single_label
80055,9,opn skl vlt fx-deep coma,228,(228) skull and face fractures
80056,9,opn skul vlt fx-coma nos,228,(228) skull and face fractures
80059,9,op skl vlt fx-concus nos,228,(228) skull and face fractures
8006,9,opn skl vlt fx/cereb lac*,,
80060,9,opn skl vlt fx/cereb lac,233,(233) intracranial injury
80061,9,opn skul vlt fx w/o coma,233,(233) intracranial injury
80062,9,opn skul vlt fx-brf coma,233,(233) intracranial injury
80063,9,opn skul vlt fx-mod coma,233,(233) intracranial injury
80064,9,opn skl vlt fx-proln com,233,(233) intracranial injury
80065,9,opn skl vlt fx-deep coma,233,(233) intracranial injury
80066,9,opn skul vlt fx-coma nos,233,(233) intracranial injury
80069,9,op skl vlt fx-concus nos,233,(233) intracranial injury
8007,9,opn skl vlt fx/menin hem*,,
80070,9,opn skl vlt fx/menin hem,233,(233) intracranial injury
80071,9,opn skul vlt fx w/o coma,233,(233) intracranial injury
80072,9,opn skul vlt fx-brf coma,233,(233) intracranial injury
80073,9,opn skul vlt fx-mod coma,233,(233) intracranial injury
80074,9,opn skl vlt fx-proln com,233,(233) intracranial injury
80075,9,opn skl vlt fx-deep coma,233,(233) intracranial injury
80076,9,opn skul vlt fx-coma nos,233,(233) intracranial injury
80079,9,op skl vlt fx-concus nos,233,(233) intracranial injury
8008,9,opn skull vlt fx/hem nec*,,
80080,9,opn skull vlt fx/hem nec,233,(233) intracranial injury
80081,9,opn skul vlt fx w/o coma,233,(233) intracranial injury
80082,9,opn skul vlt fx-brf coma,233,(233) intracranial injury
80083,9,opn skul vlt fx-mod coma,233,(233) intracranial injury
80084,9,opn skl vlt fx-proln com,233,(233) intracranial injury
80085,9,opn skl vlt fx-deep coma,233,(233) intracranial injury
80086,9,opn skul vlt fx-coma nos,233,(233) intracranial injury
80089,9,op skl vlt fx-concus nos,233,(233) intracranial injury
8009,9,op skl vlt fx/br inj nec*,,
80090,9,op skl vlt fx/br inj nec,233,(233) intracranial injury
80091,9,opn skul vlt fx w/o coma,233,(233) intracranial injury
80092,9,opn skul vlt fx-brf coma,233,(233) intracranial injury
80093,9,opn skul vlt fx-mod coma,233,(233) intracranial injury
80094,9,opn skl vlt fx-proln com,233,(233) intracranial injury
80095,9,op skul vlt fx-deep coma,233,(233) intracranial injury
80096,9,opn skul vlt fx-coma nos,233,(233) intracranial injury
80099,9,op skl vlt fx-concus nos,233,(233) intracranial injury
801,9,skull base fracture*,,
8010,9,clos skull base fracture*,,
80100,9,clos skull base fracture,228,(228) skull and face fractures
80101,9,cl skul base fx w/o coma,228,(228) skull and face fractures
80102,9,cl skul base fx-brf coma,228,(228) skull and face fractures
80103,9,cl skul base fx-mod coma,228,(228) skull and face fractures
80104,9,cl skl base fx-prol coma,228,(228) skull and face fractures
80105,9,cl skl base fx-deep coma,228,(228) skull and face fractures
80106,9,cl skul base fx-coma nos,228,(228) skull and face fractures
80109,9,cl skull base fx-concuss,228,(228) skull and face fractures
8011,9,cl skl base fx/cereb lac*,,
80110,9,cl skl base fx/cereb lac,233,(233) intracranial injury
80111,9,cl skul base fx w/o coma,233,(233) intracranial injury
80112,9,cl skul base fx-brf coma,233,(233) intracranial injury
80113,9,cl skul base fx-mod coma,233,(233) intracranial injury
80114,9,cl skl base fx-prol coma,233,(233) intracranial injury
80115,9,cl skl base fx-deep coma,233,(233) intracranial injury
80116,9,cl skul base fx-coma nos,233,(233) intracranial injury
80119,9,cl skull base fx-concuss,233,(233) intracranial injury
8012,9,cl skl base fx/menin hem*,,
80120,9,cl skl base fx/menin hem,233,(233) intracranial injury
80121,9,cl skul base fx w/o coma,233,(233) intracranial injury
80122,9,cl skul base fx/brf coma,233,(233) intracranial injury
80123,9,cl skul base fx-mod coma,233,(233) intracranial injury
80124,9,cl skl base fx-prol coma,233,(233) intracranial injury
80125,9,cl skl base fx-deep coma,233,(233) intracranial injury
80126,9,cl skul base fx-coma nos,233,(233) intracranial injury
80129,9,cl skull base fx-concuss,233,(233) intracranial injury
8013,9,cl skull base fx/hem nec*,,
80130,9,cl skull base fx/hem nec,233,(233) intracranial injury
80131,9,cl skul base fx w/o coma,233,(233) intracranial injury
80132,9,cl skul base fx-brf coma,233,(233) intracranial injury
80133,9,cl skul base fx-mod coma,233,(233) intracranial injury
80134,9,cl skl base fx-prol coma,233,(233) intracranial injury
80135,9,cl skl base fx-deep coma,233,(233) intracranial injury
80136,9,cl skul base fx-coma nos,233,(233) intracranial injury
80139,9,cl skull base fx-concuss,233,(233) intracranial injury
8014,9,cl sk base fx/br inj nec*,,
80140,9,cl sk base fx/br inj nec,233,(233) intracranial injury
80141,9,cl skul base fx w/o coma,233,(233) intracranial injury
80142,9,cl skul base fx-brf coma,233,(233) intracranial injury
80143,9,cl skul base fx-mod coma,233,(233) intracranial injury
80144,9,cl skl base fx-prol coma,233,(233) intracranial injury
80145,9,cl skl base fx-deep coma,233,(233) intracranial injury
80146,9,cl skul base fx-coma nos,233,(233) intracranial injury
80149,9,cl skull base fx-concuss,233,(233) intracranial injury
8015,9,open skull base fracture*,,
80150,9,open skull base fracture,228,(228) skull and face fractures
80151,9,opn skl base fx w/o coma,228,(228) skull and face fractures
80152,9,opn skl base fx-brf coma,228,(228) skull and face fractures
80153,9,opn skl base fx-mod coma,228,(228) skull and face fractures
80154,9,op skl base fx-prol coma,228,(228) skull and face fractures
80155,9,op skl base fx-deep coma,228,(228) skull and face fractures
80156,9,opn skl base fx-coma nos,228,(228) skull and face fractures
80159,9,opn skul base fx-concuss,228,(228) skull and face fractures
8016,9,op skl base fx/cereb lac*,,
80160,9,op skl base fx/cereb lac,233,(233) intracranial injury
80161,9,opn skl base fx w/o coma,233,(233) intracranial injury
80162,9,opn skl base fx-brf coma,233,(233) intracranial injury
80163,9,opn skl base fx-mod coma,233,(233) intracranial injury
80164,9,op skl base fx-prol coma,233,(233) intracranial injury
80165,9,op skl base fx-deep coma,233,(233) intracranial injury
80166,9,opn skl base fx-coma nos,233,(233) intracranial injury
80169,9,opn skul base fx-concuss,233,(233) intracranial injury
8017,9,op skl base fx/menin hem*,,
80170,9,op skl base fx/menin hem,233,(233) intracranial injury
80171,9,opn skl base fx w/o coma,233,(233) intracranial injury
80172,9,opn skl base fx-brf coma,233,(233) intracranial injury
80173,9,opn skl base fx-mod coma,233,(233) intracranial injury
80174,9,op skl base fx-prol coma,233,(233) intracranial injury
80175,9,op skl base fx-deep coma,233,(233) intracranial injury
80176,9,opn skl base fx-coma nos,233,(233) intracranial injury
80179,9,opn skul base fx-concuss,233,(233) intracranial injury
8018,9,opn skul base fx/hem nec*,,
80180,9,opn skul base fx/hem nec,233,(233) intracranial injury
80181,9,opn skl base fx w/o coma,233,(233) intracranial injury
80182,9,opn skl base fx-brf coma,233,(233) intracranial injury
80183,9,opn skl base fx-mod coma,233,(233) intracranial injury
80184,9,op skl base fx-prol coma,233,(233) intracranial injury
80185,9,op skl base fx-deep coma,233,(233) intracranial injury
80186,9,opn skl base fx-coma nos,233,(233) intracranial injury
80189,9,opn skul base fx-concuss,233,(233) intracranial injury
8019,9,op sk base fx/br inj nec*,,
80190,9,op sk base fx/br inj nec,233,(233) intracranial injury
80191,9,op skul base fx w/o coma,233,(233) intracranial injury
80192,9,opn skl base fx-brf coma,233,(233) intracranial injury
80193,9,opn skl base fx-mod coma,233,(233) intracranial injury
80194,9,op skl base fx-prol coma,233,(233) intracranial injury
80195,9,op skl base fx-deep coma,233,(233) intracranial injury
80196,9,opn skl base fx-coma nos,233,(233) intracranial injury
80199,9,opn skul base fx-concuss,233,(233) intracranial injury
802,9,fracture of face bones*,,
8020,9,nasal bone fx-closed,228,(228) skull and face fractures
8021,9,nasal bone fx-open,228,(228) skull and face fractures
8022,9,mandible fracture-closed*,,
80220,9,mandible fx nos-closed,228,(228) skull and face fractures
80221,9,fx condyl proc mandib-cl,228,(228) skull and face fractures
80222,9,subcondylar fx mandib-cl,228,(228) skull and face fractures
80223,9,fx coron proc mandib-cl,228,(228) skull and face fractures
80224,9,fx ramus nos-closed,228,(228) skull and face fractures
80225,9,fx angle of jaw-closed,228,(228) skull and face fractures
80226,9,fx symphy mandib body-cl,228,(228) skull and face fractures
80227,9,fx alveolar bord mand-cl,228,(228) skull and face fractures
80228,9,fx mandible body nec-cl,228,(228) skull and face fractures
80229,9,mult fx mandible-closed,228,(228) skull and face fractures
8023,9,mandible fracture-open*,,
80230,9,mandible fx nos-open,228,(228) skull and face fractures
80231,9,fx condyl proc mand-open,228,(228) skull and face fractures
80232,9,subcondyl fx mandib-open,228,(228) skull and face fractures
80233,9,fx coron proc mandib-opn,228,(228) skull and face fractures
80234,9,fx ramus nos-open,228,(228) skull and face fractures
80235,9,fx angle of jaw-open,228,(228) skull and face fractures
80236,9,fx symphy mandib bdy-opn,228,(228) skull and face fractures
80237,9,fx alv bord mand bdy-opn,228,(228) skull and face fractures
80238,9,fx mandible body nec-opn,228,(228) skull and face fractures
80239,9,mult fx mandible-open,228,(228) skull and face fractures
8024,9,fx malar/maxillary-close,228,(228) skull and face fractures
8025,9,fx malar/maxillary-open,228,(228) skull and face fractures
8026,9,fx orbital floor-closed,228,(228) skull and face fractures
8027,9,fx orbital floor-open,228,(228) skull and face fractures
8028,9,fx facial bone nec-close,228,(228) skull and face fractures
8029,9,fx facial bone nec-open,228,(228) skull and face fractures
803,9,other skull fracture*,,
8030,9,close skull fracture nec*,,
80300,9,close skull fracture nec,228,(228) skull and face fractures
80301,9,cl skull fx nec w/o coma,228,(228) skull and face fractures
80302,9,cl skull fx nec-brf coma,228,(228) skull and face fractures
80303,9,cl skull fx nec-mod coma,228,(228) skull and face fractures
80304,9,cl skl fx nec-proln coma,228,(228) skull and face fractures
80305,9,cl skul fx nec-deep coma,228,(228) skull and face fractures
80306,9,cl skull fx nec-coma nos,228,(228) skull and face fractures
80309,9,cl skull fx nec-concuss,228,(228) skull and face fractures
8031,9,cl skl fx nec/cerebr lac*,,
80310,9,cl skl fx nec/cerebr lac,233,(233) intracranial injury
80311,9,cl skull fx nec w/o coma,233,(233) intracranial injury
80312,9,cl skull fx nec-brf coma,233,(233) intracranial injury
80313,9,cl skull fx nec-mod coma,233,(233) intracranial injury
80314,9,cl skl fx nec-proln coma,233,(233) intracranial injury
80315,9,cl skul fx nec-deep coma,233,(233) intracranial injury
80316,9,cl skull fx nec-coma nos,233,(233) intracranial injury
80319,9,cl skull fx nec-concuss,233,(233) intracranial injury
8032,9,cl skl fx nec/mening hem*,,
80320,9,cl skl fx nec/mening hem,233,(233) intracranial injury
80321,9,cl skull fx nec w/o coma,233,(233) intracranial injury
80322,9,cl skull fx nec-brf coma,233,(233) intracranial injury
80323,9,cl skull fx nec-mod coma,233,(233) intracranial injury
80324,9,cl skl fx nec-proln coma,233,(233) intracranial injury
80325,9,cl skul fx nec-deep coma,233,(233) intracranial injury
80326,9,cl skull fx nec-coma nos,233,(233) intracranial injury
80329,9,cl skull fx nec-concuss,233,(233) intracranial injury
8033,9,cl skull fx nec/hem nec*,,
80330,9,cl skull fx nec/hem nec,233,(233) intracranial injury
80331,9,cl skull fx nec w/o coma,233,(233) intracranial injury
80332,9,cl skull fx nec-brf coma,233,(233) intracranial injury
80333,9,cl skull fx nec-mod coma,233,(233) intracranial injury
80334,9,cl skl fx nec-proln coma,233,(233) intracranial injury
80335,9,cl skul fx nec-deep coma,233,(233) intracranial injury
80336,9,cl skull fx nec-coma nos,233,(233) intracranial injury
80339,9,cl skull fx nec-concuss,233,(233) intracranial injury
8034,9,cl skl fx nec/br inj nec*,,
80340,9,cl skl fx nec/br inj nec,233,(233) intracranial injury
80341,9,cl skull fx nec w/o coma,233,(233) intracranial injury
80342,9,cl skull fx nec-brf coma,233,(233) intracranial injury
80343,9,cl skull fx nec-mod coma,233,(233) intracranial injury
80344,9,cl skl fx nec-proln coma,233,(233) intracranial injury
80345,9,cl skul fx nec-deep coma,233,(233) intracranial injury
80346,9,cl skull fx nec-coma nos,233,(233) intracranial injury
80349,9,cl skull fx nec-concuss,233,(233) intracranial injury
8035,9,open skull fracture nec*,,
80350,9,open skull fracture nec,228,(228) skull and face fractures
80351,9,opn skul fx nec w/o coma,228,(228) skull and face fractures
80352,9,opn skul fx nec-brf coma,228,(228) skull and face fractures
80353,9,opn skul fx nec-mod coma,228,(228) skull and face fractures
80354,9,opn skl fx nec-prol coma,228,(228) skull and face fractures
80355,9,opn skl fx nec-deep coma,228,(228) skull and face fractures
80356,9,opn skul fx nec-coma nos,228,(228) skull and face fractures
80359,9,opn skull fx nec-concuss,228,(228) skull and face fractures
8036,9,opn skl fx nec/cereb lac*,,
80360,9,opn skl fx nec/cereb lac,233,(233) intracranial injury
80361,9,opn skul fx nec w/o coma,233,(233) intracranial injury
80362,9,opn skul fx nec-brf coma,233,(233) intracranial injury
80363,9,opn skul fx nec-mod coma,233,(233) intracranial injury
80364,9,opn skl fx nec-proln com,233,(233) intracranial injury
80365,9,opn skl fx nec-deep coma,233,(233) intracranial injury
80366,9,opn skul fx nec-coma nos,233,(233) intracranial injury
80369,9,opn skull fx nec-concuss,233,(233) intracranial injury
8037,9,opn skl fx nec/menin hem*,,
80370,9,opn skl fx nec/menin hem,233,(233) intracranial injury
80371,9,opn skul fx nec w/o coma,233,(233) intracranial injury
80372,9,opn skul fx nec-brf coma,233,(233) intracranial injury
80373,9,opn skul fx nec-mod coma,233,(233) intracranial injury
80374,9,opn skl fx nec-prol coma,233,(233) intracranial injury
80375,9,opn skl fx nec-deep coma,233,(233) intracranial injury
80376,9,opn skul fx nec-coma nos,233,(233) intracranial injury
80379,9,opn skull fx nec-concuss,233,(233) intracranial injury
8038,9,opn skull fx nec/hem nec*,,
80380,9,opn skull fx nec/hem nec,233,(233) intracranial injury
80381,9,opn skul fx nec w/o coma,233,(233) intracranial injury
80382,9,opn skul fx nec-brf coma,233,(233) intracranial injury
80383,9,opn skul fx nec-mod coma,233,(233) intracranial injury
80384,9,opn skl fx nec-prol coma,233,(233) intracranial injury
80385,9,opn skl fx nec-deep coma,233,(233) intracranial injury
80386,9,opn skul fx nec-coma nos,233,(233) intracranial injury
80389,9,opn skull fx nec-concuss,233,(233) intracranial injury
8039,9,op skl fx nec/br inj nec*,,
80390,9,op skl fx nec/br inj nec,233,(233) intracranial injury
80391,9,opn skul fx nec w/o coma,233,(233) intracranial injury
80392,9,opn skul fx nec-brf coma,233,(233) intracranial injury
80393,9,opn skul fx nec-mod coma,233,(233) intracranial injury
80394,9,opn skl fx nec-prol coma,233,(233) intracranial injury
80395,9,opn skl fx nec-deep coma,233,(233) intracranial injury
80396,9,opn skul fx nec-coma nos,233,(233) intracranial injury
80399,9,opn skull fx nec-concuss,233,(233) intracranial injury
804,9,mult fx skull w oth bone*,,
8040,9,cl skul fx w oth bone fx*,,
80400,9,cl skul fx w oth bone fx,228,(228) skull and face fractures
80401,9,cl skl w oth fx w/o coma,228,(228) skull and face fractures
80402,9,cl skl w oth fx-brf coma,228,(228) skull and face fractures
80403,9,cl skl w oth fx-mod coma,228,(228) skull and face fractures
80404,9,cl skl/oth fx-proln coma,228,(228) skull and face fractures
80405,9,cl skul/oth fx-deep coma,228,(228) skull and face fractures
80406,9,cl skl w oth fx-coma nos,228,(228) skull and face fractures
80409,9,cl skul w oth fx-concuss,228,(228) skull and face fractures
8041,9,cl sk w oth fx/cereb lac*,,
80410,9,cl sk w oth fx/cereb lac,233,(233) intracranial injury
80411,9,cl skl w oth fx w/o coma,233,(233) intracranial injury
80412,9,cl skl w oth fx-brf coma,233,(233) intracranial injury
80413,9,cl skl w oth fx-mod coma,233,(233) intracranial injury
80414,9,cl skl/oth fx-proln coma,233,(233) intracranial injury
80415,9,cl skul/oth fx-deep coma,233,(233) intracranial injury
80416,9,cl skl w oth fx-coma nos,233,(233) intracranial injury
80419,9,cl skul w oth fx-concuss,233,(233) intracranial injury
8042,9,cl skl/oth fx/mening hem*,,
80420,9,cl skl/oth fx/mening hem,233,(233) intracranial injury
80421,9,cl skl w oth fx w/o coma,233,(233) intracranial injury
80422,9,cl skl w oth fx-brf coma,233,(233) intracranial injury
80423,9,cl skl w oth fx-mod coma,233,(233) intracranial injury
80424,9,cl skl/oth fx-proln coma,233,(233) intracranial injury
80425,9,cl skul/oth fx-deep coma,233,(233) intracranial injury
80426,9,cl skl w oth fx-coma nos,233,(233) intracranial injury
80429,9,cl skul w oth fx-concuss,233,(233) intracranial injury
8043,9,cl skul w oth fx/hem nec*,,
80430,9,cl skul w oth fx/hem nec,233,(233) intracranial injury
80431,9,cl skl w oth fx w/o coma,233,(233) intracranial injury
80432,9,cl skl w oth fx-brf coma,233,(233) intracranial injury
80433,9,cl skl w oth fx-mod coma,233,(233) intracranial injury
80434,9,cl skl/oth fx-proln coma,233,(233) intracranial injury
80435,9,cl skul/oth fx-deep coma,233,(233) intracranial injury
80436,9,cl skl w oth fx-coma nos,233,(233) intracranial injury
80439,9,cl skul w oth fx-concuss,233,(233) intracranial injury
8044,9,cl skl/oth fx/br inj nec*,,
80440,9,cl skl/oth fx/br inj nec,233,(233) intracranial injury
80441,9,cl skl w oth fx w/o coma,233,(233) intracranial injury
80442,9,cl skl w oth fx-brf coma,233,(233) intracranial injury
80443,9,cl skl w oth fx-mod coma,233,(233) intracranial injury
80444,9,cl skl/oth fx-proln coma,233,(233) intracranial injury
80445,9,cl skul/oth fx-deep coma,233,(233) intracranial injury
80446,9,cl skl w oth fx-coma nos,233,(233) intracranial injury
80449,9,cl skul w oth fx-concuss,233,(233) intracranial injury
8045,9,opn skull fx/oth bone fx*,,
80450,9,opn skull fx/oth bone fx,228,(228) skull and face fractures
80451,9,opn skul/oth fx w/o coma,228,(228) skull and face fractures
80452,9,opn skul/oth fx-brf coma,228,(228) skull and face fractures
80453,9,opn skul/oth fx-mod coma,228,(228) skull and face fractures
80454,9,opn skl/oth fx-prol coma,228,(228) skull and face fractures
80455,9,opn skl/oth fx-deep coma,228,(228) skull and face fractures
80456,9,opn skul/oth fx-coma nos,228,(228) skull and face fractures
80459,9,opn skull/oth fx-concuss,228,(228) skull and face fractures
8046,9,opn skl/oth fx/cereb lac*,,
80460,9,opn skl/oth fx/cereb lac,233,(233) intracranial injury
80461,9,opn skul/oth fx w/o coma,233,(233) intracranial injury
80462,9,opn skul/oth fx-brf coma,233,(233) intracranial injury
80463,9,opn skul/oth fx-mod coma,233,(233) intracranial injury
80464,9,opn skl/oth fx-prol coma,233,(233) intracranial injury
80465,9,opn skl/oth fx-deep coma,233,(233) intracranial injury
80466,9,opn skul/oth fx-coma nos,233,(233) intracranial injury
80469,9,opn skull/oth fx-concuss,233,(233) intracranial injury
8047,9,opn skl/oth fx/menin hem*,,
80470,9,opn skl/oth fx/menin hem,233,(233) intracranial injury
80471,9,opn skul/oth fx w/o coma,233,(233) intracranial injury
80472,9,opn skul/oth fx-brf coma,233,(233) intracranial injury
80473,9,opn skul/oth fx-mod coma,233,(233) intracranial injury
80474,9,opn skl/oth fx-prol coma,233,(233) intracranial injury
80475,9,opn skl/oth fx-deep coma,233,(233) intracranial injury
80476,9,opn skul/oth fx-coma nos,233,(233) intracranial injury
80479,9,opn skull/oth fx-concuss,233,(233) intracranial injury
8048,9,opn skl w oth fx/hem nec*,,
80480,9,opn skl w oth fx/hem nec,233,(233) intracranial injury
80481,9,opn skul/oth fx w/o coma,233,(233) intracranial injury
80482,9,opn skul/oth fx-brf coma,233,(233) intracranial injury
80483,9,opn skul/oth fx-mod coma,233,(233) intracranial injury
80484,9,opn skl/oth fx-prol coma,233,(233) intracranial injury
80485,9,opn skl/oth fx-deep coma,233,(233) intracranial injury
80486,9,opn skul/oth fx-coma nos,233,(233) intracranial injury
80489,9,opn skull/oth fx-concuss,233,(233) intracranial injury
8049,9,op skl/oth fx/br inj nec*,,
80490,9,op skl/oth fx/br inj nec,233,(233) intracranial injury
80491,9,opn skul/oth fx w/o coma,233,(233) intracranial injury
80492,9,opn skul/oth fx-brf coma,233,(233) intracranial injury
80493,9,opn skul/oth fx-mod coma,233,(233) intracranial injury
80494,9,opn skl/oth fx-prol coma,233,(233) intracranial injury
80495,9,opn skl/oth fx-deep coma,233,(233) intracranial injury
80496,9,opn skul/oth fx-coma nos,233,(233) intracranial injury
80499,9,opn skull/oth fx-concuss,233,(233) intracranial injury
805,9,vertebrl fx w/o cord inj*,,
8050,9,fx cervical vertebra-cl*,,
80500,9,fx cervical vert nos-cl,231,(231) other fractures
80501,9,fx c1 vertebra-closed,231,(231) other fractures
80502,9,fx c2 vertebra-closed,231,(231) other fractures
80503,9,fx c3 vertebra-closed,231,(231) other fractures
80504,9,fx c4 vertebra-closed,231,(231) other fractures
80505,9,fx c5 vertebra-closed,231,(231) other fractures
80506,9,fx c6 vertebra-closed,231,(231) other fractures
80507,9,fx c7 vertebra-closed,231,(231) other fractures
80508,9,fx mult cervical vert-cl,231,(231) other fractures
8051,9,fx cervical vertebra-opn*,,
80510,9,fx cervical vert nos-opn,231,(231) other fractures
80511,9,fx c1 vertebra-open,231,(231) other fractures
80512,9,fx c2 vertebra-open,231,(231) other fractures
80513,9,fx c3 vertebra-open,231,(231) other fractures
80514,9,fx c4 vertebra-open,231,(231) other fractures
80515,9,fx c5 vertebra-open,231,(231) other fractures
80516,9,fx c6 vertebra-open,231,(231) other fractures
80517,9,fx c7 vertebra-open,231,(231) other fractures
