icd_cm,ver,icd_cm_label,hcup_ccs_single,hcup_ccs_single_label
B2711,10,cytomegaloviral mononucleosis with polyneuropathy,95,(95) other nervous system disorders
B2781,10,other infectious mononucleosis with polyneuropathy,95,(95) other nervous system disorders
B2791,10,"infectious mononucleosis, unspecified with polyneuropathy",95,(95) other nervous system disorders
E0840,10,"diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified",50,(50) diabetes mellitus with complications
E0841,10,diabetes mellitus due to underlying condition with diabetic mononeuropathy,50,(50) diabetes mellitus with complications
E0842,10,diabetes mellitus due to underlying condition with diabetic polyneuropathy,50,(50) diabetes mellitus with complications
E0843,10,diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy,50,(50) diabetes mellitus with complications
E0940,10,"drug or chemical induced diabetes mellitus with neurological complications with diabetic neuropathy, unspecified",50,(50) diabetes mellitus with complications
E0941,10,drug or chemical induced diabetes mellitus with neurological complications with diabetic mononeuropathy,50,(50) diabetes mellitus with complications
E0942,10,drug or chemical induced diabetes mellitus with neurological complications with diabetic polyneuropathy,50,(50) diabetes mellitus with complications
E0943,10,drug or chemical induced diabetes mellitus with neurological complications with diabetic autonomic (poly)neuropathy,50,(50) diabetes mellitus with complications
E1040,10,"type 1 diabetes mellitus with diabetic neuropathy, unspecified",50,(50) diabetes mellitus with complications
E1041,10,type 1 diabetes mellitus with diabetic mononeuropathy,50,(50) diabetes mellitus with complications
E1042,10,type 1 diabetes mellitus with diabetic polyneuropathy,50,(50) diabetes mellitus with complications
E1043,10,type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,50,(50) diabetes mellitus with complications
E1140,10,"type 2 diabetes mellitus with diabetic neuropathy, unspecified",50,(50) diabetes mellitus with complications
E1141,10,type 2 diabetes mellitus with diabetic mononeuropathy,50,(50) diabetes mellitus with complications
E1142,10,type 2 diabetes mellitus with diabetic polyneuropathy,50,(50) diabetes mellitus with complications
E1143,10,type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,50,(50) diabetes mellitus with complications
E1340,10,"other specified diabetes mellitus with diabetic neuropathy, unspecified",50,(50) diabetes mellitus with complications
E1341,10,other specified diabetes mellitus with diabetic mononeuropathy,50,(50) diabetes mellitus with complications
E1342,10,other specified diabetes mellitus with diabetic polyneuropathy,50,(50) diabetes mellitus with complications
E1343,10,other specified diabetes mellitus with diabetic autonomic (poly)neuropathy,50,(50) diabetes mellitus with complications
G130,10,paraneoplastic neuromyopathy and neuropathy,95,(95) other nervous system disorders
G500,10,trigeminal neuralgia,95,(95) other nervous system disorders
G501,10,atypical facial pain,95,(95) other nervous system disorders
G508,10,other disorders of trigeminal nerve,95,(95) other nervous system disorders
G509,10,"disorder of trigeminal nerve, unspecified",95,(95) other nervous system disorders
G510,10,bell's palsy,95,(95) other nervous system disorders
G511,10,geniculate ganglionitis,95,(95) other nervous system disorders
G512,10,melkersson's syndrome,95,(95) other nervous system disorders
G513,10,clonic hemifacial spasm,95,(95) other nervous system disorders
G5131,10,"clonic hemifacial spasm, right",95,(95) other nervous system disorders
G5132,10,"clonic hemifacial spasm, left",95,(95) other nervous system disorders
G5133,10,"clonic hemifacial spasm, bilateral",95,(95) other nervous system disorders
G5139,10,"clonic hemifacial spasm, unspecified",95,(95) other nervous system disorders
G514,10,facial myokymia,95,(95) other nervous system disorders
G518,10,other disorders of facial nerve,95,(95) other nervous system disorders
G519,10,"disorder of facial nerve, unspecified",95,(95) other nervous system disorders
G520,10,disorders of olfactory nerve,95,(95) other nervous system disorders
G521,10,disorders of glossopharyngeal nerve,95,(95) other nervous system disorders
G522,10,disorders of vagus nerve,95,(95) other nervous system disorders
G523,10,disorders of hypoglossal nerve,95,(95) other nervous system disorders
G527,10,disorders of multiple cranial nerves,95,(95) other nervous system disorders
G528,10,disorders of other specified cranial nerves,95,(95) other nervous system disorders
G529,10,"cranial nerve disorder, unspecified",95,(95) other nervous system disorders
G53,10,cranial nerve disorders in diseases classified elsewhere,95,(95) other nervous system disorders
G540,10,brachial plexus disorders,95,(95) other nervous system disorders
G541,10,lumbosacral plexus disorders,95,(95) other nervous system disorders
G542,10,"cervical root disorders, not elsewhere classified",95,(95) other nervous system disorders
G543,10,"thoracic root disorders, not elsewhere classified",95,(95) other nervous system disorders
G544,10,"lumbosacral root disorders, not elsewhere classified",95,(95) other nervous system disorders
G545,10,neuralgic amyotrophy,95,(95) other nervous system disorders
G546,10,phantom limb syndrome with pain,95,(95) other nervous system disorders
G547,10,phantom limb syndrome without pain,95,(95) other nervous system disorders
G548,10,other nerve root and plexus disorders,95,(95) other nervous system disorders
G549,10,"nerve root and plexus disorder, unspecified",95,(95) other nervous system disorders
G55,10,nerve root and plexus compressions in diseases classified elsewhere,95,(95) other nervous system disorders
G5600,10,"carpal tunnel syndrome, unspecified upper limb",95,(95) other nervous system disorders
G5601,10,"carpal tunnel syndrome, right upper limb",95,(95) other nervous system disorders
G5602,10,"carpal tunnel syndrome, left upper limb",95,(95) other nervous system disorders
G5603,10,"carpal tunnel syndrome, bilateral upper limbs",95,(95) other nervous system disorders
G5610,10,"other lesions of median nerve, unspecified upper limb",95,(95) other nervous system disorders
G5611,10,"other lesions of median nerve, right upper limb",95,(95) other nervous system disorders
G5612,10,"other lesions of median nerve, left upper limb",95,(95) other nervous system disorders
G5613,10,"other lesions of median nerve, bilateral upper limbs",95,(95) other nervous system disorders
G5620,10,"lesion of ulnar nerve, unspecified upper limb",95,(95) other nervous system disorders
G5621,10,"lesion of ulnar nerve, right upper limb",95,(95) other nervous system disorders
G5622,10,"lesion of ulnar nerve, left upper limb",95,(95) other nervous system disorders
G5623,10,"lesion of ulnar nerve, bilateral upper limbs",95,(95) other nervous system disorders
G5630,10,"lesion of radial nerve, unspecified upper limb",95,(95) other nervous system disorders
G5631,10,"lesion of radial nerve, right upper limb",95,(95) other nervous system disorders
G5632,10,"lesion of radial nerve, left upper limb",95,(95) other nervous system disorders
G5633,10,"lesion of radial nerve, bilateral upper limbs",95,(95) other nervous system disorders
G5640,10,causalgia of unspecified upper limb,95,(95) other nervous system disorders
G5641,10,causalgia of right upper limb,95,(95) other nervous system disorders
G5642,10,causalgia of left upper limb,95,(95) other nervous system disorders
G5643,10,causalgia of bilateral upper limbs,95,(95) other nervous system disorders
G5680,10,other specified mononeuropathies of unspecified upper limb,95,(95) other nervous system disorders
G5681,10,other specified mononeuropathies of right upper limb,95,(95) other nervous system disorders
G5682,10,other specified mononeuropathies of left upper limb,95,(95) other nervous system disorders
G5683,10,other specified mononeuropathies of bilateral upper limbs,95,(95) other nervous system disorders
G5690,10,unspecified mononeuropathy of unspecified upper limb,95,(95) other nervous system disorders
G5691,10,unspecified mononeuropathy of right upper limb,95,(95) other nervous system disorders
G5692,10,unspecified mononeuropathy of left upper limb,95,(95) other nervous system disorders
G5693,10,unspecified mononeuropathy of bilateral upper limbs,95,(95) other nervous system disorders
G5700,10,"lesion of sciatic nerve, unspecified lower limb",95,(95) other nervous system disorders
G5701,10,"lesion of sciatic nerve, right lower limb",95,(95) other nervous system disorders
G5702,10,"lesion of sciatic nerve, left lower limb",95,(95) other nervous system disorders
G5703,10,"lesion of sciatic nerve, bilateral lower limbs",95,(95) other nervous system disorders
G5710,10,"meralgia paresthetica, unspecified lower limb",95,(95) other nervous system disorders
G5711,10,"meralgia paresthetica, right lower limb",95,(95) other nervous system disorders
G5712,10,"meralgia paresthetica, left lower limb",95,(95) other nervous system disorders
G5713,10,"meralgia paresthetica, bilateral lower limbs",95,(95) other nervous system disorders
G5720,10,"lesion of femoral nerve, unspecified lower limb",95,(95) other nervous system disorders
G5721,10,"lesion of femoral nerve, right lower limb",95,(95) other nervous system disorders
G5722,10,"lesion of femoral nerve, left lower limb",95,(95) other nervous system disorders
G5723,10,"lesion of femoral nerve, bilateral lower limbs",95,(95) other nervous system disorders
G5730,10,"lesion of lateral popliteal nerve, unspecified lower limb",95,(95) other nervous system disorders
G5731,10,"lesion of lateral popliteal nerve, right lower limb",95,(95) other nervous system disorders
G5732,10,"lesion of lateral popliteal nerve, left lower limb",95,(95) other nervous system disorders
G5733,10,"lesion of lateral popliteal nerve, bilateral lower limbs",95,(95) other nervous system disorders
G5740,10,"lesion of medial popliteal nerve, unspecified lower limb",95,(95) other nervous system disorders
G5741,10,"lesion of medial popliteal nerve, right lower limb",95,(95) other nervous system disorders
G5742,10,"lesion of medial popliteal nerve, left lower limb",95,(95) other nervous system disorders
G5743,10,"lesion of medial popliteal nerve, bilateral lower limbs",95,(95) other nervous system disorders
G5750,10,"tarsal tunnel syndrome, unspecified lower limb",95,(95) other nervous system disorders
G5751,10,"tarsal tunnel syndrome, right lower limb",95,(95) other nervous system disorders
G5752,10,"tarsal tunnel syndrome, left lower limb",95,(95) other nervous system disorders
G5753,10,"tarsal tunnel syndrome, bilateral lower limbs",95,(95) other nervous system disorders
G5760,10,"lesion of plantar nerve, unspecified lower limb",95,(95) other nervous system disorders
G5761,10,"lesion of plantar nerve, right lower limb",95,(95) other nervous system disorders
G5762,10,"lesion of plantar nerve, left lower limb",95,(95) other nervous system disorders
G5763,10,"lesion of plantar nerve, bilateral lower limbs",95,(95) other nervous system disorders
G5770,10,causalgia of unspecified lower limb,95,(95) other nervous system disorders
G5771,10,causalgia of right lower limb,95,(95) other nervous system disorders
G5772,10,causalgia of left lower limb,95,(95) other nervous system disorders
G5773,10,causalgia of bilateral lower limbs,95,(95) other nervous system disorders
G5780,10,other specified mononeuropathies of unspecified lower limb,95,(95) other nervous system disorders
G5781,10,other specified mononeuropathies of right lower limb,95,(95) other nervous system disorders
G5782,10,other specified mononeuropathies of left lower limb,95,(95) other nervous system disorders
G5783,10,other specified mononeuropathies of bilateral lower limbs,95,(95) other nervous system disorders
G5790,10,unspecified mononeuropathy of unspecified lower limb,95,(95) other nervous system disorders
G5791,10,unspecified mononeuropathy of right lower limb,95,(95) other nervous system disorders
G5792,10,unspecified mononeuropathy of left lower limb,95,(95) other nervous system disorders
G5793,10,unspecified mononeuropathy of bilateral lower limbs,95,(95) other nervous system disorders
G580,10,intercostal neuropathy,95,(95) other nervous system disorders
G587,10,mononeuritis multiplex,95,(95) other nervous system disorders
G588,10,other specified mononeuropathies,95,(95) other nervous system disorders
G589,10,"mononeuropathy, unspecified",95,(95) other nervous system disorders
G59,10,mononeuropathy in diseases classified elsewhere,95,(95) other nervous system disorders
G600,10,hereditary motor and sensory neuropathy,95,(95) other nervous system disorders
G602,10,neuropathy in association with hereditary ataxia,95,(95) other nervous system disorders
G603,10,idiopathic progressive neuropathy,95,(95) other nervous system disorders
G608,10,other hereditary and idiopathic neuropathies,95,(95) other nervous system disorders
G609,10,"hereditary and idiopathic neuropathy, unspecified",95,(95) other nervous system disorders
G611,10,serum neuropathy,95,(95) other nervous system disorders
G6181,10,chronic inflammatory demyelinating polyneuritis,95,(95) other nervous system disorders
G6182,10,multifocal motor neuropathy,95,(95) other nervous system disorders
G6189,10,other inflammatory polyneuropathies,95,(95) other nervous system disorders
G619,10,"inflammatory polyneuropathy, unspecified",95,(95) other nervous system disorders
G620,10,drug-induced polyneuropathy,95,(95) other nervous system disorders
G622,10,polyneuropathy due to other toxic agents,95,(95) other nervous system disorders
G6281,10,critical illness polyneuropathy,95,(95) other nervous system disorders
G6282,10,radiation-induced polyneuropathy,95,(95) other nervous system disorders
G6289,10,other specified polyneuropathies,95,(95) other nervous system disorders
G629,10,"polyneuropathy, unspecified",95,(95) other nervous system disorders
G63,10,polyneuropathy in diseases classified elsewhere,95,(95) other nervous system disorders
G651,10,sequelae of other inflammatory polyneuropathy,95,(95) other nervous system disorders
G652,10,sequelae of toxic polyneuropathy,95,(95) other nervous system disorders
G701,10,toxic myoneural disorders,95,(95) other nervous system disorders
G7089,10,other specified myoneural disorders,95,(95) other nervous system disorders
G709,10,"myoneural disorder, unspecified",95,(95) other nervous system disorders
G9009,10,other idiopathic peripheral autonomic neuropathy,81,(81) other hereditary and degenerative nervous system conditions
G990,10,autonomic neuropathy in diseases classified elsewhere,81,(81) other hereditary and degenerative nervous system conditions
H4610,10,"retrobulbar neuritis, unspecified eye",90,(90) inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease)
H4611,10,"retrobulbar neuritis, right eye",90,(90) inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease)
H4612,10,"retrobulbar neuritis, left eye",90,(90) inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease)
H4613,10,"retrobulbar neuritis, bilateral",90,(90) inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease)
H462,10,nutritional optic neuropathy,90,(90) inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease)
H463,10,toxic optic neuropathy,90,(90) inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease)
H468,10,other optic neuritis,90,(90) inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease)
H469,10,unspecified optic neuritis,90,(90) inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease)
H47011,10,"ischemic optic neuropathy, right eye",91,(91) other eye disorders
H47012,10,"ischemic optic neuropathy, left eye",91,(91) other eye disorders
H47013,10,"ischemic optic neuropathy, bilateral",91,(91) other eye disorders
H47019,10,"ischemic optic neuropathy, unspecified eye",91,(91) other eye disorders
H9400,10,"acoustic neuritis in infectious and parasitic diseases classified elsewhere, unspecified ear",94,(94) other ear and sense organ disorders
H9401,10,"acoustic neuritis in infectious and parasitic diseases classified elsewhere, right ear",94,(94) other ear and sense organ disorders
H9402,10,"acoustic neuritis in infectious and parasitic diseases classified elsewhere, left ear",94,(94) other ear and sense organ disorders
H9403,10,"acoustic neuritis in infectious and parasitic diseases classified elsewhere, bilateral",94,(94) other ear and sense organ disorders
M0550,10,rheumatoid polyneuropathy with rheumatoid arthritis of unspecified site,202,(202) rheumatoid arthritis and related disease
M05511,10,rheumatoid polyneuropathy with rheumatoid arthritis of right shoulder,202,(202) rheumatoid arthritis and related disease
M05512,10,rheumatoid polyneuropathy with rheumatoid arthritis of left shoulder,202,(202) rheumatoid arthritis and related disease
M05519,10,rheumatoid polyneuropathy with rheumatoid arthritis of unspecified shoulder,202,(202) rheumatoid arthritis and related disease
M05521,10,rheumatoid polyneuropathy with rheumatoid arthritis of right elbow,202,(202) rheumatoid arthritis and related disease
M05522,10,rheumatoid polyneuropathy with rheumatoid arthritis of left elbow,202,(202) rheumatoid arthritis and related disease
M05529,10,rheumatoid polyneuropathy with rheumatoid arthritis of unspecified elbow,202,(202) rheumatoid arthritis and related disease
M05531,10,rheumatoid polyneuropathy with rheumatoid arthritis of right wrist,202,(202) rheumatoid arthritis and related disease
M05532,10,rheumatoid polyneuropathy with rheumatoid arthritis of left wrist,202,(202) rheumatoid arthritis and related disease
M05539,10,rheumatoid polyneuropathy with rheumatoid arthritis of unspecified wrist,202,(202) rheumatoid arthritis and related disease
M05541,10,rheumatoid polyneuropathy with rheumatoid arthritis of right hand,202,(202) rheumatoid arthritis and related disease
M05542,10,rheumatoid polyneuropathy with rheumatoid arthritis of left hand,202,(202) rheumatoid arthritis and related disease
M05549,10,rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hand,202,(202) rheumatoid arthritis and related disease
M05551,10,rheumatoid polyneuropathy with rheumatoid arthritis of right hip,202,(202) rheumatoid arthritis and related disease
M05552,10,rheumatoid polyneuropathy with rheumatoid arthritis of left hip,202,(202) rheumatoid arthritis and related disease
M05559,10,rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hip,202,(202) rheumatoid arthritis and related disease
M05561,10,rheumatoid polyneuropathy with rheumatoid arthritis of right knee,202,(202) rheumatoid arthritis and related disease
M05562,10,rheumatoid polyneuropathy with rheumatoid arthritis of left knee,202,(202) rheumatoid arthritis and related disease
M05569,10,rheumatoid polyneuropathy with rheumatoid arthritis of unspecified knee,202,(202) rheumatoid arthritis and related disease
M05571,10,rheumatoid polyneuropathy with rheumatoid arthritis of right ankle and foot,202,(202) rheumatoid arthritis and related disease
M05572,10,rheumatoid polyneuropathy with rheumatoid arthritis of left ankle and foot,202,(202) rheumatoid arthritis and related disease
M05579,10,rheumatoid polyneuropathy with rheumatoid arthritis of unspecified ankle and foot,202,(202) rheumatoid arthritis and related disease
M0559,10,rheumatoid polyneuropathy with rheumatoid arthritis of multiple sites,202,(202) rheumatoid arthritis and related disease
M3483,10,systemic sclerosis with polyneuropathy,210,(210) systemic lupus erythematosus and connective tissue disorders
M5481,10,occipital neuralgia,205,(205) spondylosis; intervertebral disc disorders; other back problems
M792,10,"neuralgia and neuritis, unspecified",211,(211) other connective tissue disease
