icd_cm,ver,icd_cm_label,hcup_ccs_single,hcup_ccs_single_label
71106,9,pyogen arthritis-l/leg,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71107,9,pyogen arthritis-ankle,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71108,9,pyogen arthritis nec,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71109,9,pyogen arthritis-mult,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
7111,9,arthritis in reiters dis*,,
71110,9,reiter arthritis-unspec,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71111,9,reiter arthritis-shlder,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71112,9,reiter arthritis-up/arm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71113,9,reiter arthritis-forearm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71114,9,reiter arthritis-hand,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71115,9,reiter arthritis-pelvis,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71116,9,reiter arthritis-l/leg,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71117,9,reiter arthritis-ankle,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71118,9,reiter arthritis nec,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71119,9,reiter arthritis-mult,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
7112,9,arthritis in behcets syn*,,
71120,9,behcet arthritis-unspec,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71121,9,behcet arthritis-shlder,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71122,9,behcet arthritis-up/arm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71123,9,behcet arthritis-forearm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71124,9,behcet arthritis-hand,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71125,9,behcet arthritis-pelvis,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71126,9,behcet arthritis-l/leg,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71127,9,behcet arthritis-ankle,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71128,9,behcet arthritis nec,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71129,9,behcet arthritis-mult,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
7113,9,postdysenteric arthritis*,,
71130,9,dysenter arthrit-unspec,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71131,9,dysenter arthrit-shlder,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71132,9,dysenter arthrit-up/arm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71133,9,dysenter arthrit-forearm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71134,9,dysenter arthrit-hand,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71135,9,dysenter arthrit-pelvis,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71136,9,dysenter arthrit-l/leg,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71137,9,dysenter arthrit-ankle,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71138,9,dysenter arthrit nec,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71139,9,dysenter arthrit-mult,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
7114,9,arthrit in oth bact dis*,,
71140,9,bact arthritis-unspec,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71141,9,bact arthritis-shlder,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71142,9,bact arthritis-up/arm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71143,9,bact arthritis-forearm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71144,9,bact arthritis-hand,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71145,9,bact arthritis-pelvis,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71146,9,bact arthritis-l/leg,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71147,9,bact arthritis-ankle,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71148,9,bact arthritis nec,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71149,9,bact arthritis-mult,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
7115,9,arthritis in viral dis*,,
71150,9,viral arthritis-unspec,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71151,9,viral arthritis-shlder,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71152,9,viral arthritis-up/arm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71153,9,viral arthritis-forearm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71154,9,viral arthritis-hand,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71155,9,viral arthritis-pelvis,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71156,9,viral arthritis-l/leg,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71157,9,viral arthritis-ankle,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71158,9,viral arthritis nec,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71159,9,viral arthritis-mult,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
7116,9,mycotic arthritis*,,
71160,9,mycotic arthritis-unspec,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71161,9,mycotic arthritis-shlder,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71162,9,mycotic arthritis-up/arm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71163,9,mycotic arthrit-forearm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71164,9,mycotic arthritis-hand,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71165,9,mycotic arthritis-pelvis,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71166,9,mycotic arthritis-l/leg,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71167,9,mycotic arthritis-ankle,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71168,9,mycotic arthritis nec,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71169,9,mycotic arthritis-mult,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
7117,9,arthrit in helminthiasis*,,
71170,9,helminth arthrit-unspec,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71171,9,helminth arthrit-shlder,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71172,9,helminth arthrit-up/arm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71173,9,helminth arthrit-forearm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71174,9,helminth arthrit-hand,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71175,9,helminth arthrit-pelvis,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71176,9,helminth arthrit-l/leg,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71177,9,helminth arthrit-ankle,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71178,9,helminth arthrit nec,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71179,9,helminth arthrit-mult,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
7118,9,arthrit in oth infec dis*,,
71180,9,inf arthritis nec-unspec,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71181,9,inf arthritis nec-shlder,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71182,9,inf arthritis nec-up/arm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71183,9,inf arthrit nec-forearm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71184,9,inf arthritis nec-hand,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71185,9,inf arthritis nec-pelvis,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71186,9,inf arthritis nec-l/leg,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71187,9,inf arthritis nec-ankle,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71188,9,inf arthrit nec-oth site,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71189,9,inf arthritis nec-mult,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
7119,9,infective arthritis nos*,,
71190,9,inf arthritis nos-unspec,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71191,9,inf arthritis nos-shlder,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71192,9,inf arthritis nos-up/arm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71193,9,inf arthrit nos-forearm,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71194,9,inf arthrit nos-hand,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71195,9,inf arthrit nos-pelvis,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71196,9,inf arthrit nos-l/leg,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71197,9,inf arthrit nos-ankle,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71198,9,inf arthrit nos-oth site,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
71199,9,inf arthritis nos-mult,201,(201) infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease)
712,9,crystal arthropathies*,,
7121,9,chondrocalc-dicalc phos*,,
71210,9,dicalc phos cryst-unspec,54,(54) gout and other crystal arthropathies
71211,9,dicalc phos cryst-shlder,54,(54) gout and other crystal arthropathies
71212,9,dicalc phos cryst-up/arm,54,(54) gout and other crystal arthropathies
71213,9,dicalc phos crys-forearm,54,(54) gout and other crystal arthropathies
71214,9,dicalc phos cryst-hand,54,(54) gout and other crystal arthropathies
71215,9,dicalc phos cryst-pelvis,54,(54) gout and other crystal arthropathies
71216,9,dicalc phos cryst-l/leg,54,(54) gout and other crystal arthropathies
71217,9,dicalc phos cryst-ankle,54,(54) gout and other crystal arthropathies
71218,9,dicalc phos cry-site nec,54,(54) gout and other crystal arthropathies
71219,9,dicalc phos cryst-mult,54,(54) gout and other crystal arthropathies
7122,9,chondrocalcin-pyrophosph*,,
71220,9,pyrophosph cryst-unspec,54,(54) gout and other crystal arthropathies
71221,9,pyrophosph cryst-shlder,54,(54) gout and other crystal arthropathies
71222,9,pyrophosph cryst-up/arm,54,(54) gout and other crystal arthropathies
71223,9,pyrophosph cryst-forearm,54,(54) gout and other crystal arthropathies
71224,9,pyrophosph cryst-hand,54,(54) gout and other crystal arthropathies
71225,9,pyrophosph cryst-pelvis,54,(54) gout and other crystal arthropathies
71226,9,pyrophosph cryst-l/leg,54,(54) gout and other crystal arthropathies
71227,9,pyrophosph cryst-ankle,54,(54) gout and other crystal arthropathies
71228,9,pyrophos cryst-site nec,54,(54) gout and other crystal arthropathies
71229,9,pyrophos cryst-mult,54,(54) gout and other crystal arthropathies
7123,9,chondrocalcinosis nos*,,
71230,9,chondrocalcin nos-unspec,54,(54) gout and other crystal arthropathies
71231,9,chondrocalcin nos-shlder,54,(54) gout and other crystal arthropathies
71232,9,chondrocalcin nos-up/arm,54,(54) gout and other crystal arthropathies
71233,9,chondrocalc nos-forearm,54,(54) gout and other crystal arthropathies
71234,9,chondrocalcin nos-hand,54,(54) gout and other crystal arthropathies
71235,9,chondrocalcin nos-pelvis,54,(54) gout and other crystal arthropathies
71236,9,chondrocalcin nos-l/leg,54,(54) gout and other crystal arthropathies
71237,9,chondrocalcin nos-ankle,54,(54) gout and other crystal arthropathies
71238,9,chondrocalc nos-oth site,54,(54) gout and other crystal arthropathies
71239,9,chondrocalcin nos-mult,54,(54) gout and other crystal arthropathies
7128,9,crystal arthropathy nec*,,
71280,9,cryst arthrop nec-unspec,54,(54) gout and other crystal arthropathies
71281,9,cryst arthrop nec-shlder,54,(54) gout and other crystal arthropathies
71282,9,cryst arthrop nec-up/arm,54,(54) gout and other crystal arthropathies
71283,9,crys arthrop nec-forearm,54,(54) gout and other crystal arthropathies
71284,9,cryst arthrop nec-hand,54,(54) gout and other crystal arthropathies
71285,9,cryst arthrop nec-pelvis,54,(54) gout and other crystal arthropathies
71286,9,cryst arthrop nec-l/leg,54,(54) gout and other crystal arthropathies
71287,9,cryst arthrop nec-ankle,54,(54) gout and other crystal arthropathies
71288,9,cry arthrop nec-oth site,54,(54) gout and other crystal arthropathies
71289,9,cryst arthrop nec-mult,54,(54) gout and other crystal arthropathies
7129,9,crystal arthropathy nos*,,
71290,9,cryst arthrop nos-unspec,54,(54) gout and other crystal arthropathies
71291,9,cryst arthrop nos-shldr,54,(54) gout and other crystal arthropathies
71292,9,cryst arthrop nos-up/arm,54,(54) gout and other crystal arthropathies
71293,9,crys arthrop nos-forearm,54,(54) gout and other crystal arthropathies
71294,9,cryst arthrop nos-hand,54,(54) gout and other crystal arthropathies
71295,9,cryst arthrop nos-pelvis,54,(54) gout and other crystal arthropathies
71296,9,cryst arthrop nos-l/leg,54,(54) gout and other crystal arthropathies
71297,9,cryst arthrop nos-ankle,54,(54) gout and other crystal arthropathies
71298,9,cry arthrop nos-oth site,54,(54) gout and other crystal arthropathies
71299,9,cryst arthrop nos-mult,54,(54) gout and other crystal arthropathies
713,9,arthropath in other dis*,,
7130,9,arthrop w endocr/met dis,204,(204) other non-traumatic joint disorders
7131,9,arthrop w noninf gi dis,204,(204) other non-traumatic joint disorders
7132,9,arthropath w hematol dis,204,(204) other non-traumatic joint disorders
7133,9,arthropathy w skin dis,204,(204) other non-traumatic joint disorders
7134,9,arthropathy w resp dis,204,(204) other non-traumatic joint disorders
7135,9,arthropathy w nerve dis,204,(204) other non-traumatic joint disorders
7136,9,arthrop w hypersen react,204,(204) other non-traumatic joint disorders
7137,9,arthrop w system dis nec,204,(204) other non-traumatic joint disorders
7138,9,arthrop w oth dis nec,204,(204) other non-traumatic joint disorders
714,9,oth inflamm polyarthrop*,,
7140,9,rheumatoid arthritis,202,(202) rheumatoid arthritis and related disease
7141,9,felty's syndrome,202,(202) rheumatoid arthritis and related disease
7142,9,syst rheum arthritis nec,202,(202) rheumatoid arthritis and related disease
7143,9,juv chron polyarthritis*,,
71430,9,juv rheum arthritis nos,202,(202) rheumatoid arthritis and related disease
71431,9,polyart juv rheum arthr,202,(202) rheumatoid arthritis and related disease
71432,9,pauciart juv rheum arthr,202,(202) rheumatoid arthritis and related disease
71433,9,monoart juv rheum arthr,202,(202) rheumatoid arthritis and related disease
7144,9,chr postrheum arthritis,202,(202) rheumatoid arthritis and related disease
7148,9,inflam polyarthrop nec*,,
71481,9,rheumatoid lung,202,(202) rheumatoid arthritis and related disease
71489,9,inflamm polyarthrop nec,202,(202) rheumatoid arthritis and related disease
7149,9,inflamm polyarthrop nos,202,(202) rheumatoid arthritis and related disease
715,9,osteoarthrosis et al*,,
7150,9,general osteoarthrosis*,,
71500,9,general osteoarthrosis,203,(203) osteoarthritis
71504,9,gen osteoarthros-hand,203,(203) osteoarthritis
71509,9,general osteoarthrosis,203,(203) osteoarthritis
7151,9,loc primary osteoarthros*,,
71510,9,loc prim osteoart-unspec,203,(203) osteoarthritis
71511,9,loc prim osteoart-shlder,203,(203) osteoarthritis
71512,9,loc prim osteoart-up/arm,203,(203) osteoarthritis
71513,9,loc prim osteoart-forarm,203,(203) osteoarthritis
71514,9,loc prim osteoarth-hand,203,(203) osteoarthritis
71515,9,loc prim osteoart-pelvis,203,(203) osteoarthritis
71516,9,loc prim osteoart-l/leg,203,(203) osteoarthritis
71517,9,loc prim osteoarth-ankle,203,(203) osteoarthritis
71518,9,loc prim osteoarthr nec,203,(203) osteoarthritis
7152,9,local 2ndry osteoarthros*,,
71520,9,loc 2nd osteoarth-unspec,203,(203) osteoarthritis
71521,9,loc 2nd osteoarth-shlder,203,(203) osteoarthritis
71522,9,loc 2nd osteoarth-up/arm,203,(203) osteoarthritis
71523,9,loc 2nd osteoart-forearm,203,(203) osteoarthritis
71524,9,loc 2nd osteoarthro-hand,203,(203) osteoarthritis
71525,9,loc 2nd osteoarth-pelvis,203,(203) osteoarthritis
71526,9,loc 2nd osteoarthr-l/leg,203,(203) osteoarthritis
71527,9,loc 2nd osteoarthr-ankle,203,(203) osteoarthritis
71528,9,loc 2nd osteoarthros nec,203,(203) osteoarthritis
7153,9,local osteoarthrosis nos*,,
71530,9,loc osteoarth nos-unspec,203,(203) osteoarthritis
71531,9,loc osteoarth nos-shlder,203,(203) osteoarthritis
71532,9,loc osteoarth nos-up/arm,203,(203) osteoarthritis
71533,9,loc osteoart nos-forearm,203,(203) osteoarthritis
71534,9,loc osteoarth nos-hand,203,(203) osteoarthritis
71535,9,loc osteoarth nos-pelvis,203,(203) osteoarthritis
71536,9,loc osteoarth nos-l/leg,203,(203) osteoarthritis
71537,9,loc osteoarth nos-ankle,203,(203) osteoarthritis
71538,9,loc osteoar nos-site nec,203,(203) osteoarthritis
7158,9,osteoarthrosis-mult site*,,
71580,9,osteoarthrosis-mult site,203,(203) osteoarthritis
71589,9,osteoarthrosis-mult site,203,(203) osteoarthritis
7159,9,osteoarthrosis nos*,,
71590,9,osteoarthros nos-unspec,203,(203) osteoarthritis
71591,9,osteoarthros nos-shlder,203,(203) osteoarthritis
71592,9,osteoarthros nos-up/arm,203,(203) osteoarthritis
71593,9,osteoarthros nos-forearm,203,(203) osteoarthritis
71594,9,osteoarthros nos-hand,203,(203) osteoarthritis
71595,9,osteoarthros nos-pelvis,203,(203) osteoarthritis
71596,9,osteoarthros nos-l/leg,203,(203) osteoarthritis
71597,9,osteoarthros nos-ankle,203,(203) osteoarthritis
71598,9,osteoarthro nos-oth site,203,(203) osteoarthritis
716,9,arthropathies nec/nos*,,
7160,9,kaschin-beck disease*,,
71600,9,kaschin-beck dis-unspec,204,(204) other non-traumatic joint disorders
71601,9,kaschin-beck dis-shlder,204,(204) other non-traumatic joint disorders
71602,9,kaschin-beck dis-up/arm,204,(204) other non-traumatic joint disorders
71603,9,kaschin-beck dis-forearm,204,(204) other non-traumatic joint disorders
71604,9,kaschin-beck dis-hand,204,(204) other non-traumatic joint disorders
71605,9,kaschin-beck dis-pelvis,204,(204) other non-traumatic joint disorders
71606,9,kaschin-beck dis-l/leg,204,(204) other non-traumatic joint disorders
71607,9,kaschin-beck dis-ankle,204,(204) other non-traumatic joint disorders
71608,9,kaschin-beck dis nec,204,(204) other non-traumatic joint disorders
71609,9,kaschin-beck dis-mult,204,(204) other non-traumatic joint disorders
7161,9,traumatic arthropathy*,,
71610,9,traum arthropathy-unspec,225,(225) joint disorders and dislocations; trauma-related
71611,9,traum arthropathy-shlder,225,(225) joint disorders and dislocations; trauma-related
71612,9,traum arthropathy-up/arm,225,(225) joint disorders and dislocations; trauma-related
71613,9,traum arthropath-forearm,225,(225) joint disorders and dislocations; trauma-related
71614,9,traum arthropathy-hand,225,(225) joint disorders and dislocations; trauma-related
71615,9,traum arthropathy-pelvis,225,(225) joint disorders and dislocations; trauma-related
71616,9,traum arthropathy-l/leg,225,(225) joint disorders and dislocations; trauma-related
71617,9,traum arthropathy-ankle,225,(225) joint disorders and dislocations; trauma-related
71618,9,traum arthropathy nec,225,(225) joint disorders and dislocations; trauma-related
71619,9,traum arthropathy-mult,225,(225) joint disorders and dislocations; trauma-related
7162,9,allergic arthritis*,,
71620,9,allerg arthritis-unspec,204,(204) other non-traumatic joint disorders
71621,9,allerg arthritis-shlder,204,(204) other non-traumatic joint disorders
71622,9,allerg arthritis-up/arm,204,(204) other non-traumatic joint disorders
71623,9,allerg arthritis-forearm,204,(204) other non-traumatic joint disorders
71624,9,allerg arthritis-hand,204,(204) other non-traumatic joint disorders
71625,9,allerg arthritis-pelvis,204,(204) other non-traumatic joint disorders
71626,9,allerg arthritis-l/leg,204,(204) other non-traumatic joint disorders
71627,9,allerg arthritis-ankle,204,(204) other non-traumatic joint disorders
71628,9,allerg arthritis nec,204,(204) other non-traumatic joint disorders
71629,9,allerg arthritis-mult,204,(204) other non-traumatic joint disorders
7163,9,climacteric arthritis*,,
71630,9,climact arthritis-unspec,204,(204) other non-traumatic joint disorders
71631,9,climact arthritis-shlder,204,(204) other non-traumatic joint disorders
71632,9,climact arthritis-up/arm,204,(204) other non-traumatic joint disorders
71633,9,climact arthrit-forearm,204,(204) other non-traumatic joint disorders
71634,9,climact arthritis-hand,204,(204) other non-traumatic joint disorders
71635,9,climact arthritis-pelvis,204,(204) other non-traumatic joint disorders
